,Unnamed: 0,sql_id,nl_query,sql,GT_sql,tianyi,record_id_x,tianyi_code,zhengn,record_id_y,zhengn_code
135,135,954,Which counties have two or more delegates? Give me the county names.,SELECT county.County_name FROM county GROUP BY county.County_name HAVING COUNT(*) >= 2,SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id HAVING COUNT(*)  >=  2,tianyi,9be21c14-697e-40d0-a2bb-1c1eb82c11ff,"BL1, E1, BN1, L4, CL1, CE2",zhengning,1479a7ae-d4ed-4d73-8fbd-c2d1b1c2ead2,"CE2, BN1, E1, L4"
136,136,770,"What are the ids, date opened, name, and other details for all accounts?","SELECT Accounts.account_id, Accounts.date_account_opened, Accounts.other_account_details FROM Accounts","SELECT account_id ,  date_account_opened ,  account_name ,  other_account_details FROM Accounts",tianyi,806bf135-b1e8-4338-b12c-0f15e8b79faf,"CE2, BN1, BL3",zhengning,61cf895a-76d3-4ba6-b2ab-93f04ff7eeb3,"CE2, BN1, BL3"
137,137,458,What is the type of video game Call of Destiny.,"SELECT Video_Games.GType FROM Video_Games WHERE Video_Games.GName = ""Destiny""","SELECT gtype FROM Video_games WHERE gname  =  ""Call of Destiny""",tianyi,57aa0896-596c-42b4-99d5-9c9cda5a0068,"D1c, BL3",zhengning,c35625e6-dc0a-432e-97bd-ab6fb3c1f7bc,"D1, BL3"
138,138,1224,Find the rooms of faculties with rank professor who live in building NEB.,"SELECT DISTINCT Faculty.Room FROM Faculty WHERE Faculty.Rank = ""VALUE"" AND Faculty.Building = ""NEB""","SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",tianyi,3d215565-6bf2-497a-bf29-498846c63d5a,"D1c, D1, A2a",zhengning,bf99ad25-a569-4f6b-98ff-7a4cb51bcde4,A2a
139,139,800,"What are the invoice dates, order ids, and order details for all invoices?","SELECT Invoices.invoice_date, Invoices.order_id FROM Invoices","SELECT T1.invoice_date ,  T1.order_id ,  T2.order_details FROM Invoices AS T1 JOIN Orders AS T2 ON T1.order_id  =  T2.order_id",tianyi,3c12229a-9396-406f-b300-1b58ee71015e,"CE2, A2a, D1, BL3",zhengning,4538f660-3fbc-4714-9a37-aa3eda7f7281,"BL3, D1, A2a"
140,140,298,How many patents outcomes were listed for all the projects?,SELECT COUNT(*) FROM Project_Outcomes,SELECT count(*) FROM Project_outcomes WHERE outcome_code  =  'Patent',tianyi,72f0d758-29b9-4e57-89f1-e4b3d8a72cdf,"CE2, F4, BL3",zhengning,3b8724ca-f6f7-4f03-957e-33b114d245f6,"F4, BL3"
141,141,333,"What is the number of departments in Division ""AS""?",SELECT COUNT(DISTINCT Department.DName) FROM Department WHERE Department.Division = as,"SELECT count(*) FROM DEPARTMENT WHERE Division  =  ""AS""",tianyi,91f1cc81-4f28-4014-87ff-58974c960ebd,"D1c, A2a, F4",zhengning,4e2446f8-05a5-4564-8d4c-b46fc5a4573d,"BL1, A2a, F4, D1a"
142,142,1346,What is the total number of purchases for members with level 6?,SELECT SUM(purchase.Total_pounds) FROM purchase JOIN member ON purchase.Member_ID = member.Member_ID WHERE member.Level = 6,SELECT count(*) FROM purchase AS T1 JOIN member AS T2 ON T1.member_id  =  T2.member_id WHERE T2.level  =  6,tianyi,721c0533-5712-4709-ac30-4185e2876730,"D1c, L4, A2a",zhengning,8659e1ee-cc73-417a-b835-5282cd3c6cae,"BL1, L4, A2a, D1a"
143,143,1167,What are the staff roles of the staff who,SELECT Project_Staff.role_code FROM Project_Staff,SELECT role_code FROM Project_Staff WHERE date_from  >  '2003-04-19 15:06:20' AND date_to  <  '2016-03-15 00:33:18',tianyi,1daeffc9-4f2a-41c1-bc0e-3c3e165bb5aa,"L4, F4",zhengning,4027a257-3ffe-477f-84b8-855087c7d984,"L4, F4"
144,144,1280,Find the name and college of students whose decisions are yes in the tryout.,"SELECT Tryout.cName FROM Tryout WHERE Tryout.decision = ""yes""","SELECT T1.pName ,  T2.cName FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'yes'",tianyi,00e89364-6095-4f9f-a979-7b222a095247,"CE2, F4, BL3",zhengning,a1dc983f-20f7-4aa6-af0e-07f42d71481e,"CE2, F4, BL3"
145,145,1125,Show the names of companies in the banking or retailing industry?,"SELECT company.Name FROM company WHERE company.Industry = ""banking"" OR company.Industry = ""retailing""","SELECT Name FROM company WHERE Industry  =  ""Banking"" OR Industry  =  ""Retailing""",tianyi,4fc853b1-7544-4f23-be91-625265f41a23,"CE2, BL3, D1a",zhengning,468e650d-a8e7-4da6-907c-54b8e30c2151,"CE2, BL3, D1a"
146,146,765,Find the names of the customers who have an deputy policy.,"SELECT DISTINCT Customers.Customer_ID FROM Customers JOIN Policies ON Customers.Customer_ID = Policies.Customer_ID WHERE Policies.Policy_Type_Code = ""deputy""","SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.policy_type_code  =  ""Deputy""",tianyi,91ecb477-f619-49af-b90f-efdb23acb5b2,BL1,zhengning,d615b19f-3b77-4912-a901-444f6b9b1f09,BL1
147,147,1089,How many rooms are located for each block code?,"SELECT Block.BlockCode, COUNT(*) FROM Block JOIN Room ON Block.BlockFloor = Room.BlockCode GROUP BY Block.BlockCode","SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode",tianyi,67482558-2787-4c1b-ad47-aa900877bf62,"BL1, BE5, D1a",zhengning,533e073c-2cc2-4d31-b5ff-4a5becdb89ca,"BL1, CE2, D1a"
148,148,12,On which days more than one revisions were made on catalogs.,SELECT Catalogs.date_of_publication FROM Catalogs GROUP BY Catalogs.date_of_publication HAVING COUNT(*) > 1,SELECT date_of_latest_revision FROM Catalogs GROUP BY date_of_latest_revision HAVING count(*)  >  1,tianyi,40bb0ce4-e124-4d5c-89a9-919885356b65,"BL1, BN1, BE5",zhengning,f1afba7a-cad6-4615-8173-272db05cdfdb,"BL1, BN1, CE2"
149,149,1180,What is the average age for a male in each job?,"SELECT AVG(Person.age), Person.job FROM Person GROUP BY Person.job","SELECT avg(age) ,  job FROM Person WHERE gender  =  'male' GROUP BY job",tianyi,850ca6cb-57a7-4dff-b2c1-19514301cda9,"BL1, BN1, F4",zhengning,b3a26b72-ce8f-4214-9573-14e0673bf5f7,"BL1, BN1, F4"
150,150,862,Show names of pilots that have more than one record.,SELECT pilot.Pilot_name FROM pilot JOIN pilot_record ON pilot.Pilot_ID = pilot_record.Pilot_ID GROUP BY pilot.Pilot_name HAVING COUNT(*) > 1,"SELECT T2.Pilot_name ,  COUNT(*) FROM pilot_record AS T1 JOIN pilot AS T2 ON T1.pilot_ID  =  T2.pilot_ID GROUP BY T2.Pilot_name HAVING COUNT(*)  >  1",tianyi,550bc641-79aa-4f83-8d53-e6a64897a0bd,"F4, BL3",zhengning,5198f734-52de-47f8-8626-685255268d42,"L5, F4"
151,151,1271,What are the name of the players who received a card in descending order of the hours of training?,SELECT Player.pName FROM Player ORDER BY Player.HS DESC,SELECT pName FROM Player WHERE yCard  =  'yes' ORDER BY HS DESC,tianyi,cb0f23b9-3100-4062-aa6e-384ddb1ca3f6,"F4, BL3",zhengning,42f282be-8b38-4f47-9ec8-29b13c320286,"L5, F4"
152,152,863,What is the role of the employee named Koby?,"SELECT Employees.role_code FROM Employees WHERE Employees.employee_name = ""Koby""","SELECT T1.role_description FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code WHERE T2.employee_name = ""Koby"";",tianyi,4ba4239a-b1ee-4344-9594-6515030d5359,"BL1, F4, CE2",zhengning,f9d140d4-ea66-48a9-a96e-916607bfb671,"CE2, CL1, F4"
153,153,921,"find the highest support percentage, lowest consider rate and oppose rate of all candidates.","SELECT MAX(candidate.Support_rate), MIN(candidate.Support_rate), MIN(candidate.Oppose_rate) FROM candidate","SELECT max(support_rate) ,  min(consider_rate) ,  min(oppose_rate) FROM candidate",tianyi,7c0a0dea-e992-43c9-ad4b-f4cc73def6e3,CE2,zhengning,cc3f6e2c-77ab-4d05-a422-3865c1dcf3d6,"BL1, CL1, CE2"
154,154,418,What are the different membership levels?,SELECT DISTINCT member.Level FROM member,SELECT count(DISTINCT LEVEL) FROM member,tianyi,231a493e-703b-4296-8488-08fde2c604d9,"BL1, A2a",zhengning,3e815461-91f3-4787-9c7f-a548fa34dd5a,"A1b, BL1"
155,155,1091,How many medications are prescribed for each brand?,"SELECT Medication.Brand, COUNT(*) FROM Medication GROUP BY Medication.Brand","SELECT count(*) ,  T1.name FROM medication AS T1 JOIN prescribes AS T2 ON T1.code = T2.medication GROUP BY T1.brand",tianyi,7a79654e-6d17-44ea-9fb4-ba9a7d243e26,"BL1, A2a, CE2",zhengning,1320104b-0c95-4145-bf1f-63c01c6d0bdb,"BL1, CE2, A1b"
156,156,941,Who were the governors of the parties associated with delegates from district 1?,SELECT party.Governor FROM party WHERE party.Party = 1,SELECT T2.Governor FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1,tianyi,4e8fd8e4-b902-4069-a580-3788961718de,"BL1, BF4",zhengning,582b3013-19f4-474b-b554-37a5fa39b48b,"BL1, CF5"
157,157,908,Return the poll source corresponding to the candidate who has the oppose rate.,SELECT candidate.Poll_Source FROM candidate WHERE candidate.Support_rate = (SELECT MAX(candidate.Oppose_rate) FROM candidate),SELECT poll_source FROM candidate ORDER BY oppose_rate DESC LIMIT 1,tianyi,949b0ad1-d3c3-4876-a944-8e17d891057e,"F3, BF4, KA1b, CE2",zhengning,c718554a-6ea9-4d86-b6ca-d3a88b057b77,"CE2, L4, KA1b, CF5"
158,158,1023,What are the names and players of all the clubs?,"SELECT club.name, player.name FROM club JOIN player ON club.Club_ID = player.Club_ID","SELECT T1.name ,  T2.Player_id FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID",tianyi,1cf07834-2a46-4faf-bbf0-1c8939cce40b,"BL1, F3, KA1b",zhengning,275dc1d3-5aff-4422-b0f4-89d03c8d4d9e,"BL1, L4, KA1b"
159,159,305,How many females does this network has?,"SELECT COUNT(*) FROM Person WHERE Person.gender = ""VALUE""",SELECT count(*) FROM Person WHERE gender  =  'female',tianyi,a3b16270-982d-4d5a-84c1-98de3312ee10,"BL1, D1",zhengning,9d5265c5-4631-4765-a15b-8567b48e6d3a,"BL1, D1"
160,160,985,Find the name and account balance of the customers who have loans with a total amount of more than 5000.,"SELECT customer.cust_name, customer.acc_bal FROM customer JOIN loan ON customer.cust_ID = loan.cust_ID WHERE loan.amount > 5000","SELECT T1.cust_name ,  T1.acc_type FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id GROUP BY T1.cust_name HAVING sum(T2.amount)  >  5000",tianyi,f5d5411b-6c8b-42cf-892d-97cd62d2d85f,"BL1, AN2, D1, O1",zhengning,6e565776-360a-418c-ae83-57eabbe9a1f7,"D1, AN2"
161,161,1095,Which patient is undergoing the most recent treatment?,SELECT Undergoes.Patient FROM Undergoes ORDER BY Undergoes.DateUndergoes DESC LIMIT 1,SELECT patient FROM undergoes ORDER BY dateundergoes LIMIT 1,tianyi,1a4421cb-a0e6-4634-b9de-a7caf717a627,"BL1, A1f, AN2, K2, O1",zhengning,dda18c03-833d-47f9-a4d9-0fd3464da769,"K2, AN2"
162,162,1152,When did researchers start and stop working?,"SELECT Project_Staff.date_from, Project_Staff.date_to FROM Project_Staff","SELECT date_from ,  date_to FROM Project_Staff WHERE role_code  =  'researcher'",tianyi,e611c6fb-ee4e-4b84-a8f2-822a474c640f,"K2, F4",zhengning,5c93fd46-6ad7-4781-ba3c-1e47071c8280,"K2, F4"
163,163,558,What are the names of all airports whose elevation is between -50 and 50?,SELECT airports.name FROM airports WHERE airports.elevation BETWEEN 50 AND 50,SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50,tianyi,ea0e6a0b-c5ea-428e-99a0-5f82ff4dab69,"D1, F4",zhengning,badf5acb-ca61-4ac1-9564-fc44b5b89e15,"D1, F4"
164,164,818,"What are the names of customers with accounts, and how many checking accounts do each of them have?","SELECT ACCOUNTS.name, COUNT(*) FROM CHECKING JOIN ACCOUNTS ON CHECKING.custid = ACCOUNTS.custid GROUP BY CHECKING.custid","SELECT count(*) ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",tianyi,f38f3580-55b3-4d80-8bd3-0a1fcd30c671,"D1, BN1",zhengning,451db620-2d4f-48ce-9e50-5e2629b680ba,"CL1, D1, BN1"
165,165,284,"Where us the club named ""Tennis Club"" located?","SELECT Club.ClubLocation FROM Club WHERE Club.ClubName = ""Tennis club""","SELECT clublocation FROM club WHERE clubname  =  ""Tennis Club""",tianyi,91028c2b-3b35-4410-8358-dd10934d857c,"BN1, D1a",zhengning,c5509dcb-fc39-4acb-bffc-d77f1e1c7470,"CL1, BN1, D1a"
166,166,981,Find the total amount of loans offered by each bank branch.,"SELECT SUM(loan.amount), loan.branch_ID FROM loan GROUP BY loan.branch_ID","SELECT sum(amount) ,  T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id GROUP BY T1.bname",tianyi,8c6c9d92-3ff1-432b-8bf8-2181c711e6e8,"BL1, D1a, BN1, CE2",zhengning,d8e0b9bc-f5b7-48fb-a42d-d55768a10465,"CE2, BN1, CL1, D1a"
167,167,390,How many schools have students playing in goalie and mid-field positions?,"SELECT COUNT(*) FROM Tryout WHERE Tryout.pPos = ""goalie"" OR Tryout.pPos = ""mid mid""",SELECT COUNT(*) FROM (SELECT cName FROM  tryout WHERE pPos  =  'goalie' INTERSECT SELECT cName FROM  tryout WHERE pPos  =  'mid'),tianyi,60aad1f4-9f04-4f97-bc91-37a49b1f561c,"BL1, A1g, BN1, D1c, CE2, F2",zhengning,d55c031a-07b2-46e6-b3de-7a57bf2793e6,"CE2, BN1, CL1, A1g"
168,168,1267,What are the names and enrollment numbers for colleges that have more than 10000 enrolled and are located in Louisiana?,"SELECT College.cName, College.enr FROM College WHERE College.state = ""Louisiana"" AND College.enr > 10000","SELECT cName ,  enr FROM College WHERE enr  >  10000 AND state = ""LA""",tianyi,66cee227-514f-4bf3-ae97-f88cf2ddeb33,"F2, A1g",zhengning,8e7ff02b-c633-453e-91b2-cbbb157e069c,"D1, A1g"
169,169,1236,Find the department name and room of the course INTRODUCTION TO COMPUTER SCIENCE.,"SELECT Department.DName, Department.Room FROM Course JOIN Department ON Department.DNO = Course.DNO WHERE Course.CName = ""COMPUTER SCIENCE""","SELECT T2.Dname ,  T2.Room FROM COURSE AS T1 JOIN DEPARTMENT AS T2 ON T1.DNO  =  T2.DNO WHERE T1.CName  =  ""INTRODUCTION TO COMPUTER SCIENCE""",tianyi,c2f687b0-7199-4113-bc08-43543c766738,,zhengning,f51124fe-2813-4bf8-ada5-86bf0d879704,
170,170,1164,What is the last date that a staff member left a project?,SELECT MAX(Project_Staff.date_from) FROM Project_Staff,SELECT date_to FROM Project_Staff ORDER BY date_to DESC LIMIT 1,tianyi,4ca248d3-a528-4340-bdce-fd82c0d6a562,"BL1, KA1b, L4, D1c",zhengning,6711a463-eddb-4bca-bdf7-1c41ae816655,"D1, L4, KA1b"
171,171,384,What information do you have on colleges sorted by increasing enrollment numbers?,SELECT * FROM College ORDER BY College.enr DESC,SELECT * FROM College ORDER BY enr,tianyi,8b728797-2f9e-4baf-b84f-ce68748de6b1,"BL1, KA1b, L4, K2",zhengning,dae44b5a-0441-4a77-802a-f41c7c48d2ed,"L4, K2, KA1b"
172,172,1372,How many dorms are there and what is the total capacity for each gender?,"SELECT SUM(Dorm.student_capacity), Dorm.gender FROM Dorm GROUP BY Dorm.gender","SELECT count(*) ,  sum(student_capacity) ,  gender FROM dorm GROUP BY gender",tianyi,c3819d8a-5a7c-461a-9a0c-fd747b50fc88,"K2, BL3",zhengning,8c8be64b-06a1-49f3-a02b-9f022a7d4194,"K2, BL3"
173,173,469,What are the advisors,SELECT DISTINCT Student.Advisor FROM Student,SELECT advisor FROM Student GROUP BY advisor HAVING count(*)  >=  2,tianyi,437e5af7-0cd6-42a6-a993-dd3b1a004943,"BL3, AN2, A2a, A1f",zhengning,4639bcc1-9fd9-4d96-84f5-f06f5fcdb670,"A2a, BL3, AN2"
174,174,636,"Find all the catalog publishers whose name contains ""Murray""","SELECT Catalogs.catalog_publisher FROM Catalogs WHERE Catalogs.catalog_name LIKE ""% Murray %""","SELECT distinct(catalog_publisher) FROM catalogs WHERE catalog_publisher LIKE ""%Murray%""",tianyi,3e091918-008d-482d-aeb5-3557b3b0d5f3,"AN2, D1c, A2a, A1b, A1f",zhengning,915edfbe-5eed-4899-add3-75f861f3ed8a,"A1b, A2a, BF4, AN2"
175,175,1035,What is the name of the song that was released most recently?,SELECT song.song_name FROM song ORDER BY song.releasedate DESC LIMIT 1,"SELECT song_name ,  releasedate FROM song ORDER BY releasedate DESC LIMIT 1",tianyi,872f8c52-ccf6-4db3-be7b-e55e035a9b08,"A1b, D1c, BL3",zhengning,64ee73db-1d57-4b50-a42d-7ad8f7460b22,"A1b, BF4, BL3"
176,176,673,"What are the names and ids of the different albums, and how many tracks are on each?","SELECT Album.AlbumId, Track.AlbumId, COUNT(*) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId","SELECT T1.Title ,  T2.AlbumID ,  COUNT(*) FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId GROUP BY T2.AlbumID",tianyi,d9e43818-1611-497d-b447-f70076504c93,"BL1, BL3",zhengning,0cd3aa48-448c-45c5-97e9-d3b794dfd071,BL2
177,177,278,Find each student's first name.,SELECT Student.Fname FROM Student,SELECT DISTINCT fname FROM student,tianyi,d0bbcb84-8f96-4783-a16a-559a5ac0d053,"A1b, BL1",zhengning,8304ba0c-76a6-477a-8459-158bba0a041d,"A1b, BL3, BL2"
178,178,929,Show the lieutenant governor and comptroller from the democratic party.,"SELECT party.Lieutenant_Governor, party.Comptroller FROM party WHERE party.Party = ""democratic""","SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""",tianyi,f9dc0db3-e0d4-4180-a01a-2bb7792c84e3,"A1b, D1a",zhengning,2cb30ef2-dd9c-431d-85c9-ad1a9a5ef4df,"A1b, D1a"
179,179,1082,How many patients do each physician take care of? List their names and number of patients they take care of.,"SELECT Physician.Name, COUNT(*) FROM Physician JOIN Prescribes ON Physician.EmployeeID = Prescribes.Physician GROUP BY Prescribes.Physician","SELECT T1.name ,  count(*) FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid  =  T2.PCP GROUP BY T1.employeeid",tianyi,e65be4c6-1e86-41fd-a2f7-2fb46e0b1f61,"BN1, BE5, D1a",zhengning,f4581f19-c65e-46c5-a001-3327cff7024d,
180,180,1294,What is the state and enrollment of the colleges where have any students who got accepted in the tryout decision.,"SELECT College.state, College.enr FROM College JOIN Tryout ON College.cName = Tryout.cName WHERE Tryout.decision = ""tryout""","SELECT DISTINCT T1.state ,  T1.enr FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.decision  =  'yes'",tianyi,ef3c5c87-b58b-41e9-ab7d-d4eab1f7f56e,"BE5, D1, BN1, A1b",zhengning,f68036cd-09c6-4eb4-9efd-76c3fc2ee433,"A1b, D1, D1a"
181,181,110,What is the id of the product that is booked for 3 times?,SELECT Products_Booked.product_id FROM Products_Booked GROUP BY Products_Booked.product_id HAVING COUNT(*) >= 3,SELECT product_id FROM products_booked GROUP BY product_id HAVING count(*)  =  3,tianyi,8b5410f9-8fa1-4232-be45-5190ab2b8a06,"A1b, D1, F1",zhengning,1978c07b-930f-4b37-b040-11db32bbe7ff,"A1b, D1, F1"
182,182,700,List the names and the locations that the enzymes can make an effect.,"SELECT enzyme.name, enzyme.Location FROM enzyme JOIN medicine_enzyme_interaction ON enzyme.id = medicine_enzyme_interaction.enzyme_id","SELECT name ,  LOCATION FROM enzyme",tianyi,15bc9c1b-9a75-48ac-b034-ff80d7bbb350,"CE2, F1",zhengning,c3f5632b-229c-416a-a0c0-4b49341ca992,"E1, F1"
183,183,681,"Count the number of customers that have an email containing ""gmail.com"".","SELECT COUNT(*) FROM Customer WHERE Customer.Email LIKE ""% gmail.com %""","SELECT COUNT(*) FROM CUSTOMER WHERE Email LIKE ""%gmail.com%""",tianyi,75e7cdce-a103-4cd3-aeca-ee71b80fcfcf,"D1c, CE2",zhengning,303157f0-0c2f-43e0-bd81-6fabf604562e,"D1, E1"
184,184,1371,Find the number of dorms and total capacity for each gender.,"SELECT COUNT(*), Dorm.gender FROM Dorm GROUP BY Dorm.gender","SELECT count(*) ,  sum(student_capacity) ,  gender FROM dorm GROUP BY gender",tianyi,169ea9fd-ea23-43ce-b355-d0819a234ef1,"D1c, BL3",zhengning,be99f1b0-a09c-4e35-8426-55ac1cd3f339,"L5, D1"
185,185,795,Show the account id and name with at least 4 transactions.,"SELECT Financial_Transactions.account_id, COUNT(*) FROM Financial_Transactions GROUP BY Financial_Transactions.account_id HAVING COUNT(*) >= 4","SELECT T1.account_id ,  T2.account_name FROM Financial_transactions AS T1 JOIN Accounts AS T2 ON T1.account_id  =  T2.account_id GROUP BY T1.account_id HAVING count(*)  >=  4",tianyi,c0a4e3ef-b031-4b65-82af-330757630d84,"BL1, CE2, BL3",zhengning,3789d56e-9868-4296-b458-94c21a06ffcc,"L5, BL1, L4, CE2"
186,186,938,"Which county do the delegates on ""Appropriations"" committee belong to? Give me the county names.","SELECT county.County_name FROM election JOIN county ON election.Delegate = county.County_Id WHERE election.Committee = ""Appropriations""","SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District WHERE T2.Committee  =  ""Appropriations""",tianyi,8a1327a9-38bd-48ec-99cd-190c39001059,"BL1, BE5, CE2",zhengning,926a9b5b-dfd8-4951-9911-2d3103d7b1a9,"BL1, L4, BE5, CE2"
187,187,1289,What are the names of all students who successfully tried out for the position of striker?,"SELECT Tryout.cName FROM Tryout WHERE Tryout.pPos = ""striker""",SELECT T1.pName FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'yes' AND T2.pPos  =  'striker',tianyi,bf114798-d0d1-47e1-8ce2-a0990a5c83b0,"BL1, BE5, F4, CE2",zhengning,063e9445-e83a-4e87-a569-e5c835926a43,"BL1, CE2, F4"
188,188,830,"How many donors have endowment for school named ""Glenn""?","SELECT COUNT(*) FROM endowment JOIN School ON endowment.School_id = School.School_id WHERE School.School_name = ""Glenn""","SELECT count(DISTINCT T1.donator_name) FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  ""Glenn""",tianyi,8113b48c-2331-429f-8cdd-db39ef7a1b8d,"BL1, F4, CE2, A1b",zhengning,fbdfef04-3ad9-416e-8c6c-877c2691e33f,"A1b, F4"
189,189,905,"Please list support, consider, and oppose rates for each candidate in ascending order by unsure rate.","SELECT candidate.Support_rate, candidate.Oppose_rate FROM candidate ORDER BY candidate.Unsure_rate ASC","SELECT Support_rate ,  Consider_rate ,  Oppose_rate FROM candidate ORDER BY unsure_rate",tianyi,803909f3-7e3a-45b9-9e5c-49b4cffa4655,"A1b, BL3",zhengning,dcd4d7c6-523a-4884-aca4-9004483b57a2,"A1b, BL1, K2, BL3"
190,190,1384,"What are all the different product names, and how many complains has each received?","SELECT Products.product_name, COUNT(*) FROM Complaints JOIN Products ON Complaints.product_id = Products.product_id GROUP BY Complaints.product_id","SELECT t1.product_name ,  count(*) FROM products AS t1 JOIN complaints AS t2 ON t1.product_id  =  t2.product_id GROUP BY t1.product_name",tianyi,7cfc5afd-a332-4727-826a-a2a9b5df180f,"BN1, BL3",zhengning,653e20a1-2bc6-45c4-8cd4-a51c5702b176,"CL1, BN1, K2, BL3"
191,191,1248,What are the maximum and minimum number of transit passengers of all aiports.,"SELECT MAX(airport.Transit_Passengers), MIN(airport.Transit_Passengers) FROM airport WHERE airport.Airport_ID = ""VALUE""","SELECT max(Transit_Passengers) ,  min(Transit_Passengers) FROM airport",tianyi,f9c17b56-f3be-4e84-8c4e-2acd8aa12b77,"BN1, F4",zhengning,3e6f754c-8f15-4ad2-9864-9a7ca4d2fd46,"CL1, F3, BN1"
192,192,250,How many companies are headquartered in the US?,"SELECT COUNT(*) FROM company WHERE company.Headquarters = ""VALUE""",SELECT count(*) FROM company WHERE Headquarters  =  'USA',tianyi,46aa41c7-1c0a-4c78-85d8-169d96db4966,"D1, F4",zhengning,721ff332-2a2d-473f-a93c-1f18ccb7ba60,"D1, F3"
193,193,242,How many Bangladeshi artists are listed?,"SELECT COUNT(*) FROM artist WHERE artist.country = ""Bangladeshi""","SELECT count(*) FROM artist WHERE country  =  ""Bangladesh""",tianyi,c3ceb21a-b244-4436-9cff-c89fe1a48e57,"D1c, D1",zhengning,95a11a2d-1f98-4447-a46d-89d005d5ff5e,
194,194,519,How many budget types do we have?,SELECT COUNT(DISTINCT Ref_Budget_Codes.Budget_Type_Code) FROM Ref_Budget_Codes,SELECT count(*) FROM Ref_budget_codes,tianyi,ff8a4d19-d7d3-47bc-8eda-d4a84aa13e5a,"D1c, A2a",zhengning,2411b8dc-0a08-4d04-938b-a74fcb5e6a13,"BL1, D1, A2a"
195,195,1401,Show last names for all student who are on scholarship.,SELECT Student.LName FROM Student,SELECT T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T1.onscholarship  =  'Y',tianyi,84838754-135a-4053-b200-962b2847ef0d,"F4, CE2, BL1, A2a",zhengning,f313ba0b-8abb-4446-ace9-779157ef26e8,"BL1, CE2, A2a, F4"
196,196,705,What are the names and trade names of the medcines that are FDA approved?,"SELECT medicine.name, medicine.Trade_Name FROM medicine WHERE medicine.FDA_approved = ""VALUE""","SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",tianyi,6cc7834e-8e24-43bd-80da-d5cd7cafe5d8,"F4, D1, CE2",zhengning,4db9ddd4-1a81-4904-aecb-863554618b4a,"D1, F4, CE2"
197,197,476,How many games are played for all students?,SELECT COUNT(*) FROM Plays_Games,SELECT sum(gamesplayed) FROM Sportsinfo,tianyi,95c3110f-ba71-43a9-9d21-b89e02edd1ea,"cL1, D1, L4",zhengning,b6cf1c86-c7a2-48da-94c8-d31429a1d3ae,"CL1, D1, L4"
198,198,487,List all the types of forms.,SELECT Forms.form_type_code FROM Forms,SELECT DISTINCT form_type_code FROM forms,tianyi,2ab1676a-cf2d-4e46-99eb-e4d6d919a3d5,"A1b, CL1, L4",zhengning,61d1bff2-ce93-4028-a788-d247c5330cc0,"A1b, CL1, L4"
199,199,833,How many budgets are above 3000 in year 2001 or before?,SELECT SUM(budget.Budgeted) FROM budget WHERE budget.Year > 3000 OR budget.Year < 2001,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,tianyi,8c84f222-8fdf-411c-a23c-279083c21d82,"F1, L4, BF4, A1b",zhengning,050982d0-ed1b-4931-a19b-1b12c15f4457,"A1b, F1, L4, F2"
200,200,88,Show all product sizes.,SELECT Products.product_size FROM Products,SELECT DISTINCT product_size FROM Products,tianyi,24d0246b-d6ce-4067-a147-3636a7709988,"F1, L4, BF4, A1b",zhengning,00bf5f01-e90e-483d-ba09-c76136ed3828,"A1b, L4, F1, F2"
