,Unnamed: 0,sql_id,nl_query,sql,GT_sql,tianyi_code,zhengn_code
204,204,799,Show invoice dates and order id and details for all invoices.,"SELECT Invoices.invoice_date, Invoices.order_id FROM Invoices","SELECT T1.invoice_date ,  T1.order_id ,  T2.order_details FROM Invoices AS T1 JOIN Orders AS T2 ON T1.order_id  =  T2.order_id","F4, BL3, O2, CE2","CE2, BL3"
205,205,1131,What are the low and high estimates of film markets?,"SELECT MIN(film_market_estimation.Low_Estimate), MIN(film_market_estimation.High_Estimate) FROM film_market_estimation","SELECT Low_Estimate ,  High_Estimate FROM film_market_estimation","CE2, L4, BL3","CE2, L4, BL3"
206,206,1347,What are the total purchases for members rated at level 6?,SELECT SUM(purchase.Total_pounds) FROM purchase JOIN member ON purchase.Member_ID = member.Member_ID WHERE member.Level = 6,SELECT count(*) FROM purchase AS T1 JOIN member AS T2 ON T1.member_id  =  T2.member_id WHERE T2.level  =  6,,
207,207,459,What type of game is Call of Destiny?,"SELECT Video_Games.GType FROM Video_Games WHERE Video_Games.GName = ""Call Destiny""","SELECT gtype FROM Video_games WHERE gname  =  ""Call of Destiny""","D1c, L4","D1c, L4"
208,208,633,Which head's name has the substring 'Ha'? List the id and name.,"SELECT head.head_ID, head.name FROM head WHERE head.name LIKE ""% Ha %""","SELECT head_id ,  name FROM head WHERE name LIKE '%Ha%'",,"D1c, D1"
209,209,902,Return the top 3 greatest support rates.,"SELECT ""candidate"" FROM candidate ORDER BY candidate.Support_rate DESC LIMIT 3",SELECT support_rate FROM candidate ORDER BY support_rate DESC LIMIT 3,"D1c, BL1","BL1, D1"
210,210,621,"What is the air date of TV series with Episode ""A Love of a Lifetime""?","SELECT TV_series.Air_Date FROM TV_series WHERE TV_series.Episode = ""A Love of A Lifetime""","SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";","BL1, D1a","BL1, D1a"
211,211,696,Please show the employee last names that serves no more than 20 customers.,SELECT Employee.LastName FROM Employee GROUP BY Employee.LastName HAVING COUNT(*) > 20,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,"CE2, F1, D1a, CL1","CE2, F1, D1a"
212,212,191,What is the total number of customers across banks?,SELECT COUNT(*) FROM bank,SELECT sum(no_of_customers) FROM bank,"F1, L4, CL1, CE2","CE2, L4, F1"
213,213,4,How many acting statuses are there?,SELECT COUNT(*) FROM management,SELECT count(DISTINCT temporary_acting) FROM management,"A1b, L4","A1b, L4"
214,214,37,How many kinds of enzymes are there?,SELECT COUNT(DISTINCT medicine_enzyme_interaction.interaction_type) FROM medicine_enzyme_interaction,SELECT count(*) FROM enzyme,"CL1, A1b","CL1, K2, A2a"
215,215,41,What is the maximum Online Mendelian Inheritance in Man (OMIM) value of the enzymes?,SELECT MAX(enzyme.OMIM) FROM enzyme WHERE enzyme.Chromosome = OMIM,SELECT max(OMIM) FROM enzyme,F3,"F3, CL1"
216,216,123,What are all role codes?,SELECT Employees.role_code FROM Employees,SELECT role_code FROM ROLES;,CL1,"CL1, BL1"
217,217,190,How many customers are there?,SELECT COUNT(*) FROM customer,SELECT sum(no_of_customers) FROM bank,"L4, CL1","CL1, L4, L5"
218,218,209,What are the names of the different banks that have provided loans?,SELECT DISTINCT customer.cust_name FROM bank JOIN loan ON bank.branch_ID = loan.cust_ID JOIN customer ON bank.branch_ID = customer.branch_ID,SELECT DISTINCT T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id,"BL1, E1, BE5","CL1, BL1, E1, BE5"
219,219,230,What are the positions of players whose average number of points scored by that position is larger than 20?,SELECT player.Position FROM player GROUP BY player.Position HAVING AVG(player.Points) > 20,SELECT POSITION FROM player GROUP BY name HAVING avg(Points)  >=  20,"F1, BN1","CF5, F1"
220,220,232,What are the types of competition that have most 5 competitions for that type?,SELECT competition.Competition_type FROM competition GROUP BY competition.Competition_type HAVING COUNT(*) > 5 ORDER BY COUNT(*) DESC LIMIT 5,SELECT Competition_type FROM competition GROUP BY Competition_type HAVING COUNT(*)  <=  5,O3,BL1
221,221,237,Find the names of all English songs.,"SELECT song.song_name FROM song WHERE song.languages = ""English""","SELECT song_name FROM song WHERE languages  =  ""english""",D1a,D1a
222,222,277,What are the first names of all the students?,SELECT Student.Fname FROM Student,SELECT DISTINCT fname FROM student,A1b,"F3, A2a"
223,223,295,What is the complete description of the researcher role.,"SELECT SUM(Staff_Roles.role_description) FROM Staff_Roles WHERE Staff_Roles.role_code = ""researcher""",SELECT role_description FROM Staff_Roles WHERE role_code  =  'researcher',L4,"L5, D1"
224,224,303,What are the descriptions of all the project outcomes?,SELECT Research_Outcomes.outcome_description FROM Research_Outcomes,SELECT T1.outcome_description FROM Research_outcomes AS T1 JOIN Project_outcomes AS T2 ON T1.outcome_code  =  T2.outcome_code,CE2,"D1c, CE2"
225,225,306,How many females are in the network?,"SELECT COUNT(*) FROM Person WHERE Person.gender = ""VALUE""",SELECT count(*) FROM Person WHERE gender  =  'female',D1,"D1, BL3"
226,226,330,What are the names of courses with 1 credit?,SELECT Course.CName FROM Course WHERE Course.CID = 1,SELECT CName FROM COURSE WHERE Credits  =  1,BF4,"F4, BF4"
227,227,334,How many departments are in the division AS?,SELECT COUNT(DISTINCT Department.DName) FROM Department WHERE Department.Division = as,"SELECT count(*) FROM DEPARTMENT WHERE Division  =  ""AS""","D1c, A2a","L5, BL1, BN1, D1a"
228,228,346,"What are the first names of students, ordered by age from greatest to least?",SELECT Student.Fname FROM Student ORDER BY Student.Age,SELECT Fname FROM STUDENT ORDER BY Age DESC,K2,K2
229,229,362,"How many students, on average, does each college have enrolled?","SELECT AVG(College.enr), College.cName FROM College GROUP BY College.cName",SELECT avg(enr) FROM College,"N3, BL2","BE5, BL2"
230,230,364,How many different colleges are there?,SELECT COUNT(DISTINCT College.cName) FROM College,SELECT count(*) FROM College,A2a,"A1b, CE2"
231,231,373,What are the unique types of player positions in the tryout?,SELECT DISTINCT Tryout.pPos FROM Tryout,SELECT count(DISTINCT pPos) FROM tryout,L5,"L5, A2a, D1a"
232,232,430,Find the number of distinct amenities.,SELECT COUNT(DISTINCT Dorm_amenity.amenity_name) FROM Dorm_amenity,SELECT count(*) FROM dorm_amenity,A2a,"BL1, F3, KA1b, A2a"
233,233,431,How many diffrent dorm amenities are there?,SELECT COUNT(*) FROM Dorm,SELECT count(*) FROM dorm_amenity,CL1,CL1
234,234,437,How many dorms have amenities?,SELECT COUNT(*) FROM Dorm,SELECT count(DISTINCT dormid) FROM has_amenity,"CL1, A1b","CL1, BL1, F3"
235,235,470,How many sports do we have?,SELECT COUNT(*) FROM SportsInfo,SELECT count(DISTINCT sportname) FROM Sportsinfo,A1b,A1b
236,236,541,How many staff live in state Georgia?,"SELECT COUNT(*) FROM Staff JOIN Addresses ON Staff.staff_address_id = Addresses.address_id WHERE Addresses.state_province_county = ""Georgia""","SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";","BL3, BL1","BL3, BL1"
237,237,544,What is the date of birth of every customer whose status code is 'Good Customer'?,"SELECT Customers.date_of_birth FROM Customers WHERE Customers.customer_status_code = ""Good customer""",SELECT date_of_birth FROM Customers WHERE customer_status_code  =  'Good Customer',D1a,"BL1, L4, F4, D1a"
238,238,626,What are the ids of all tv channels that have more than 2 TV channels?,SELECT TV_series.Channel FROM TV_series GROUP BY TV_series.Channel HAVING COUNT(*) > 2,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,"BL1, BN1, CL1","A1b, BN1, CL1"
239,239,632,"Which department has more than 1 head at a time? List the id, name and the number of heads.","SELECT department.Department_ID, department.Name, COUNT(*) FROM department JOIN management ON department.Department_ID = management.head_ID GROUP BY management.department_ID HAVING COUNT(*) > 1","SELECT T1.department_id ,  T1.name ,  count(*) FROM management AS T2 JOIN department AS T1 ON T1.department_id  =  T2.department_id GROUP BY T1.department_id HAVING count(*)  >  1",BE5,"L4, CL1, BE5"
240,240,637,"Which catalog publishers have substring ""Murray"" in their names?","SELECT Catalogs.catalog_publisher FROM Catalogs WHERE Catalogs.catalog_name LIKE ""% Murray %""","SELECT distinct(catalog_publisher) FROM catalogs WHERE catalog_publisher LIKE ""%Murray%""","A1b, BF4, D1c","A1b, BL1"
241,241,650,Find the names of catalog entries with level number 8.,SELECT Catalogs.catalog_name FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_entry_id WHERE Catalog_Contents.catalog_level_number = 8,"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id  =  t2.catalog_entry_id WHERE t2.catalog_level_number  =  ""8""","BE5, CE3",E1
242,242,655,Which attribute definitions have attribute value 0? Give me the attribute name and attribute ID.,"SELECT Attribute_Definitions.attribute_name, Catalog_Contents_Additional_Attributes.attribute_id FROM Attribute_Definitions JOIN Catalog_Contents_Additional_Attributes ON Attribute_Definitions.attribute_id = Catalog_Contents_Additional_Attributes.attribute_id WHERE Catalog_Contents_Additional_Attributes.attribute_value = 0","SELECT t1.attribute_name ,  t1.attribute_id FROM Attribute_Definitions AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.attribute_id  =  t2.attribute_id WHERE t2.attribute_value  =  0",CL1,"CL1, BL3"
243,243,657,Which catalog contents has price above 700 dollars? Show their catalog entry names and capacities.,"SELECT Catalogs.catalog_name, Catalog_Contents.capacity FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_entry_id WHERE Catalog_Contents.price_in_dollars > 700","SELECT catalog_entry_name ,  capacity FROM Catalog_Contents WHERE price_in_dollars  >  700",BL1,"BL1, E1, D1a"
244,244,661,What are the names of artist who have the letter 'a' in their names?,"SELECT Artist.Name FROM Artist WHERE Artist.Name LIKE ""% a %""","SELECT Name FROM ARTIST WHERE Name LIKE ""%a%""",D1c,"D1, A1f, AN2"
245,245,670,What are the durations of the longest and the shortest tracks in milliseconds?,"SELECT Track.Milliseconds, (Track.Milliseconds - Track.Milliseconds) FROM Track ORDER BY (Track.Milliseconds - Track.Milliseconds) LIMIT 1","SELECT max(Milliseconds) ,  min(Milliseconds) FROM TRACK",L4,"L5, CL1, BN1"
246,246,677,Find the average unit price of jazz tracks.,"SELECT AVG(Track.UnitPrice) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""jazz""","SELECT AVG(UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Jazz""",D1a,"L5, A2a, D1a"
247,247,678,"What is the first name and last name of the customer that has email ""luisg@embraer.com.br""?","SELECT Customer.FirstName, Customer.LastName FROM Customer WHERE Customer.Email = ""luisg @ embraer.com.br""","SELECT FirstName ,  LastName FROM CUSTOMER WHERE Email  =  ""luisg@embraer.com.br""",D1c,"D1, BE5"
248,248,690,Find the address of all customers that live in Germany and have invoice.,"SELECT DISTINCT Customer.Address FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId WHERE Invoice.BillingCountry = ""Germany""","SELECT DISTINCT T1.Address FROM CUSTOMER AS T1 JOIN INVOICE AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T1.country  =  ""Germany""",BF4,"CL1, CF5"
249,249,695,What are the first names and support rep ids for employees serving 10 or more customers?,"SELECT Employee.FirstName, Customer.SupportRepId FROM Employee JOIN Customer ON Employee.EmployeeId = Customer.SupportRepId GROUP BY Employee.EmployeeId HAVING COUNT(*) >= 10","SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10","BN1, CL1","CL1, L4"
250,250,732,Find the schools that were either founded after 1850 or public.,"SELECT university.School FROM university WHERE university.Founded > 1850 OR university.Founded = ""public""",SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',"D1a, BF4","D1, D1a"
251,251,744,List the names of all left-footed players who have overall rating between 85 and 90.,"SELECT Player.player_name FROM Player JOIN Player_Attributes ON Player.id = Player_Attributes.player_api_id WHERE Player_Attributes.overall_rating BETWEEN 85 AND 90 AND Player_Attributes.preferred_foot = ""VALUE VALUE VALUE VALUE VALUE0""","SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.preferred_foot  =  ""left"" AND T2.overall_rating  >=  85 AND T2.overall_rating  <=  90","BE5, D1, A1b","A1b, D1, CL1"
252,252,756,"Show the names of people, and dates and venues of debates they are on the affirmative side.",SELECT * FROM people,"SELECT T3.Name ,  T2.Date ,  T2.Venue FROM debate_people AS T1 JOIN debate AS T2 ON T1.Debate_ID  =  T2.Debate_ID JOIN people AS T3 ON T1.Affirmative  =  T3.People_ID","A1b, BL1, CE2","A1b, BL1, CE2"
253,253,779,"Show id, first name and last name for all customers and the number of accounts.","SELECT Customers.customer_id, Customers.customer_first_name, COUNT(*) FROM Customers JOIN Accounts ON Customers.customer_id = Accounts.customer_id GROUP BY Customers.customer_id","SELECT T1.customer_id ,  T2.customer_first_name ,  T2.customer_last_name ,  count(*) FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.customer_id","BL3, CE3","D1, BL3"
254,254,785,How many transaction does each account have? Show the number and account id.,"SELECT Financial_Transactions.account_id, COUNT(*) FROM Financial_Transactions GROUP BY Financial_Transactions.account_id","SELECT count(*) ,  account_id FROM Financial_transactions",N3,"BL1, CE2"
255,255,804,Return the order ids and details for orderes with two or more invoices.,"SELECT Invoices.order_id, Orders.order_details FROM Orders JOIN Invoices ON Orders.order_id = Invoices.order_id GROUP BY Invoices.order_id HAVING COUNT(*) >= 2","SELECT T2.order_id ,  T2.order_details FROM Invoices AS T1 JOIN Orders AS T2 ON T1.order_id  =  T2.order_id GROUP BY T2.order_id HAVING count(*)  >  2","F1, BN1, CL1","CL1, F1, BL3"
256,256,811,Show order ids and the number of products in each order.,"SELECT Orders.order_id, COUNT(*) FROM Orders JOIN Order_Items ON Orders.order_id = Order_Items.order_id GROUP BY Orders.order_id","SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id","E1, A1b, BL1","BL1, E1, D1a"
257,257,1282,Find the name of all students who were in the tryout sorted in alphabetic order.,SELECT Tryout.cName FROM Tryout ORDER BY Tryout.cName,SELECT T1.pName FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID ORDER BY T1.pName,"D1c, A1f","BL1, CE2, CL1"
258,258,829,Show each county along with the number of schools and total enrollment in each county.,"SELECT School.County, SUM(School.Enrollment) FROM School GROUP BY School.County","SELECT county ,  count(*) ,  sum(enrollment) FROM school GROUP BY county","CE2, F4, BL3","K2, BL3"
259,259,846,Show the protein name and the institution name.,"SELECT DISTINCT protein.protein_name, Institution.Institution FROM protein JOIN Institution ON protein.Institution_id = Institution.Institution_id JOIN Institution ON protein.Institution_id = Institution.Institution_id","SELECT T2.protein_name ,  T1.institution FROM institution AS T1 JOIN protein AS T2 ON T1.institution_id  =  T2.institution_id","E1, BL3, CE2, A2a","E1, A2a"
260,260,860,Show the names of pilots and models of aircrafts they have flied with.,"SELECT pilot.Pilot_name, aircraft.Model FROM pilot JOIN pilot_record ON pilot.Pilot_ID = pilot_record.Pilot_ID JOIN aircraft ON pilot_record.Aircraft_ID = aircraft.Aircraft_ID WHERE aircraft.Fuel_Propulsion = ""flied""","SELECT T3.Pilot_name ,  T2.Model FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID","F3, E1, BE5, F4","F3, BE5, F4"
261,261,865,"How many employees does each role have? List role description, id and number of employees.","SELECT Roles.role_description, COUNT(*) FROM Roles JOIN Employees ON Roles.role_code = Employees.role_code GROUP BY Employees.role_code","SELECT T1.role_description ,  T2.role_code ,  count(*) FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code GROUP BY T2.role_code;",BL3,BL3
262,262,918,What are the names of candidates who have a lower support rate than oppose rate?,"SELECT ""candidate"" FROM candidate WHERE candidate.Support_rate < (SELECT MIN(candidate.Support_rate) FROM candidate)",SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id WHERE t2.support_rate  <  t2.oppose_rate,BL1,"CL1, BF4"
263,263,922,"Return the maximum support rate, minimum consider rate, and minimum oppose rate across all candidates?","SELECT MAX(candidate.Support_rate), MIN(candidate.Support_rate), MIN(candidate.Consider_rate) FROM candidate","SELECT max(support_rate) ,  min(consider_rate) ,  min(oppose_rate) FROM candidate",BL1,"L5, BL1"
264,264,940,"For each delegate, find the names of the party they are part of.",SELECT party.Party FROM party,"SELECT T1.Delegate ,  T2.Party FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID","CE2, BL3","CE2, A1b, BL3"
265,265,945,Show the name of each county along with the corresponding number of delegates from that county.,"SELECT county.County_name, COUNT(*) FROM county GROUP BY county.County_name","SELECT T1.County_name ,  COUNT(*) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id","CE2, BN1","BN1, BL3"
266,266,947,Show the name of each party and the corresponding number of delegates from that party.,"SELECT party.Party, COUNT(*) FROM party JOIN election ON party.Party_ID = election.Party GROUP BY party.Party","SELECT T2.Party ,  COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID GROUP BY T1.Party",,"CL1, BN1, K2"
267,267,960,Show the names of journalists and the dates of the events they reported.,"SELECT journalist.Name, event.Date FROM news_report JOIN event ON news_report.journalist_ID = event.Event_ID JOIN journalist ON news_report.Event_ID = journalist.journalist_ID","SELECT T3.Name ,  T2.Date FROM news_report AS T1 JOIN event AS T2 ON T1.Event_ID  =  T2.Event_ID JOIN journalist AS T3 ON T1.journalist_ID  =  T3.journalist_ID",BE5,"CL1, BL1, BE5"
268,268,986,What are the names and account balances for customers who have taken a total amount of more than 5000 in loans?,"SELECT customer.cust_name, customer.acc_bal FROM customer JOIN loan ON customer.cust_ID = loan.cust_ID WHERE customer.no_of_loans > 5000","SELECT T1.cust_name ,  T1.acc_type FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id GROUP BY T1.cust_name HAVING sum(T2.amount)  >  5000","BL1, A1f, AN2","BN1, CL1, A1f, AN2"
269,269,991,Find the city and name of bank branches that provide business loans.,"SELECT bank.city, bank.bname FROM bank JOIN loan ON bank.branch_ID = loan.branch_ID","SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",F4,"F4, BL3"
270,270,996,How many assets does each third party company supply? List the count and the company id.,"SELECT Third_Party_Companies.company_name, COUNT(*) FROM Third_Party_Companies JOIN Assets ON Third_Party_Companies.company_id = Assets.supplier_company_id GROUP BY Third_Party_Companies.company_id","SELECT count(*) ,  T1.company_id FROM Third_Party_Companies AS T1 JOIN Assets AS T2 ON T1.company_id  =  T2.supplier_company_id GROUP BY T1.company_id",BL1,"A1b, BL1"
271,271,999,"For all the faults of different parts, what are all the decriptions of the skills required to fix them? List the name of the faults and the skill description.","SELECT Skills.skill_code, MAX(Skills.skill_description) FROM Part_Faults JOIN Skills_Required_To_Fix ON Part_Faults.part_fault_id = Skills_Required_To_Fix.part_fault_id JOIN Skills ON Skills_Required_To_Fix.skill_id = Skills.skill_id GROUP BY Skills.skill_id","SELECT T1.fault_short_name ,  T3.skill_description FROM Part_Faults AS T1 JOIN Skills_Required_To_Fix AS T2 ON T1.part_fault_id  =  T2.part_fault_id JOIN Skills AS T3 ON T2.skill_id  =  T3.skill_id","BL1, L4",CL1
272,272,1002,"List the asset id, details, make and model for every asset.","SELECT Assets.asset_id, Assets.asset_details, Assets.asset_make FROM Assets","SELECT asset_id ,  asset_details ,  asset_make ,  asset_model FROM Assets",BL3,"K2, BL3"
273,273,1009,show all train numbers and names ordered by their time from early to late.,"SELECT train.train_number, train.name FROM train ORDER BY train.time DESC","SELECT train_number ,  name FROM train ORDER BY TIME",K2,"K2, BL3"
274,274,1011,How many trains have 'Express' in their names?,"SELECT COUNT(*) FROM train WHERE train.name LIKE ""% Express %""","SELECT count(*) FROM train WHERE name LIKE ""%Express%""",D1c,"D1, D1a"
275,275,1036,What is the id of the longest song?,SELECT song.f_id FROM song ORDER BY song.f_id DESC LIMIT 1,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1,"BK1, CL1","CL1, BE5"
276,276,1047,What countries are the female artists who sung in the language Bangla from?,"SELECT song.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = ""Bangla"" AND song.languages = ""female""","SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla""",D1a,"F3, AN2, BL3, D1a"
277,277,1051,How many artists are male and how many are female?,"SELECT COUNT(*) FROM artist WHERE artist.gender = ""VALUE""","SELECT count(*) ,  gender FROM artist GROUP BY gender","F3, BL3, AN2","F3, D1, BL3, AN2"
278,278,1054,"For each file format, return the number of artists who released songs in that format.","SELECT COUNT(DISTINCT files.formats), files.formats FROM files GROUP BY files.formats","SELECT count(*) ,  formats FROM files GROUP BY formats",A2a,BL1
279,279,1056,"List the names of all genres in alphabetical oder, together with its ratings.","SELECT genre.g_name, genre.rating FROM genre WHERE genre.g_name = ""oder""","SELECT g_name ,  rating FROM genre ORDER BY g_name",F3,"F3, D1, KA1b"
280,280,1061,What are the names of the songs that are modern or sung in English?,"SELECT song.song_name FROM genre JOIN song ON genre.g_name = song.f_id WHERE song.languages = ""English"" OR song.languages = ""modern""","SELECT song_name FROM song WHERE genre_is  =  ""modern"" OR languages  =  ""english""",E1,"BF4, D1a"
281,281,1084,Find the name of physicians who are in charge of more than one patient.,SELECT Physician.Name FROM Physician JOIN Appointment ON Physician.EmployeeID = Appointment.Physician GROUP BY Appointment.Physician HAVING COUNT(*) > 1,SELECT T1.name FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid  =  T2.PCP GROUP BY T1.employeeid HAVING count(*)  >  1,"BE5, BN1",BE5
282,282,1094,Find the patient who has the most recent undergoing treatment?,SELECT Undergoes.Patient FROM Undergoes ORDER BY Undergoes.DateUndergoes DESC LIMIT 1,SELECT patient FROM undergoes ORDER BY dateundergoes LIMIT 1,K2,"D1, K2"
283,283,1097,What are each physician's employee id and department id primarily affiliated.,"SELECT Affiliated_With.Physician, COUNT(*) FROM Affiliated_With GROUP BY Affiliated_With.Physician","SELECT physician ,  department FROM affiliated_with WHERE primaryaffiliation  =  1","BL1, N3, F4","BL1, KA1b, F4"
284,284,1106,Find the three most expensive procedures.,SELECT Procedures.Name FROM Procedures ORDER BY Procedures.Cost DESC LIMIT 3,SELECT name FROM procedures ORDER BY cost LIMIT 3,K2,"K2, F4"
285,285,1130,list the names of the companies with more than 200 sales in the descending order of sales and profits.,SELECT company.Name FROM company WHERE company.Sales_in_Billion > 200 ORDER BY company.Sales_in_Billion DESC,"SELECT name FROM company WHERE Sales_in_Billion  >  200 ORDER BY Sales_in_Billion ,  Profits_in_Billion DESC",,D1
286,286,1132,Return the low and high estimates for all film markets.,"SELECT MIN(film_market_estimation.Low_Estimate), MIN(film_market_estimation.High_Estimate) FROM film_market_estimation","SELECT Low_Estimate ,  High_Estimate FROM film_market_estimation",L4,"BL1, L4, A2a"
287,287,1155,When did the first staff for the projects started working?,SELECT Project_Staff.date_from FROM Project_Staff ORDER BY Project_Staff.date_to ASC LIMIT 1,SELECT date_from FROM Project_Staff ORDER BY date_from ASC LIMIT 1,BK1,L5
288,288,1162,How many project members were leaders or started working before '1989-04-24 23:51:54'?,"SELECT COUNT(*) FROM Project_Staff WHERE Project_Staff.date_from < ""1989-04-24 23 : 51 : 54""",SELECT count(*) FROM Project_Staff WHERE role_code  =  'leader' OR date_from  <  '1989-04-24 23:51:54',F4,"A1b, F4"
289,289,1187,Find the name and age of all males in order of their age.,"SELECT Person.name, Person.age FROM Person WHERE Person.gender = ""VALUE"" ORDER BY Person.age",SELECT name FROM Person WHERE gender  =  'male' ORDER BY age,"BL2, D1","D1, F1, BL2"
290,290,1188,What is the name and age of every male? Order the results by age.,"SELECT Person.name, Person.age FROM Person WHERE Person.gender = ""male"" ORDER BY Person.age",SELECT name FROM Person WHERE gender  =  'male' ORDER BY age,BL2,"D1a, BL2"
291,291,1200,What are the names of all friends who are from New York?,"SELECT PersonFriend.name FROM Person JOIN PersonFriend ON Person.name = PersonFriend.friend WHERE Person.city = ""New York""",SELECT T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T1.city  =  'new york city',D1c,"D1c, BL2"
292,292,1211,Find the types and details for all premises and order by the premise type.,"SELECT Premises.premises_type, Premises.premise_details FROM Premises WHERE Premises.premises_type = ""premise""","SELECT premises_type ,  premise_details FROM premises ORDER BY premises_type","F3, KA1b",CL1
293,293,1230,Find the first names of faculties of rank Professor in alphabetic order.,"SELECT Faculty.Fname FROM Faculty WHERE Faculty.Rank = ""VALUE"" ORDER BY Faculty.Fname","SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname",D1,CL1
294,294,1233,Give the names of the courses with at least five enrollments.,SELECT Course.CName FROM Course JOIN Enrolled_in ON Course.CID = Enrolled_in.CID GROUP BY Course.CID HAVING COUNT(*) >= 4,SELECT T1.CName FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID  =  T2.CID GROUP BY T2.CID HAVING COUNT(*)  >=  5,D1,"D1, E1, A2a"
295,295,1252,Please list the location and the winning aircraft name.,"SELECT match.Location, match.Winning_Aircraft FROM match JOIN aircraft ON match.Winning_Aircraft = aircraft.Aircraft_ID","SELECT T2.Location ,  T1.Aircraft FROM aircraft AS T1 JOIN MATCH AS T2 ON T1.Aircraft_ID  =  T2.Winning_Aircraft",BL1,"CE2, BN1, BL3"
296,296,1256,List the names of aircrafts and that won matches at least twice.,"SELECT aircraft.Aircraft, match.Winning_Aircraft FROM aircraft JOIN match ON aircraft.Aircraft_ID = match.Winning_Aircraft GROUP BY match.Winning_Aircraft HAVING COUNT(*) >= 2",SELECT T1.Aircraft FROM aircraft AS T1 JOIN MATCH AS T2 ON T1.Aircraft_ID  =  T2.Winning_Aircraft GROUP BY T2.Winning_Aircraft HAVING COUNT(*)  >=  2,BL2,"D1, BL2"
297,297,1264,Find the players whose names contain letter 'a'.,"SELECT Player.pName FROM Player WHERE Player.pName LIKE ""% a %""",SELECT DISTINCT pName FROM Player WHERE pName LIKE '%a%',"A1b, D1c","A1b, D1a"
298,298,1265,Who are the players that have names containing the letter a?,"SELECT Player.pName FROM Player WHERE Player.pName LIKE ""% a %""",SELECT DISTINCT pName FROM Player WHERE pName LIKE '%a%',"A1b, D1c","A1b, BL2"
299,299,1272,What is minimum hours of the students playing in different position?,"SELECT MIN(Player.HS), Tryout.pPos FROM Tryout JOIN Player ON Player.pID = Tryout.cName GROUP BY Tryout.pPos","SELECT min(T2.HS) ,   T1.pPos FROM tryout AS T1 JOIN player AS T2 ON T1.pID  =  T2.pID GROUP BY T1.pPos",BE5,"BL1, E1, BE5"
