,Unnamed: 0,sql,nl_query,GT_sql,tianyi,tianyi_code,zhengn,zhengn_code
79,133.0,SELECT building.name FROM building JOIN institution ON building.building_id = institution.building_id WHERE institution.founded = 2003 EXCEPT SELECT building.name FROM building JOIN institution ON building.building_id = institution.building_id WHERE institution.founded = 2003,Show the names of buildings except for those having an institution founded in 2003.,SELECT name FROM building EXCEPT SELECT T1.name FROM building AS T1 JOIN institution AS T2 ON T1.building_id  =  T2.building_id WHERE T2.founded  =  2003,tianyi,E1,zhengning,A1d
80,134.0,"SELECT car_makers.maker , model_list.model FROM car_makers JOIN model_list ON car_makers.id = model_list.maker",What are the makers and models?,"SELECT Maker ,  Model FROM MODEL_LIST;",tianyi,E1,zhengning,"CL1, E1"
81,135.0,SELECT cars_data.accelerate FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid WHERE car_names.make = 'amc hornet sportabout' AND car_names.make = 'sw',How much does the car accelerate that makes amc hornet sportabout (sw)?,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,tianyi,D1,zhengning,"D1, F3"
82,136.0,"SELECT student.major , AVG( student.age ) , MIN( student.age ) , MAX( student.age ) FROM student","What are the average, minimum, and max ages for each of the different majors?","SELECT major ,  avg(age) ,  min(age) ,  max(age) FROM Student GROUP BY major",tianyi,AN2,zhengning,AN2
83,137.0,SELECT COUNT( * ) FROM cars_data ORDER BY cars_data.horsepower DESC LIMIT 1,How many cars have a larger accelerate than the car with the largest horsepower?,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );,tianyi,F4,zhengning,F4
84,138.0,SELECT COUNT( * ) FROM project_staff WHERE project_staff.role_code = 'leaders' OR project_staff.date_from<'1989-04-24 23:51:54',How many project members were leaders or started working before '1989-04-24 23:51:54'?,SELECT count(*) FROM Project_Staff WHERE role_code  =  'leader' OR date_from  <  '1989-04-24 23:51:54',tianyi,D1b,zhengning,D1b
85,139.0,SELECT files.duration FROM files WHERE files.duration NOT IN (SELECT AVG( files.duration ) FROM files ORDER BY files.duration DESC LIMIT 4) GROUP BY files.duration,What is the count of the songs that last approximately 4 minutes?,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",tianyi,"D1, L4",zhengning,"F4, F2, BL1"
86,140.0,"SELECT university.school , university.location FROM university WHERE university.affiliation = 'public'",List all public schools and their locations.,"SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",tianyi,D1a,zhengning,D1a
87,141.0,SELECT COUNT( * ) FROM routes JOIN airports ON routes.dst_apid = airports.apid WHERE airports.country = 'Canadian',How many routes end in a Canadian airport?,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada',tianyi,"D1c, CL1",zhengning,"D1c, CL1"
88,142.0,SELECT hall_of_fame.inducted FROM hall_of_fame GROUP BY hall_of_fame.inducted ORDER BY COUNT( * ) ASC LIMIT 1,In which year did the least people enter hall of fame?,SELECT yearid FROM hall_of_fame GROUP BY yearid ORDER BY count(*) ASC LIMIT 1;,tianyi,"BL3, BN1",zhengning,"BN1, BL3"
89,143.0,SELECT SUM( sportsinfo.gamesplayed ) FROM sportsinfo WHERE sportsinfo.sportname = 'football' AND sportsinfo.onscholarship = 'y',How many games are played for all football games by students on scholarship?,"SELECT sum(gamesplayed) FROM Sportsinfo WHERE sportname  =  ""Football"" AND onscholarship  =  'Y'",tianyi,D1a,zhengning,D1a
90,144.0,SELECT DISTINCT customers.customer_details FROM policies JOIN customers ON policies.customer_id = customers.customer_id WHERE policies.policy_type_code = 'deputy',Find the names of the customers who have an deputy policy.,"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.policy_type_code  =  ""Deputy""",tianyi,D1a,zhengning,D1a
91,145.0,SELECT SUM( home_game.games ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 1990 and 2000,How many home games did the team Boston Red Stockings play from 1990 to 2000 in total?,SELECT sum(T1.games) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 1990 AND 2000;,tianyi,BF4,zhengning,BF4
92,146.0,SELECT COUNT( * ) FROM student JOIN lives_in ON student.stuid = lives_in.stuid JOIN dorm ON dorm.dormid = lives_in.dormid WHERE dorm.gender = 'm',Find the total number of students living in the male dorm (with gender M).,SELECT count(*) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.gender  =  'M',tianyi,D1a,zhengning,D1a
93,147.0,SELECT hall_of_fame.ballots FROM hall_of_fame GROUP BY hall_of_fame.ballots ORDER BY COUNT( * ) ASC LIMIT 1,Find the year in which the least people enter hall of fame.,SELECT yearid FROM hall_of_fame GROUP BY yearid ORDER BY count(*) ASC LIMIT 1;,tianyi,"BL1, BN1",zhengning,"BN1, BL1"
94,148.0,SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'goalie' INTERSECT SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'mid',How many schools have students playing in goalie and mid-field positions?,SELECT COUNT(*) FROM (SELECT cName FROM  tryout WHERE pPos  =  'goalie' INTERSECT SELECT cName FROM  tryout WHERE pPos  =  'mid'),tianyi,"L5, BL3",zhengning,"D1c, L5"
95,149.0,SELECT COUNT( * ) FROM student WHERE student.sex = 'f' AND student.age<25,How many female students (sex is F) whose age is below 25?,SELECT count(*) FROM student WHERE sex  =  'F' AND age  <  25,tianyi,D1a,zhengning,D1a
96,150.0,SELECT COUNT( * ) FROM dorm JOIN has_amenity ON dorm.dormid = has_amenity.dormid,How many dorms have amenities?,SELECT count(DISTINCT dormid) FROM has_amenity,tianyi,"CL1, A1b, E1",zhengning,"E1, CM6"
97,151.0,"SELECT singer.name , singer.country , singer.age FROM singer ORDER BY singer.age ASC","Show name, country, age for all singers ordered by age from the oldest to the youngest.","SELECT name ,  country ,  age FROM singer ORDER BY age DESC",tianyi,K2,zhengning,K2
98,152.0,"SELECT party.lieutenant_governor , party.comptroller FROM party WHERE party.party = 'democratic'",Who are the lieutenant governor and comptroller from the democratic party?,"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""",tianyi,D1a,zhengning,D1a
99,153.0,SELECT song.f_id FROM files WHERE files.formats = 'mp4' OR song.resolution > 720,What are the ids of songs that are available in either mp4 format or have resolution above 720?,"SELECT f_id FROM files WHERE formats  =  ""mp4"" UNION SELECT f_id FROM song WHERE resolution  >  720",tianyi,"A1e, F2, BL3",zhengning,A1e
100,154.0,"SELECT COUNT( * ) , tv_channel.content FROM tv_channel JOIN tv_series ON tv_channel.id = tv_series.channel GROUP BY tv_channel.content",How many different series and contents are listed in the TV Channel table?,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",tianyi,"E1, L5, F3",zhengning,"BL1, E1"
101,155.0,SELECT customers.last_name FROM customers UNION SELECT staff.last_name FROM staff,What are the last names that are used by customers and staff?,SELECT last_name FROM Customers INTERSECT SELECT last_name FROM Staff,tianyi,A1g,zhengning,A1g
102,156.0,SELECT services.service_name FROM services WHERE services.service_id NOT IN (SELECT forms.service_id FROM forms),What are the names of the services that have never been used?,SELECT service_name FROM services EXCEPT SELECT t1.service_name FROM services AS t1 JOIN party_services AS t2 ON t1.service_id  =  t2.service_id,tianyi,"I2, E1, A1d",zhengning,A1d
103,157.0,SELECT COUNT( * ) FROM stadium JOIN concert ON stadium.stadium_id = concert.stadium_id ORDER BY stadium.capacity DESC LIMIT 1,Find the number of concerts happened in the stadium with the highest capacity .,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),tianyi,BL1,zhengning,CM6
104,158.0,"SELECT COUNT( * ) , grants.grant_id FROM documents JOIN grants ON documents.grant_id = grants.grant_id GROUP BY grants.grant_id HAVING COUNT( * ) > 1",How many documents can one grant have at most? List the grant id and number.,"SELECT grant_id ,  count(*) FROM Documents GROUP BY grant_id ORDER BY count(*) DESC LIMIT 1",tianyi,"E1, KA1b",zhengning,"E1, KA1b"
105,159.0,"SELECT hall_of_fame.ballots , COUNT( * ) FROM hall_of_fame GROUP BY hall_of_fame.ballots",How many players enter hall of fame each year?,"SELECT yearid ,  count(*) FROM hall_of_fame GROUP BY yearid;",tianyi,"BL1, BN1",zhengning,"BN1, BL1"
106,160.0,"SELECT student.fname , student.lname FROM student JOIN member_of_club ON student.stuid = member_of_club.stuid JOIN club ON club.clubid = member_of_club.clubid WHERE club.clubname = 'Bootup Baltimore' AND student.sex = 'f'","Find all the female members of club ""Bootup Baltimore"". Show the first name and last name.","SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.sex  =  ""F""",tianyi,D1a,zhengning,D1a
107,161.0,"SELECT SUM( checking.balance ) , accounts.name FROM accounts JOIN savings ON accounts.custid = savings.custid WHERE savings.balance<savings.balance GROUP BY accounts.name","What are the names of customers who have a savings balance lower than their checking balance, and what is the total of their checking and savings balances?","SELECT T1.name ,  T3.balance + T2.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T3.balance  <  T2.balance",tianyi,"CE2, CF5, BL3",zhengning,"CE2, L4"
108,162.0,SELECT course.cname FROM course WHERE course.credits = '4' UNION SELECT course.cname FROM course WHERE course.credits = 3 AND course.hours = '4',Find the names of courses that have either 3 credits or 1 credit but 4 hours.,SELECT CName FROM COURSE WHERE Credits  =  3 UNION SELECT CName FROM COURSE WHERE Credits  =  1 AND Hours  =  4,tianyi,D1,zhengning,D1
109,163.0,SELECT documents.document_id FROM documents WHERE documents.document_status_code = 'done' AND documents.document_type_code = 'paper',List the document ids for any documents with the status code done and the type code paper.,"SELECT document_id FROM Documents WHERE document_status_code = ""done"" AND document_type_code = ""Paper"";",tianyi,D1a,zhengning,D1a
110,164.0,SELECT DISTINCT head.age FROM head JOIN management ON head.head_id = management.head_id WHERE management.temporary_acting = 'yes',What are the distinct ages of the heads who are acting?,SELECT DISTINCT T1.age FROM management AS T2 JOIN head AS T1 ON T1.head_id  =  T2.head_id WHERE T2.temporary_acting  =  'Yes',tianyi,D1a,zhengning,D1a
111,165.0,"SELECT MAX( gradeconversion.gradepoint ) , MIN( gradeconversion.gradepoint ) FROM student WHERE student.city_code = 'NYC'",Give the maximum and minimum gradepoints for students living in NYC?,"SELECT max(T2.gradepoint) ,  min(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.city_code  =  ""NYC""",tianyi,CE2,zhengning,CE2
112,166.0,SELECT tv_channel.series_name FROM tv_channel JOIN cartoon ON tv_channel.id = cartoon.channel WHERE cartoon.title = 'The Rise of the Blue Beetle',"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",tianyi,D1c,zhengning,D1c
113,167.0,SELECT player.position FROM player WHERE player.points > 20 20 INTERSECT SELECT player.position FROM player WHERE player.points<10,What are the positions of both players that have more than 20 20 points and less than 10 points?,SELECT POSITION FROM player WHERE Points  >  20 INTERSECT SELECT POSITION FROM player WHERE Points  <  10,tianyi,D1,zhengning,D1
114,168.0,SELECT film.studio FROM film EXCEPT SELECT film.studio FROM film WHERE film.director != 'Walter Hill',"Show the studios that have not produced films with director ""Walter Hill"".","SELECT Studio FROM film EXCEPT SELECT Studio FROM film WHERE Director  =  ""Walter Hill""",tianyi,F1,zhengning,A1a
115,169.0,SELECT COUNT( * ) FROM team_franchise WHERE team_franchise.active = 'y',"Find the number of team franchises that are active (have 'Y' as ""active"" information).",SELECT count(*) FROM team_franchise WHERE active = 'Y';,tianyi,D1a,zhengning,D1a
116,170.0,SELECT cars_data.year FROM cars_data WHERE cars_data.weight BETWEEN 3000 and 4000,In which years cars were produced weighing no less than 3000 and no more than 4000 ?,select distinct year from cars_data where weight between 3000 and 4000;,tianyi,A1b,zhengning,A1b
117,171.0,"SELECT DISTINCT artist.artist_name , artist.gender FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.releasedate = 'March'",List the name and gender for all artists who released songs in March.,"SELECT T1.artist_name ,  T1.gender FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.releasedate LIKE ""%Mar%""",tianyi,"A2a, D1",zhengning,"A2a, D1c"
118,172.0,"SELECT genre.g_name , genre.rating , MIN( genre.rating ) FROM files JOIN song ON files.f_id = song.f_id GROUP BY genre.g_name",What are the shortest duration and lowest rating of songs grouped by genre and ordered by genre?,"SELECT min(T1.duration) ,  min(T2.rating) ,  T2.genre_is FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id GROUP BY T2.genre_is ORDER BY T2.genre_is",tianyi,"BL3, BN1, KA1b",zhengning,"BL1, BN1, KA1b"
119,173.0,SELECT MIN( cars_data.weight ) FROM cars_data WHERE cars_data.cylinders = 1974 AND cars_data.cylinders = 8,What is the minimum weight of the car with 8 cylinders produced in 1974 ?,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,tianyi,BF4,zhengning,BF4
120,174.0,SELECT song.artist_name FROM song WHERE song.languages = 'English' EXCEPT SELECT song.artist_name FROM song WHERE song.languages = 'English' AND song.rating > '8',What are the names of the different artists that have produced a song in English but have never receieved a rating higher than 8?,"SELECT DISTINCT artist_name FROM song WHERE languages  =  ""english"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  8",tianyi,"D1a, F3, A1b",zhengning,"A1b, D1a, F3"
121,175.0,SELECT perpetrator.country FROM perpetrator GROUP BY perpetrator.country ORDER BY COUNT( * ) DESC LIMIT 1,What is the country that has the most perpetrators?,"SELECT Country ,  COUNT(*) FROM perpetrator GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1",tianyi,L5,zhengning,L5
122,176.0,SELECT DISTINCT customer.cust_name FROM customer JOIN loan ON customer.cust_id = loan.cust_id ORDER BY loan.amount ASC,"What are the names of the different customers who have taken out a loan, ordered by the total amount that they have taken?",SELECT T1.cust_name FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id GROUP BY T1.cust_name ORDER BY sum(T2.amount),tianyi,"L5, AN2, A2a",zhengning,"A2a, AN2"
123,177.0,"SELECT documents.document_name , documents.document_date FROM projects JOIN documents ON projects.project_id = documents.project_id WHERE projects.project_details = 'Graph Database'",What are the names and dates for documents corresponding to project that has the details 'Graph Database project'?,"SELECT document_name ,  document_date FROM Documents AS T1 JOIN projects AS T2 ON T1.project_id  =  T2.project_id WHERE T2.project_details  =  'Graph Database project'",tianyi,D1,zhengning,D1
124,178.0,"SELECT college.cname , college.enr FROM college WHERE college.enr > 10000 AND college.enr > 10000",What are the names and enrollment numbers for colleges that have more than 10000 enrolled and are located in Louisiana?,"SELECT cName ,  enr FROM College WHERE enr  >  10000 AND state = ""LA""",tianyi,"D1, BF4",zhengning,F4
125,179.0,SELECT faculty.lname FROM faculty JOIN member_of ON faculty.facid = member_of.facid JOIN department ON member_of.dno = department.dno WHERE department.dname = 'computer science',Find the last names of faculties who are members of computer science department.,"SELECT T2.Lname FROM DEPARTMENT AS T1 JOIN FACULTY AS T2 ON T1.DNO  =  T3.DNO JOIN MEMBER_OF AS T3 ON T2.FacID  =  T3.FacID WHERE T1.DName  =  ""Computer Science""",tianyi,D1a,zhengning,D1a
126,180.0,"SELECT artist.name , album.artistid FROM album JOIN artist ON album.artistid = artist.artistid HAVING COUNT( * ) >= 3 EXCEPT SELECT artist.name , album.artistid FROM album JOIN artist ON album.artistid = artist.artistid HAVING COUNT( * ) >= 3","What are the names and ids of artists with 3 or more albums, listed in alphabetical order?","SELECT T2.Name ,  T1.ArtistId FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistID GROUP BY T1.ArtistId HAVING COUNT(*)  >=  3 ORDER BY T2.Name",tianyi,"KA1b, AN2",zhengning,AN2
127,181.0,SELECT COUNT( * ) FROM person WHERE person.age > (SELECT MAX( person.age ) FROM person WHERE person.job = 'engineers'),Find the number of people whose age is greater than all engineers.,SELECT count(*) FROM Person WHERE age  >  (SELECT max(age) FROM person WHERE job  =  'engineer'),tianyi,D1b,zhengning,D1b
128,182.0,SELECT physician.name FROM physician JOIN prescribes ON physician.employeeid = prescribes.physician WHERE medication.name = 'Thesisin',List the names of all the physicians who prescribe Thesisin as medication.,"SELECT DISTINCT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.name  =  ""Thesisin""",tianyi,"A1b, CE2",zhengning,CE2
129,183.0,SELECT AVG( track.unitprice ) FROM genre JOIN track ON genre.genreid = track.genreid WHERE genre.name = 'rock',What is the average unit price of rock tracks?,"SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",tianyi,D1a,zhengning,D1a
130,184.0,SELECT program.name FROM program JOIN broadcast ON program.program_id = broadcast.program_id WHERE broadcast.time_of_day = 'morning',Find the names of programs that are never broadcasted in the morning.,"SELECT name FROM program EXCEPT SELECT t1.name FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id  =  t2.program_id WHERE t2.Time_of_day  =  ""Morning""",tianyi,"D1a, A1d",zhengning,"A1d, D1a"
131,185.0,SELECT artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = 'female' AND song.languages = 'Bangla',What countries are the female artists who sung in the language Bangla from?,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla""",tianyi,D1a,zhengning,D1a
132,186.0,SELECT COUNT( DISTINCT airports.name ) FROM airlines JOIN routes ON airlines.alid = routes.alid JOIN airports ON routes.dst_apid = airports.apid WHERE airlines.name = 'American Airlines',What is the number of different different airports that are destinations for American Airlines?,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',tianyi,"BL1, E1",zhengning,"BL1, E1"
133,187.0,SELECT orders.date_order_placed FROM orders JOIN shipments ON orders.order_id = shipments.order_id WHERE shipments.shipment_tracking_number = 3,On which day was the order placed whose shipment tracking number is 3452?,SELECT T1.date_order_placed FROM orders AS T1 JOIN shipments AS T2 ON T1.order_id = T2.order_id WHERE T2.shipment_tracking_number = 3452,tianyi,D1,zhengning,D1
134,188.0,"SELECT player.name_first , player.name_first FROM player WHERE player.death_country = 'null'",Find all the players' first name and last name who have empty death record.,"SELECT name_first ,  name_last FROM player WHERE death_year = '';",tianyi,"D1, BL2, BF4",zhengning,"D1c, BL2, BL3"
135,189.0,SELECT COUNT( * ) FROM person WHERE person.gender = 'females',How many females are in the network?,SELECT count(*) FROM Person WHERE gender  =  'female',tianyi,D1b,zhengning,D1b
136,190.0,SELECT order_items.order_id FROM order_items WHERE order_items.product_id = 11,Find the ids of all the order items whose product id is 11.,SELECT order_item_id FROM order_items WHERE product_id = 11,tianyi,BL1,zhengning,BL1
137,191.0,SELECT tv_channel.series_name FROM tv_channel JOIN cartoon ON tv_channel.id = cartoon.channel WHERE cartoon.title = 'The Rise of the Blue Beetle',"What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";",tianyi,D1c,zhengning,D1c
138,192.0,SELECT COUNT( * ) FROM salary JOIN team ON salary.league_id = team.div_id WHERE team.name = 'Boston Red Stockings' AND salary.salary = 2000,How many players did Boston Red Stockings have in 2000?,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,tianyi,"BE5, BF4",zhengning,BF4
139,193.0,"SELECT checking.balance , savings.balance FROM accounts JOIN checking ON accounts.custid = checking.custid WHERE accounts.name = 'Brown'",What are the checking and savings balances in accounts belonging to Brown?,"SELECT T2.balance ,  T3.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T1.name  =  'Brown'",tianyi,CE2,zhengning,CE2
140,194.0,SELECT customers.state FROM customers GROUP BY customers.state ORDER BY COUNT( * ) DESC LIMIT 1,Which state has the most customers?,SELECT state FROM customers GROUP BY state ORDER BY count(*) LIMIT 1,tianyi,K2,zhengning,K2
141,195.0,"SELECT player.birth_city , COUNT( * ) FROM player GROUP BY player.bats",What are the three countries that the least players are from?,SELECT birth_country FROM player GROUP BY birth_country ORDER BY count(*) ASC LIMIT 3;,tianyi,"BL2, KA1b, BN1",zhengning,"L4, BL3, BN1"
142,196.0,SELECT COUNT( * ) FROM college WHERE college.state = 'NY',Show me the number of parks the state of NY has.,SELECT count(*) FROM park WHERE state  =  'NY';,tianyi,CM6,zhengning,"L4, CM6"
143,197.0,SELECT song.song_name FROM song WHERE song.languages = 'English',What are the names of all songs in English?,"SELECT song_name FROM song WHERE languages  =  ""english""",tianyi,D1a,zhengning,D1a
144,198.0,SELECT college.country FROM college WHERE college.city = 'Yale University',Find the average height of the players who belong to the college called 'Yale University'.,SELECT avg(T1.height) FROM player AS T1 JOIN player_college AS T2 ON T1.player_id  =  T2.player_id JOIN college AS T3 ON T3.college_id  =  T2.college_id WHERE T3.name_full  =  'Yale University';,tianyi,"BL1, CE2, BF4",zhengning,"L5, CE2"
145,199.0,SELECT COUNT( * ) FROM project_staff WHERE project_staff.role_code = 'leaders' OR project_staff.date_from<'1989-04-24 23:51:54',How many project staff worked as leaders or started working before '1989-04-24 23:51:54'?,SELECT count(*) FROM Project_Staff WHERE role_code  =  'leader' OR date_from  <  '1989-04-24 23:51:54',tianyi,D1b,zhengning,D1b
146,200.0,SELECT channel.name FROM channel JOIN broadcast ON channel.channel_id = broadcast.channel_id WHERE broadcast.time_of_day = 'morning',Which channels are broadcast in the morning? Give me the channel names.,SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning',tianyi,D1a,zhengning,D1a
147,201.0,"SELECT COUNT( * ) FROM artist WHERE artist.country NOT IN (SELECT * FROM artist, artist WHERE artist.country = 'Bangladeshi artists')",How many Bangladeshi artists are listed?,"SELECT count(*) FROM artist WHERE country  =  ""Bangladesh""",tianyi,I2,zhengning,"A1a, D1"
148,202.0,"SELECT player.bats , player.bats FROM player JOIN all_star ON player.player_id = all_star.player_id WHERE all_star.year = 1998",What are first and last names of players participating in all star game in 1998?,"SELECT name_first ,  name_last FROM player AS T1 JOIN all_star AS T2 ON T1.player_id  =  T2.player_id WHERE YEAR  =  1998",tianyi,BL1,zhengning,BL1
149,203.0,SELECT company.name FROM company WHERE company.industry = 'banking' OR company.industry = 'retailing',Show the names of companies in the banking or retailing industry?,"SELECT Name FROM company WHERE Industry  =  ""Banking"" OR Industry  =  ""Retailing""",tianyi,D1a,zhengning,D1a
150,204.0,SELECT person.name FROM person WHERE person.name NOT IN (SELECT personfriend.name FROM personfriend WHERE personfriend.friend = 'student'),Find the name of the person who has no student friends.,SELECT name FROM person EXCEPT SELECT T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T1.job  =  'student',tianyi,"CF5, BF4, I2",zhengning,A1d
151,205.0,SELECT personfriend.name FROM person JOIN personfriend ON person.name = personfriend.friend WHERE person.city = 'New York',What are the names of all friends who are from New York?,SELECT T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T1.city  =  'new york city',tianyi,D1c,zhengning,D1c
152,206.0,SELECT COUNT( * ) FROM college WHERE college.state = 'NY',How many parks are there in the state of NY?,SELECT count(*) FROM park WHERE state  =  'NY';,tianyi,"CM6, CF5",zhengning,CL1
153,207.0,SELECT tv_channel.id FROM tv_channel JOIN tv_series ON tv_channel.id = tv_series.channel GROUP BY tv_channel.id HAVING COUNT( * ) > 2,What are the ids of all tv channels that have more than 2 TV channels?,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,tianyi,"E1, BN1",zhengning,"BN1, E1"
154,208.0,SELECT COUNT( * ) FROM car_makers JOIN countries ON car_makers.country = countries.countryid JOIN car_makers ON car_makers.country = countries.countryid JOIN model_list ON car_makers.id = model_list.maker JOIN countries ON countries.countryid = countries.continent WHERE countries.countryname = 'France' AND countries.countryname = 'France',What is the number of makers of care in France?,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,tianyi,"D1a, E1, F3",zhengning,"E1, D1a"
155,209.0,"SELECT AVG( people.height ) , AVG( people.weight ) FROM people WHERE people.sex = 'm'",What are the average height and weight across males (sex is M)?,"SELECT avg(height) ,  avg(weight) FROM people WHERE sex  =  'M'",tianyi,D1a,zhengning,D1a
156,210.0,SELECT catalog_contents.catalog_entry_name FROM catalog_contents WHERE catalog_contents.product_stock_number LIKE '%2%',"Which catalog contents have a product stock number that starts from ""2""? Show the catalog entry names.","SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%""",tianyi,D1,zhengning,D1c
157,211.0,SELECT station.location FROM station WHERE station.number_of_platforms >= 15 AND station.total_passengers > 25,Show all locations that have train stations with at least 15 platforms and train stations with more than 25 total passengers.,SELECT DISTINCT LOCATION FROM station WHERE number_of_platforms  >=  15 AND total_passengers  >  25,tianyi,A1b,zhengning,A1b
158,212.0,SELECT COUNT( * ) FROM project_outcomes WHERE project_outcomes.outcome_code = 'patents',How many patents outcomes were listed for all the projects?,SELECT count(*) FROM Project_outcomes WHERE outcome_code  =  'Patent',tianyi,"D1a, D1b",zhengning,"D1a, D1b"
159,213.0,SELECT COUNT( * ) FROM college WHERE college.city = 'Atlanta',How many parks are there in Atlanta city?,SELECT count(*) FROM park WHERE city = 'Atlanta';,tianyi,"CF5, CM6",zhengning,CL1
160,214.0,SELECT COUNT( * ) FROM park WHERE college.city = 'Atlanta',How many parks does Atlanta city have?,SELECT count(*) FROM park WHERE city = 'Atlanta';,tianyi,CF5,zhengning,CF5
161,215.0,SELECT staff.date_joined_staff FROM staff WHERE staff.nickname = 'Janessa Sawayn',When did the staff member named Janessa Sawayn join the company?,"SELECT date_joined_staff FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",tianyi,BF4,zhengning,"F2, D1"
162,216.0,SELECT documents_with_expenses.document_id FROM documents_with_expenses INTERSECT SELECT documents.document_id FROM documents WHERE documents.document_type_code = 'CV',What are the ids of documents with the type code CV that do not have expenses.,"SELECT document_id FROM Documents WHERE document_type_code  =  ""CV"" EXCEPT SELECT document_id FROM Documents_with_expenses",tianyi,"CL1, A1d",zhengning,A1d
