SQL,hyp_correct,NL_query,index,GT,DB,tables
"select count ( * ) from MediaType as T1 join Track as T2 on T1.MediaTypeId = T2.MediaTypeId where T1.Name = ""AAC audio file media""",False,How many tracks are in the AAC audio file media type?,692,"SELECT COUNT(*) FROM MEDIATYPE AS T1 JOIN TRACK AS T2 ON T1.MediaTypeId  =  T2.MediaTypeId WHERE T1.Name  =  ""AAC audio file""",chinook_1,"['track', 'mediatype']"
"select T1.FirstName , T1.EmployeeId from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId group by T2.FirstName having count ( * ) >= 10",False,Please show the employee first names and ids of employees who serve at least 10 customers.,694,"SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10",chinook_1,"['employee', 'customer']"
"select T1.FirstName , T2.FirstName , T3.CustomerId from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId join Invoice as T3 on T2.CustomerId = T3.CustomerId group by T1.EmployeeId having count ( T2.CustomerId ) >= 10",False,What are the first names and support rep ids for employees serving 10 or more customers?,695,"SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10",chinook_1,"['employee', 'customer', 'invoice']"
select T1.LastName from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId where T2.LastName < 20 group by T1.LastName having count ( * ) >= 1,False,Please show the employee last names that serves no more than 20 customers.,696,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,chinook_1,"['employee', 'customer']"
select T1.LastName from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId where T2.LastName <= 20,False,What are the last names of employees who serve at most 20 customers?,697,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,chinook_1,"['employee', 'customer']"
"select avg ( T3.UnitPrice ) from Genre as T1 join Track as T2 on T1.GenreId = T2.GenreId join InvoiceLine as T3 on T2.TrackId = T3.TrackId where T1.Name = ""rock""",False,What is the average unit price of rock tracks?,698,"SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",chinook_1,"['track', 'genre', 'invoiceline']"
"select name , Trade_Name from medicine where FDA_approved = """"",False,What are the names and trade names of the medcines that are FDA approved?,705,"SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",medicine_enzyme_interaction,['medicine']
select T2.name from medicine_enzyme_interaction as T1 join medicine as T2 on T1.medicine_id = T2.id group by T1.medicine_id having count ( * ) > 1,False,"For every medicine id, what are the names of the medicines that can interact with more than one enzyme?",707,"SELECT T1.id ,  T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2",medicine_enzyme_interaction,"['medicine', 'medicine_enzyme_interaction']"
"select T3.id , T2.name from medicine_enzyme_interaction as T1 join medicine as T2 on T1.medicine_id = T2.id join enzyme as T3 on T1.enzyme_id = T3.id group by T1.medicine_id having count ( * ) >= 3",False,What is the id and trade name of the medicines can interact with at least 3 enzymes?,708,"SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",medicine_enzyme_interaction,"['enzyme', 'medicine', 'medicine_enzyme_interaction']"
"select T1.medicine_id , T2.name from medicine_enzyme_interaction as T1 join medicine as T2 on T1.medicine_id = T2.id group by T1.medicine_id having count ( * ) >= 3",False,What are the ids and trade names of the medicine that can interact with at least 3 enzymes?,709,"SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",medicine_enzyme_interaction,"['medicine', 'medicine_enzyme_interaction']"
"select T2.name , T2.Location , T2.Product from medicine_enzyme_interaction as T1 join enzyme as T2 on T1.enzyme_id = T2.id where T1.interaction_type = 'inhibitor'",False,"What are the distinct name, location and products of the enzymes which has any 'inhibitor' interaction?",710,"SELECT DISTINCT T1.name ,  T1.location ,  T1.product FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.enzyme_id  =  T1.id WHERE T2.interaction_type  =  'inhibitor'",medicine_enzyme_interaction,"['enzyme', 'medicine_enzyme_interaction']"
"select T2.name , T2.Location , T2.Product from medicine_enzyme_interaction as T1 join enzyme as T2 on T1.enzyme_id = T2.id where T1.interaction_type = ""inhibitor""",False,"What are the different names, locations, and products of the enzymes that are capable inhibitor interactions?",711,"SELECT DISTINCT T1.name ,  T1.location ,  T1.product FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.enzyme_id  =  T1.id WHERE T2.interaction_type  =  'inhibitor'",medicine_enzyme_interaction,"['enzyme', 'medicine_enzyme_interaction']"
"select name from enzyme where name like ""% ALA %""",False,"Which enzyme names have the substring ""ALA""?",712,"SELECT name FROM enzyme WHERE name LIKE ""%ALA%""",medicine_enzyme_interaction,['enzyme']
"select count ( * ) , Trade_Name from medicine group by name",False,How many medicines are offered by each trade name?,715,"SELECT trade_name ,  count(*) FROM medicine GROUP BY trade_name",medicine_enzyme_interaction,['medicine']
"select School , Location from university",False,List all public schools and their locations.,718,"SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",university_basketball,['university']
"select School , Location from university",False,What are the public schools and what are their locations?,719,"SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",university_basketball,['university']
select School from university order by Founded desc limit 1,False,When was the school with the largest enrollment founded?,720,SELECT founded FROM university ORDER BY enrollment DESC LIMIT 1,university_basketball,['university']
select ACC_Percent from basketball_match order by limit 1 ( ACC_Percent ) desc,False,What is the highest acc percent score in the competition?,722,SELECT acc_percent FROM basketball_match ORDER BY acc_percent DESC LIMIT 1,university_basketball,['basketball_match']
"select T1.Location , T2.Team_Name from university as T1 join basketball_match as T2 on T1.School_ID = T2.School_ID where T1.School = ""Clemson""",False,Find the location and all games score of the school that has Clemson as its team name.,724,"SELECT t2.All_Games ,  t1.location FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE team_name  =  'Clemson'",university_basketball,"['university', 'basketball_match']"
"select Location , School from university where Nickname = ""Clemson""",False,What are the all games score and location of the school called Clemson?,725,"SELECT t2.All_Games ,  t1.location FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE team_name  =  'Clemson'",university_basketball,"['university', 'basketball_match']"
"select Enrollment , Primary_conference from university order by limit 1 ( Primary_conference )",False,Show the enrollment and primary_conference of the oldest college.,726,"SELECT enrollment ,  primary_conference FROM university ORDER BY founded LIMIT 1",university_basketball,['university']
"select sum ( Enrollment ) , max ( Enrollment ) from university",False,What is the total and minimum enrollment of all schools?,728,"SELECT sum(enrollment) ,  min(enrollment) FROM university",university_basketball,['university']
"select sum ( Enrollment ) , max ( Enrollment ) from university",False,Return the total and minimum enrollments across all schools.,729,"SELECT sum(enrollment) ,  min(enrollment) FROM university",university_basketball,['university']
select School from university where Founded > 1850 or Founded < 1,False,Find the schools that were either founded after 1850 or public.,732,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',university_basketball,['university']
"select count ( * ) from university where Location like ""% ny %""",False,How many universities have a location that contains NY?,735,"SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%""",university_basketball,['university']
"select Affiliation , count ( Enrollment ) from university where Founded > 1850 group by Affiliation",False,Find the total number of students enrolled in the colleges that were founded after the year of 1850 for each affiliation type.,738,"SELECT sum(Enrollment) ,  affiliation FROM university WHERE founded  >  1850 GROUP BY affiliation",university_basketball,['university']
"select country_id , name from League",False,List all country and league names.,740,"SELECT T1.name ,  T2.name FROM Country AS T1 JOIN League AS T2 ON T1.id  =  T2.country_id",soccer_1,"['league', 'country']"
"select count ( * ) from sqlite_sequence as T1 join League as T2 where T1.seq = ""England""",False,How many leagues are there in England?,741,"SELECT count(*) FROM Country AS T1 JOIN League AS T2 ON T1.id  =  T2.country_id WHERE T1.name  =  ""England""",soccer_1,"['league', 'sqlite_sequence', 'country']"
"select max ( height ) , min ( height ) from Player",False,What is the maximum and minimum height of all players?,742,"SELECT max(weight) ,  min(weight) FROM Player",soccer_1,['player']
select T2.player_name from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T1.preferred_foot > 90 and T1.crossing > 1,False,List the names of all players who have a crossing score higher than 90 and prefer their right foot.,743,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.crossing  >  90 AND T2.preferred_foot  =  ""right""",soccer_1,"['player', 'player_attributes']"
select T2.player_name from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T1.overall_rating between 85 and 90,False,List the names of all left-footed players who have overall rating between 85 and 90.,744,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.preferred_foot  =  ""left"" AND T2.overall_rating  >=  85 AND T2.overall_rating  <=  90",soccer_1,"['player', 'player_attributes']"
"select avg ( T1.overall_rating ) from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T2.height = ""l"" and T2.weight = ""t""",False,What is the average rating for right-footed players and left-footed players?,745,"SELECT preferred_foot ,  avg(overall_rating) FROM Player_Attributes GROUP BY preferred_foot",soccer_1,"['player', 'player_attributes']"
select count ( * ) from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T1.overall_rating > 80 and T1.overall_rating > 'right footed',False,"Of all players with an overall rating greater than 80, how many are right-footed and left-footed?",746,"SELECT preferred_foot ,  count(*) FROM Player_Attributes WHERE overall_rating  >  80 GROUP BY preferred_foot",soccer_1,"['player', 'player_attributes']"
"select T2.Name , count ( * ) from debate_people as T1 join people as T2 on T1.Affirmative = T2.People_ID where T1.Affirmative = ""affirmative"" group by T1.Negative",False,Show the names of people and the number of times they have been on the affirmative side of debates.,757,"SELECT T2.Name ,  COUNT(*) FROM debate_people AS T1 JOIN people AS T2 ON T1.Affirmative  =  T2.People_ID GROUP BY T2.Name",debate,"['people', 'debate_people']"
select T2.Name from debate_people as T1 join people as T2 on T1.Affirmative = T2.People_ID group by T1.Affirmative having count ( * ) >= 2,False,Show the names of people who have been on the negative side of debates at least twice.,758,SELECT T2.Name FROM debate_people AS T1 JOIN people AS T2 ON T1.Negative  =  T2.People_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,debate,"['people', 'debate_people']"
"select T1.Policy_Type_Code from Policies as T1 join Claim_Headers as T2 on T1.Policy_ID = T2.Policy_ID where T2.Claim_Type_Code = ""Dayana Robel""",False,"Find all the policy type codes associated with the customer ""Dayana Robel""",759,"SELECT policy_type_code FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t2.customer_details  =  ""Dayana Robel""",insurance_and_eClaims,"['policies', 'customers', 'claim_headers']"
"select Policy_Type_Code from Policies where Customer_ID = ""Dayana Robel""",False,"What are the type codes of the policies used by the customer ""Dayana Robel""?",760,"SELECT policy_type_code FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t2.customer_details  =  ""Dayana Robel""",insurance_and_eClaims,"['policies', 'customers']"
"select sum ( Amount_Claimed ) , avg ( Amount_Piad ) from Claim_Headers",False,Find the total and average amount paid in claim headers.,761,"SELECT sum(amount_piad) ,  avg(amount_piad) FROM claim_headers",insurance_and_eClaims,['claim_headers']
"select sum ( Amount_Claimed ) , avg ( Amount_Piad ) from Claim_Headers",False,What are the total amount and average amount paid in claim headers?,762,"SELECT sum(amount_piad) ,  avg(amount_piad) FROM claim_headers",insurance_and_eClaims,['claim_headers']
"select Customer_Details from Customers where like ""% Diana %""",False,"Find the names of customers whose name contains ""Diana"".",763,"SELECT customer_details FROM customers WHERE customer_details LIKE ""%Diana%""",insurance_and_eClaims,['customers']
select Customer_ID from Policies where Policy_Type_Code = 'deputy',False,Find the names of the customers who have an deputy policy.,765,"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.policy_type_code  =  ""Deputy""",insurance_and_eClaims,"['policies', 'customers']"
"select T1.account_id , T1.account_name , T1.other_account_details from Accounts as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T2.customer_first_name = ""Meaghan""",False,"Show the id, the account name, and other account details for all accounts by the customer with first name 'Meaghan'.",771,"SELECT T1.account_id ,  T1.date_account_opened ,  T1.account_name ,  T1.other_account_details FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.customer_first_name  =  'Meaghan'",customers_and_invoices,"['customers', 'accounts']"
"select T1.customer_id , T1.date_account_opened , T1.account_name , T1.other_account_details from Accounts as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T2.customer_first_name = ""Meaghan""",False,"What are the ids, names, dates of opening, and other details for accounts corresponding to the customer with the first name ""Meaghan""?",772,"SELECT T1.account_id ,  T1.date_account_opened ,  T1.account_name ,  T1.other_account_details FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.customer_first_name  =  'Meaghan'",customers_and_invoices,"['customers', 'accounts']"
"select customer_first_name , customer_last_name , phone_number from Customers",False,"Show the unique first names, last names, and phone numbers for all customers with any account.",775,"SELECT DISTINCT T1.customer_first_name ,  T1.customer_last_name ,  T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id  =  T2.customer_id",customers_and_invoices,"['customers', 'accounts']"
"select T2.customer_first_name , T2.customer_last_name , T2.phone_number from Accounts as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T1.customer_id = 1",False,"What are the distinct first names, last names, and phone numbers for customers with accounts?",776,"SELECT DISTINCT T1.customer_first_name ,  T1.customer_last_name ,  T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id  =  T2.customer_id",customers_and_invoices,"['customers', 'accounts']"
"select count ( * ) , account_id from Financial_Transactions group by transaction_id",False,How many transaction does each account have? Show the number and account id.,785,"SELECT count(*) ,  account_id FROM Financial_transactions",customers_and_invoices,['financial_transactions']
"select account_id , count ( * ) from Financial_Transactions group by account_id",False,Count the number of financial transactions that correspond to each account id.,786,"SELECT count(*) ,  account_id FROM Financial_transactions",customers_and_invoices,['financial_transactions']
"select avg ( transaction_amount ) , min ( transaction_amount ) , max ( transaction_amount ) from Financial_Transactions",False,"What is the average, minimum, maximum, and total transaction amount?",789,"SELECT avg(transaction_amount) ,  min(transaction_amount) ,  max(transaction_amount) ,   sum(transaction_amount) FROM Financial_transactions",customers_and_invoices,['financial_transactions']
"select avg ( T1.transaction_amount ) , min ( T6.product_quantity ) , max ( T1.transaction_amount ) from Financial_Transactions as T1 join Accounts as T2 on T1.account_id = T2.account_id join Customers as T3 on T2.customer_id = T3.customer_id join Orders as T4 on T3.customer_id = T4.customer_id join Order_Items as T5 on T4.order_id = T5.order_id join Invoice_Line_Items as T6 on T5.order_item_id = T6.order_item_id",False,"Return the average, minimum, maximum, and total transaction amounts.",790,"SELECT avg(transaction_amount) ,  min(transaction_amount) ,  max(transaction_amount) ,   sum(transaction_amount) FROM Financial_transactions",customers_and_invoices,"['orders', 'invoice_line_items', 'accounts', 'financial_transactions', 'customers', 'order_items']"
"select T1.account_name , T2.account_id , count ( * ) from Accounts as T1 join Financial_Transactions as T2 on T1.account_id = T2.account_id group by T1.account_name",False,"Return the names and ids of each account, as well as the number of transactions.",794,"SELECT T2.account_name ,  T1.account_id ,  count(*) FROM Financial_transactions AS T1 JOIN Accounts AS T2 ON T1.account_id  =  T2.account_id GROUP BY T1.account_id",customers_and_invoices,"['accounts', 'financial_transactions']"
"select T1.order_id , T2.order_details from Invoices as T1 join Orders as T2 on T1.order_id = T2.order_id group by T1.order_id having count ( * ) >= 2",False,Return the order ids and details for orderes with two or more invoices.,804,"SELECT T2.order_id ,  T2.order_details FROM Invoices AS T1 JOIN Orders AS T2 ON T1.order_id  =  T2.order_id GROUP BY T2.order_id HAVING count(*)  >  2",customers_and_invoices,"['invoices', 'orders']"
"select T2.product_id , count ( T1.product_id ) from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id",False,Show the product ids and the number of unique orders containing each product.,809,"SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id",customers_and_invoices,"['order_items', 'invoice_line_items']"
"select count ( T2.product_id ) , T1.product_id from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id",False,How many distinct order ids correspond to each product?,810,"SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id",customers_and_invoices,"['order_items', 'invoice_line_items']"
"select T2.order_id , count ( * ) from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T1.product_id",False,Show order ids and the number of products in each order.,811,"SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id",customers_and_invoices,"['order_items', 'invoice_line_items']"
"select count ( T2.product_id ) , T1.product_id from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id",False,How many different products correspond to each order id?,812,"SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id",customers_and_invoices,"['order_items', 'invoice_line_items']"
"select sum ( T1.balance ) from SAVINGS as T1 join ACCOUNTS as T2 on T1.custid = T2.custid where T2.name = ""Brown""",False,Find the total savings balance of all accounts except the account with name ‘Brown’.,815,SELECT sum(T2.balance) FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T1.name != 'Brown',small_bank_1,"['savings', 'accounts']"
"select count ( * ) , T1.custid from ACCOUNTS as T1 join CHECKING as T2 on T1.custid = T2.custid group by T2.custid",False,"What are the names of customers with accounts, and how many checking accounts do each of them have?",818,"SELECT count(*) ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",small_bank_1,"['checking', 'accounts']"
"select T1.name , sum ( T2.balance ) from ACCOUNTS as T1 join SAVINGS as T2 on T1.custid = T2.custid group by T1.custid",False,"What are the names of customers with accounts, and what are the total savings balances for each?",820,"SELECT sum(T2.balance) ,  T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",small_bank_1,"['savings', 'accounts']"
"select sum ( T1.balance ) , T2.balance from SAVINGS as T1 join CHECKING as T2 on T1.custid = T2.custid order by T1.balance",False,Find the total checking and saving balance of all accounts sorted by the total balance in ascending order.,821,SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,small_bank_1,"['checking', 'savings']"
"select sum () , T1.balance from SAVINGS as T1 join CHECKING as T2 on T1.custid = T2.custid order by T2.balance",False,"What is the sum of checking and savings balances for all customers, ordered by the total balance?",822,SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,small_bank_1,"['checking', 'savings']"
"select County , count ( * ) from School group by County",False,Show each county along with the number of schools and total enrollment in each county.,829,"SELECT county ,  count(*) ,  sum(enrollment) FROM school GROUP BY county",school_finance,['school']
"select count ( * ) from School as T1 join endowment as T2 on T1.School_id = T2.School_id where T1.School_name = ""Glenn""",False,"How many donors have endowment for school named ""Glenn""?",830,"SELECT count(DISTINCT T1.donator_name) FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  ""Glenn""",school_finance,"['endowment', 'school']"
select T1.School_name from School as T1 join endowment as T2 on T1.School_id = T2.School_id where T2.amount <= 10,False,List all the names of schools with an endowment amount smaller than or equal to 10.,831,SELECT T2.school_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id GROUP BY T1.school_id HAVING sum(T1.amount)  <=  10,school_finance,"['endowment', 'school']"
select count ( * ) from budget where Year >= 3000,False,How many budgets are above 3000 in year 2001 or before?,833,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,school_finance,['budget']
select count ( * ) from budget where Year < 2001 or Budgeted > 3000,False,Count the number of budgets in year 2001 or before whose budgeted amount is greater than 3000,834,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,school_finance,['budget']
"select T2.School_name , T1.Budgeted , T1.total_budget_percent_budgeted from budget as T1 join School as T2 on T1.School_id = T2.School_id where T1.Year >= 2002",False,"Show each school name, its budgeted amount, and invested amount in year 2002 or after.",835,"SELECT T2.school_name ,  T1.budgeted ,  T1.invested FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T1.year  >=  2002",school_finance,"['school', 'budget']"
"select sum ( T1.total_budget_percent_budgeted ) from budget as T1 join School as T2 on T1.School_id = T2.School_id where T2.School_name = ""Glenn""",False,"What is the total budget amount for school ""Glenn"" in all years?",836,SELECT sum(T1.budgeted) FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  'Glenn',school_finance,"['school', 'budget']"
"select Institution , Location from Institution where Type = 1990",False,"Show the names and locations of institutions that are founded after 1990 and have the type ""Private"".",841,"SELECT institution ,  LOCATION FROM institution WHERE founded  >  1990 AND TYPE  =  'Private'",protein_institute,['institution']
"select Type , count ( Enrollment ) from Institution group by Type",False,"Show institution types, along with the number of institutions and total enrollment for each type.",842,"SELECT TYPE ,  count(*) ,  sum(enrollment) FROM institution GROUP BY TYPE",protein_institute,['institution']
select Type from Institution where Founded > 1990 group by Institution having count ( Enrollment ) >= 1000,False,Show the institution type with an institution founded after 1990 and an institution with at least 1000 enrollment.,843,SELECT TYPE FROM institution WHERE founded  >  1990 AND enrollment  >=  1000,protein_institute,['institution']
select T2.coupon_id from Discount_Coupons as T1 join Customers as T2 on T1.coupon_id = T2.coupon_id where T2.good_or_bad_customer = 500 or T1.coupon_amount = 1,False,Are the customers holding coupons with amount 500 bad or good?,847,SELECT T1.good_or_bad_customer FROM customers AS T1 JOIN discount_coupons AS T2 ON T1.coupon_id  =  T2.coupon_id WHERE T2.coupon_amount  =  500,products_for_hire,"['discount_coupons', 'customers']"
"select first_name , last_name , gender_mf from Customers order by good_or_bad_customer",False,"What are the first name, last name, and gender of all the good customers? Order by their last name.",851,"SELECT first_name ,  last_name ,  gender_mf FROM customers WHERE good_or_bad_customer  =  'good' ORDER BY last_name",products_for_hire,['customers']
"select max ( booked_count ) , min ( booked_amount ) , avg ( booked_count ) from Products_Booked",False,"What are the maximum, minimum, and average booked count for the products booked?",852,"SELECT max(booked_count) ,  min(booked_count) ,  avg(booked_count) FROM products_booked",products_for_hire,['products_booked']
select payment_date from Payments where amount_paid > 300 or payment_type_code = Check,False,What are the payment date of the payment with amount paid higher than 300 or with payment type is 'Check',854,SELECT payment_date FROM payments WHERE amount_paid  >  300 OR payment_type_code  =  'Check',products_for_hire,['payments']
"select product_name , product_description from Products_for_Hire where daily_hire_cost < 'Cutlery' and product_type_code = 20",False,What are the names and descriptions of the products that are of 'Cutlery' type and have daily hire cost lower than 20?,855,"SELECT product_name ,  product_description FROM products_for_hire WHERE product_type_code  =  'Cutlery' AND daily_hire_cost  <  20",products_for_hire,['products_for_hire']
select Join_Year from pilot order by Rank desc limit 1,False,What is the joined year of the pilot of the highest rank?,858,SELECT Join_Year FROM pilot ORDER BY Rank ASC LIMIT 1,pilot_record,['pilot']
select T2.Pilot_name from pilot_record as T1 join pilot as T2 on T1.Pilot_ID = T2.Pilot_ID group by T1.Pilot_ID having count ( * ) > 1,False,Show names of pilots that have more than one record.,862,"SELECT T2.Pilot_name ,  COUNT(*) FROM pilot_record AS T1 JOIN pilot AS T2 ON T1.pilot_ID  =  T2.pilot_ID GROUP BY T2.Pilot_name HAVING COUNT(*)  >  1",pilot_record,"['pilot_record', 'pilot']"
"select role_code from Employees where employee_name = ""Koby""",False,What is the role of the employee named Koby?,863,"SELECT T1.role_description FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code WHERE T2.employee_name = ""Koby"";",cre_Doc_Control_Systems,"['employees', 'roles']"
"select T1.role_description , count () , T2.role_code from Roles as T1 join Employees as T2 on T1.role_code = T2.role_code group by T2.employee_id",False,"How many employees does each role have? List role description, id and number of employees.",865,"SELECT T1.role_description ,  T2.role_code ,  count(*) FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code GROUP BY T2.role_code;",cre_Doc_Control_Systems,"['employees', 'roles']"
"select role_description , count ( * ) from Roles group by role_description having count ( * ) > 1",False,List roles that have more than one employee. List the role description and number of employees.,866,"SELECT Roles.role_description , count(Employees.employee_id) FROM ROLES JOIN Employees ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING count(Employees.employee_id)  >  1;",cre_Doc_Control_Systems,"['employees', 'roles']"
select document_status_description from Ref_Document_Status where document_status_code = 1,False,What is the document status description of the document with id 1?,867,SELECT Ref_Document_Status.document_status_description FROM Ref_Document_Status JOIN Documents ON Documents.document_status_code = Ref_Document_Status.document_status_code WHERE Documents.document_id = 1;,cre_Doc_Control_Systems,"['ref_document_status', 'documents']"
"select document_id , document_status_code from Documents where document_type_code = ""paper""",False,List the document ids for any documents with the status code done and the type code paper.,868,"SELECT document_id FROM Documents WHERE document_status_code = ""done"" AND document_type_code = ""Paper"";",cre_Doc_Control_Systems,['documents']
select shipping_agent_name from Ref_Shipping_Agents where shipping_agent_code = 2,False,What is the name of the shipping agent of the document with id 2?,869,SELECT Ref_Shipping_Agents.shipping_agent_name FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Documents.document_id = 2;,cre_Doc_Control_Systems,"['ref_shipping_agents', 'documents']"
"select count ( * ) from Documents where shipping_agent_code = ""USPS""",False,How many documents were shipped by USPS?,870,"SELECT count(*) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Ref_Shipping_Agents.shipping_agent_name = ""USPS"";",cre_Doc_Control_Systems,"['ref_shipping_agents', 'documents']"
select mailed_to_address_id from Documents_Mailed where document_id = 4,False,What address was the document with id 4 mailed to?,871,SELECT Addresses.address_details FROM Addresses JOIN Documents_Mailed ON Documents_Mailed.mailed_to_address_id = Addresses.address_id WHERE document_id = 4;,cre_Doc_Control_Systems,"['documents_mailed', 'addresses']"
"select count ( * ) , T2.employee_id from Employees as T1 join Circulation_History as T2 on T1.employee_id = T2.employee_id group by T2.employee_id , count () >= 1",False,"For each document, list the number of employees who have showed up in the circulation history of that document. List the document ids and number of employees.",874,"SELECT document_id ,  count(DISTINCT employee_id) FROM Circulation_History GROUP BY document_id;",cre_Doc_Control_Systems,"['employees', 'circulation_history']"
