SQL,hyp_correct,NL_query,index,GT,DB,tables
SELECT School.School_name FROM School JOIN endowment ON School.School_id = endowment.School_id WHERE endowment.amount <= 10,False,List all the names of schools with an endowment amount smaller than or equal to 10.,831,SELECT T2.school_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id GROUP BY T1.school_id HAVING sum(T1.amount)  <=  10,school_finance,"['school', 'endowment']"
SELECT SUM(budget.Budgeted) FROM budget WHERE budget.Year > 3000 OR budget.Year < 2001,False,How many budgets are above 3000 in year 2001 or before?,833,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,school_finance,['budget']
SELECT SUM(budget.Budgeted) FROM budget WHERE budget.Year < 3000 OR budget.Budgeted < 3000,False,Count the number of budgets in year 2001 or before whose budgeted amount is greater than 3000,834,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,school_finance,['budget']
"SELECT SUM(budget.total_budget_percent_invested) FROM budget JOIN School ON budget.School_id = School.School_id WHERE School.School_name = ""Glenn""",False,"What is the total budget amount for school ""Glenn"" in all years?",836,SELECT sum(T1.budgeted) FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  'Glenn',school_finance,"['school', 'budget']"
"SELECT Institution.Institution, Institution.Location FROM Institution WHERE Institution.Type = ""Private"" AND Institution.Location > 1990",False,"Show the names and locations of institutions that are founded after 1990 and have the type ""Private"".",841,"SELECT institution ,  LOCATION FROM institution WHERE founded  >  1990 AND TYPE  =  'Private'",protein_institute,['institution']
"SELECT Institution.Type, COUNT(DISTINCT Institution.Enrollment), SUM(Institution.Enrollment) FROM Institution GROUP BY Institution.Type",False,"Show institution types, along with the number of institutions and total enrollment for each type.",842,"SELECT TYPE ,  count(*) ,  sum(enrollment) FROM institution GROUP BY TYPE",protein_institute,['institution']
"SELECT DISTINCT protein.protein_name, Institution.Institution FROM protein JOIN Institution ON protein.Institution_id = Institution.Institution_id JOIN Institution ON protein.Institution_id = Institution.Institution_id",False,Show the protein name and the institution name.,846,"SELECT T2.protein_name ,  T1.institution FROM institution AS T1 JOIN protein AS T2 ON T1.institution_id  =  T2.institution_id",protein_institute,"['protein', 'institution']"
SELECT * FROM Discount_Coupons,False,Are the customers holding coupons with amount 500 bad or good?,847,SELECT T1.good_or_bad_customer FROM customers AS T1 JOIN discount_coupons AS T2 ON T1.coupon_id  =  T2.coupon_id WHERE T2.coupon_amount  =  500,products_for_hire,"['customers', 'discount_coupons']"
"SELECT Customers.first_name, Customers.last_name, Customers.gender_mf FROM Customers ORDER BY Customers.good_or_bad_customer",False,"What are the first name, last name, and gender of all the good customers? Order by their last name.",851,"SELECT first_name ,  last_name ,  gender_mf FROM customers WHERE good_or_bad_customer  =  'good' ORDER BY last_name",products_for_hire,['customers']
"SELECT Products_for_Hire.daily_hire_cost FROM Products_for_Hire WHERE Products_for_Hire.product_name LIKE ""% Book %""",False,What are the daily hire costs for the products with substring 'Book' in its name?,853,SELECT daily_hire_cost FROM Products_for_hire WHERE product_name LIKE '%Book%',products_for_hire,['products_for_hire']
"SELECT Payments.payment_date FROM Payments WHERE Payments.amount_paid_in_full_yn > 300 OR Payments.payment_type_code = ""Check""",False,What are the payment date of the payment with amount paid higher than 300 or with payment type is 'Check',854,SELECT payment_date FROM payments WHERE amount_paid  >  300 OR payment_type_code  =  'Check',products_for_hire,['payments']
SELECT pilot.Join_Year FROM pilot ORDER BY pilot.Rank DESC LIMIT 1,False,What is the joined year of the pilot of the highest rank?,858,SELECT Join_Year FROM pilot ORDER BY Rank ASC LIMIT 1,pilot_record,['pilot']
"SELECT pilot.Pilot_name, aircraft.Model FROM pilot JOIN pilot_record ON pilot.Pilot_ID = pilot_record.Pilot_ID JOIN aircraft ON pilot_record.Aircraft_ID = aircraft.Aircraft_ID WHERE aircraft.Fuel_Propulsion = ""flied""",False,Show the names of pilots and models of aircrafts they have flied with.,860,"SELECT T3.Pilot_name ,  T2.Model FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID",pilot_record,"['pilot_record', 'pilot', 'aircraft']"
SELECT pilot.Pilot_name FROM pilot JOIN pilot_record ON pilot.Pilot_ID = pilot_record.Pilot_ID GROUP BY pilot.Pilot_name HAVING COUNT(*) > 1,False,Show names of pilots that have more than one record.,862,"SELECT T2.Pilot_name ,  COUNT(*) FROM pilot_record AS T1 JOIN pilot AS T2 ON T1.pilot_ID  =  T2.pilot_ID GROUP BY T2.Pilot_name HAVING COUNT(*)  >  1",pilot_record,"['pilot_record', 'pilot']"
"SELECT Employees.role_code FROM Employees WHERE Employees.employee_name = ""Koby""",False,What is the role of the employee named Koby?,863,"SELECT T1.role_description FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code WHERE T2.employee_name = ""Koby"";",cre_Doc_Control_Systems,"['employees', 'roles']"
"SELECT Roles.role_description, COUNT(*) FROM Roles JOIN Employees ON Roles.role_code = Employees.role_code GROUP BY Employees.role_code",False,"How many employees does each role have? List role description, id and number of employees.",865,"SELECT T1.role_description ,  T2.role_code ,  count(*) FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code GROUP BY T2.role_code;",cre_Doc_Control_Systems,"['roles', 'employees']"
"SELECT Roles.role_description, COUNT(*) FROM Employees JOIN Roles ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING COUNT(*) > 1",False,List roles that have more than one employee. List the role description and number of employees.,866,"SELECT Roles.role_description , count(Employees.employee_id) FROM ROLES JOIN Employees ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING count(Employees.employee_id)  >  1;",cre_Doc_Control_Systems,"['employees', 'roles']"
"SELECT Documents.document_id FROM Documents WHERE Documents.document_status_code = ""done"" AND Documents.document_type_code = ""paper""",False,List the document ids for any documents with the status code done and the type code paper.,868,"SELECT document_id FROM Documents WHERE document_status_code = ""done"" AND document_type_code = ""Paper"";",cre_Doc_Control_Systems,['documents']
"SELECT Circulation_History.document_id, COUNT(*) FROM Circulation_History GROUP BY Circulation_History.document_id",False,"For each document, list the number of employees who have showed up in the circulation history of that document. List the document ids and number of employees.",874,"SELECT document_id ,  count(DISTINCT employee_id) FROM Circulation_History GROUP BY document_id;",cre_Doc_Control_Systems,['circulation_history']
"SELECT people.Name FROM people EXCEPT SELECT people.Name FROM entrepreneur JOIN people ON entrepreneur.People_ID = people.People_ID WHERE entrepreneur.Investor = ""Rachel Elnaugh""",False,Return the names of entrepreneurs do no not have the investor Rachel Elnaugh.,883,"SELECT T2.Name FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Investor != ""Rachel Elnaugh""",entrepreneur,"['people', 'entrepreneur']"
"SELECT people.Name, entrepreneur.Company FROM entrepreneur JOIN people ON entrepreneur.People_ID = people.People_ID ORDER BY entrepreneur.Money_Requested DESC",False,List the names of entrepreneurs and their companies in descending order of money requested?,892,"SELECT T2.Name ,  T1.Company FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested",entrepreneur,"['people', 'entrepreneur']"
SELECT entrepreneur.Investor FROM entrepreneur ORDER BY entrepreneur.Money_Requested DESC,False,"What are the names of entrepreneurs and their corresponding investors, ordered descending by the amount of money requested?",893,"SELECT T2.Name ,  T1.Company FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested",entrepreneur,"['people', 'entrepreneur']"
SELECT perpetrator.Country FROM perpetrator GROUP BY perpetrator.Country HAVING COUNT(*) >= 2,False,What are the countries that have at least two perpetrators?,899,"SELECT Country ,  COUNT(*) FROM perpetrator GROUP BY Country HAVING COUNT(*)  >=  2",perpetrator,['perpetrator']
"SELECT ""candidate"" FROM candidate ORDER BY candidate.Support_rate DESC LIMIT 3",False,Return the top 3 greatest support rates.,902,SELECT support_rate FROM candidate ORDER BY support_rate DESC LIMIT 3,candidate_poll,['candidate']
"SELECT candidate.Support_rate, candidate.Oppose_rate FROM candidate ORDER BY candidate.Unsure_rate ASC",False,"Please list support, consider, and oppose rates for each candidate in ascending order by unsure rate.",905,"SELECT Support_rate ,  Consider_rate ,  Oppose_rate FROM candidate ORDER BY unsure_rate",candidate_poll,['candidate']
"SELECT candidate.Support_rate, candidate.Oppose_rate FROM candidate ORDER BY candidate.Unsure_rate",False,"What are the support, consider, and oppose rates of each candidate, ordered ascending by their unsure rate?",906,"SELECT Support_rate ,  Consider_rate ,  Oppose_rate FROM candidate ORDER BY unsure_rate",candidate_poll,['candidate']
SELECT MAX(candidate.Poll_Source) FROM candidate ORDER BY candidate.Oppose_rate DESC LIMIT 1,False,which poll source does the highest oppose rate come from?,907,SELECT poll_source FROM candidate ORDER BY oppose_rate DESC LIMIT 1,candidate_poll,['candidate']
SELECT candidate.Poll_Source FROM candidate WHERE candidate.Support_rate = (SELECT MAX(candidate.Oppose_rate) FROM candidate),False,Return the poll source corresponding to the candidate who has the oppose rate.,908,SELECT poll_source FROM candidate ORDER BY oppose_rate DESC LIMIT 1,candidate_poll,['candidate']
"SELECT people.Name, people.Sex, MAX(candidate.Oppose_rate) FROM candidate JOIN people ON candidate.People_ID = people.People_ID GROUP BY people.Sex",False,"For each sex, what is the name and sex of the candidate with the oppose rate for their sex?",916,"SELECT t1.name ,  t1.sex ,  min(oppose_rate) FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex",candidate_poll,"['people', 'candidate']"
SELECT people.Name FROM candidate JOIN people ON candidate.People_ID = people.People_ID WHERE candidate.Support_rate < (SELECT MIN(candidate.Support_rate) FROM candidate),False,Find the names of the candidates whose support percentage is lower than their oppose rate.,917,SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id WHERE t2.support_rate  <  t2.oppose_rate,candidate_poll,"['people', 'candidate']"
"SELECT ""candidate"" FROM candidate WHERE candidate.Support_rate < (SELECT MIN(candidate.Support_rate) FROM candidate)",False,What are the names of candidates who have a lower support rate than oppose rate?,918,SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id WHERE t2.support_rate  <  t2.oppose_rate,candidate_poll,"['people', 'candidate']"
"SELECT MAX(candidate.Support_rate), MIN(candidate.Support_rate), MIN(candidate.Oppose_rate) FROM candidate",False,"find the highest support percentage, lowest consider rate and oppose rate of all candidates.",921,"SELECT max(support_rate) ,  min(consider_rate) ,  min(oppose_rate) FROM candidate",candidate_poll,['candidate']
"SELECT MAX(candidate.Support_rate), MIN(candidate.Support_rate), MIN(candidate.Consider_rate) FROM candidate",False,"Return the maximum support rate, minimum consider rate, and minimum oppose rate across all candidates?",922,"SELECT max(support_rate) ,  min(consider_rate) ,  min(oppose_rate) FROM candidate",candidate_poll,['candidate']
"SELECT party.Lieutenant_Governor, party.Comptroller FROM party WHERE party.Party = ""democratic""",False,Show the lieutenant governor and comptroller from the democratic party.,929,"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""",election,['party']
"SELECT party.Lieutenant_Governor, party.Comptroller FROM party WHERE party.Party = ""democratic""",False,Who are the lieutenant governor and comptroller from the democratic party?,930,"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""",election,['party']
"SELECT county.County_name FROM election JOIN county ON election.Delegate = county.County_Id WHERE election.Committee = ""Appropriations""",False,"Which county do the delegates on ""Appropriations"" committee belong to? Give me the county names.",938,"SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District WHERE T2.Committee  =  ""Appropriations""",election,"['county', 'election']"
SELECT party.Party FROM party,False,"For each delegate, find the names of the party they are part of.",940,"SELECT T1.Delegate ,  T2.Party FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID",election,"['party', 'election']"
SELECT party.Governor FROM party WHERE party.Party = 1,False,Who were the governors of the parties associated with delegates from district 1?,941,SELECT T2.Governor FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1,election,"['party', 'election']"
SELECT party.Party FROM party JOIN election ON party.Party_ID = election.Party WHERE election.District = 1,False,Find the parties associated with the delegates from district 1. Who served as governors of the parties?,942,SELECT T2.Governor FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1,election,"['party', 'election']"
"SELECT county.County_name, COUNT(*) FROM county GROUP BY county.County_name",False,Show the name of each county along with the corresponding number of delegates from that county.,945,"SELECT T1.County_name ,  COUNT(*) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id",election,"['county', 'election']"
"SELECT county.County_name, COUNT(*) FROM county GROUP BY county.County_name",False,"For each county, find the name of the county and the number of delegates from that county.",946,"SELECT T1.County_name ,  COUNT(*) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id",election,"['county', 'election']"
"SELECT party.Party, COUNT(*) FROM party JOIN election ON party.Party_ID = election.Party GROUP BY party.Party",False,Show the name of each party and the corresponding number of delegates from that party.,947,"SELECT T2.Party ,  COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID GROUP BY T1.Party",election,"['party', 'election']"
SELECT county.County_name FROM county GROUP BY county.County_name HAVING COUNT(*) >= 2,False,Show the names of counties that have at least two delegates.,953,SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id HAVING COUNT(*)  >=  2,election,"['county', 'election']"
SELECT county.County_name FROM county GROUP BY county.County_name HAVING COUNT(*) >= 2,False,Which counties have two or more delegates? Give me the county names.,954,SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id HAVING COUNT(*)  >=  2,election,"['county', 'election']"
"SELECT journalist.Name, event.Date FROM news_report JOIN event ON news_report.journalist_ID = event.Event_ID JOIN journalist ON news_report.Event_ID = journalist.journalist_ID",False,Show the names of journalists and the dates of the events they reported.,960,"SELECT T3.Name ,  T2.Date FROM news_report AS T1 JOIN event AS T2 ON T1.Event_ID  =  T2.Event_ID JOIN journalist AS T3 ON T1.journalist_ID  =  T3.journalist_ID",news_report,"['journalist', 'news_report', 'event']"
"SELECT customer.state, customer.acc_type, customer.credit_score FROM customer JOIN loan ON customer.cust_ID = loan.cust_ID WHERE customer.credit_score = 0",False,"What are the states, account types, and credit scores for customers who have 0 loans?",966,"SELECT state ,  acc_type ,  credit_score FROM customer WHERE no_of_loans  =  0",loan_1,"['customer', 'loan']"
"SELECT customer.cust_name, customer.acc_bal FROM customer WHERE customer.cust_name LIKE ""% a %""",False,Find the name and account balance of the customer whose name includes the letter ‘a’.,967,"SELECT cust_name ,  acc_bal FROM customer WHERE cust_name LIKE '%a%'",loan_1,['customer']
"SELECT customer.cust_name, customer.acc_bal FROM customer WHERE customer.cust_name LIKE ""% a %""",False,What are the names and account balances of customers with the letter a in their names?,968,"SELECT cust_name ,  acc_bal FROM customer WHERE cust_name LIKE '%a%'",loan_1,['customer']
SELECT bank.branch_ID FROM bank ORDER BY bank.no_of_customers DESC LIMIT 1,False,Find the branch name of the bank that has the most number of customers.,971,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,loan_1,['bank']
SELECT bank.branch_ID FROM bank ORDER BY bank.no_of_customers DESC LIMIT 1,False,What is the name of the bank branch with the greatest number of customers?,972,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,loan_1,['bank']
"SELECT customer.cust_name, customer.acc_type, customer.acc_bal FROM customer ORDER BY customer.credit_score LIMIT 1",False,"Find the name, account type, and account balance of the customer who has the highest credit score.",975,"SELECT cust_name ,  acc_type ,  acc_bal FROM customer ORDER BY credit_score DESC LIMIT 1",loan_1,['customer']
"SELECT AVG(customer.acc_bal), customer.acc_type FROM customer WHERE customer.acc_type < 50 GROUP BY customer.acc_type",False,What is the average account balance of customers with credit score below 50 for the different account types?,978,"SELECT avg(acc_bal) ,  acc_type FROM customer WHERE credit_score  <  50 GROUP BY acc_type",loan_1,['customer']
"SELECT SUM(loan.amount), loan.branch_ID FROM loan GROUP BY loan.branch_ID",False,Find the total amount of loans offered by each bank branch.,981,"SELECT sum(amount) ,  T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id GROUP BY T1.bname",loan_1,"['bank', 'loan']"
"SELECT bank.bname, SUM(loan.amount) FROM bank JOIN loan ON bank.branch_ID = loan.branch_ID GROUP BY loan.branch_ID",False,"What are the names of the different bank branches, and what are their total loan amounts?",982,"SELECT sum(amount) ,  T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id GROUP BY T1.bname",loan_1,"['bank', 'loan']"
"SELECT customer.cust_name, customer.acc_bal FROM customer JOIN loan ON customer.cust_ID = loan.cust_ID WHERE loan.amount > 5000",False,Find the name and account balance of the customers who have loans with a total amount of more than 5000.,985,"SELECT T1.cust_name ,  T1.acc_type FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id GROUP BY T1.cust_name HAVING sum(T2.amount)  >  5000",loan_1,"['customer', 'loan']"
"SELECT customer.cust_name, customer.acc_bal FROM customer JOIN loan ON customer.cust_ID = loan.cust_ID WHERE customer.no_of_loans > 5000",False,What are the names and account balances for customers who have taken a total amount of more than 5000 in loans?,986,"SELECT T1.cust_name ,  T1.acc_type FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id GROUP BY T1.cust_name HAVING sum(T2.amount)  >  5000",loan_1,"['customer', 'loan']"
"SELECT bank.city, bank.bname FROM bank JOIN loan ON bank.branch_ID = loan.branch_ID",False,Find the city and name of bank branches that provide business loans.,991,"SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",loan_1,"['bank', 'loan']"
"SELECT loan.branch_ID, bank.city FROM bank JOIN loan ON bank.branch_ID = loan.branch_ID",False,What are the names and cities of bank branches that offer loans for business?,992,"SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",loan_1,"['bank', 'loan']"
"SELECT SUM(loan.amount) FROM bank JOIN loan ON bank.branch_ID = loan.cust_ID WHERE bank.state = ""New York""",False,What is the total amount of money loaned by banks in New York state?,994,SELECT sum(T2.amount) FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T1.state  =  'New York',loan_1,"['bank', 'loan']"
"SELECT Third_Party_Companies.company_name, COUNT(*) FROM Third_Party_Companies JOIN Assets ON Third_Party_Companies.company_id = Assets.supplier_company_id GROUP BY Third_Party_Companies.company_id",False,How many assets does each third party company supply? List the count and the company id.,996,"SELECT count(*) ,  T1.company_id FROM Third_Party_Companies AS T1 JOIN Assets AS T2 ON T1.company_id  =  T2.supplier_company_id GROUP BY T1.company_id",assets_maintenance,"['third_party_companies', 'assets']"
"SELECT Maintenance_Engineers.first_name, Maintenance_Engineers.last_name, Skills.skill_description FROM Maintenance_Engineers JOIN Engineer_Skills ON Maintenance_Engineers.engineer_id = Engineer_Skills.engineer_id JOIN Skills ON Engineer_Skills.skill_id = Skills.skill_id",False,"List all every engineer's first name, last name, details and coresponding skill description.",998,"SELECT T1.first_name ,  T1.last_name ,  T1.other_details ,  T3.skill_description FROM Maintenance_Engineers AS T1 JOIN Engineer_Skills AS T2 ON T1.engineer_id  =  T2.engineer_id JOIN Skills AS T3 ON T2.skill_id  =  T3.skill_id",assets_maintenance,"['engineer_skills', 'maintenance_engineers', 'skills']"
"SELECT Skills.skill_code, MAX(Skills.skill_description) FROM Part_Faults JOIN Skills_Required_To_Fix ON Part_Faults.part_fault_id = Skills_Required_To_Fix.part_fault_id JOIN Skills ON Skills_Required_To_Fix.skill_id = Skills.skill_id GROUP BY Skills.skill_id",False,"For all the faults of different parts, what are all the decriptions of the skills required to fix them? List the name of the faults and the skill description.",999,"SELECT T1.fault_short_name ,  T3.skill_description FROM Part_Faults AS T1 JOIN Skills_Required_To_Fix AS T2 ON T1.part_fault_id  =  T2.part_fault_id JOIN Skills AS T3 ON T2.skill_id  =  T3.skill_id",assets_maintenance,"['part_faults', 'skills', 'skills_required_to_fix']"
"SELECT Assets.asset_id, Assets.asset_details, Assets.asset_make FROM Assets",False,"List the asset id, details, make and model for every asset.",1002,"SELECT asset_id ,  asset_details ,  asset_make ,  asset_model FROM Assets",assets_maintenance,['assets']
"SELECT Staff.staff_name, Maintenance_Engineers.last_name FROM Staff JOIN Engineer_Visits ON Staff.staff_id = Engineer_Visits.contact_staff_id JOIN Maintenance_Engineers ON Engineer_Visits.engineer_id = Maintenance_Engineers.engineer_id",False,Which staff have contacted which engineers? List the staff name and the engineer first name and last name.,1004,"SELECT T1.staff_name ,  T3.first_name ,  T3.last_name FROM Staff AS T1 JOIN Engineer_Visits AS T2 ON T1.staff_id  =  T2.contact_staff_id JOIN Maintenance_Engineers AS T3 ON T2.engineer_id  =  T3.engineer_id",assets_maintenance,"['maintenance_engineers', 'staff', 'engineer_visits']"
"SELECT Staff.staff_name, COUNT(*) FROM Staff JOIN Engineer_Visits ON Staff.staff_id = Engineer_Visits.contact_staff_id GROUP BY Engineer_Visits.contact_staff_id",False,How many engineers did each staff contact? List both the contact staff name and number of engineers contacted.,1007,"SELECT T1.staff_name ,  count(*) FROM Staff AS T1 JOIN Engineer_Visits AS T2 ON T1.staff_id  =  T2.contact_staff_id GROUP BY T1.staff_name",assets_maintenance,"['staff', 'engineer_visits']"
"SELECT train.train_number, train.name FROM train ORDER BY train.time DESC",False,show all train numbers and names ordered by their time from early to late.,1009,"SELECT train_number ,  name FROM train ORDER BY TIME",station_weather,['train']
"SELECT train.train_number, train.time FROM train WHERE train.origin = ""Chennai"" ORDER BY train.time",False,"Give me the times and numbers of all trains that go to Chennai, ordered by time.",1010,"SELECT TIME ,  train_number FROM train WHERE destination  =  'Chennai' ORDER BY TIME",station_weather,['train']
"SELECT COUNT(*) FROM train WHERE train.name LIKE ""% Express %""",False,How many trains have 'Express' in their names?,1011,"SELECT count(*) FROM train WHERE name LIKE ""%Express%""",station_weather,['train']
"SELECT station.network_name, COUNT(*) FROM station JOIN route ON station.id = route.station_id GROUP BY route.station_id",False,"Find the number of trains for each station, as well as the station network name and services.",1014,"SELECT count(*) ,  t1.network_name ,  t1.services FROM station AS t1 JOIN route AS t2 ON t1.id  =  t2.station_id GROUP BY t2.station_id",station_weather,"['route', 'station']"
"SELECT station.id, station.local_authority FROM station JOIN weekly_weather ON station.id = weekly_weather.station_id WHERE weekly_weather.precipitation > 50 ORDER BY weekly_weather.precipitation DESC LIMIT 1",False,Find the id and local authority of the station whose maximum precipitation is higher than 50.,1016,"SELECT t2.id ,  t2.local_authority FROM weekly_weather AS t1 JOIN station AS t2 ON t1.station_id  =  t2.id GROUP BY t1.station_id HAVING max(t1.precipitation)  >  50",station_weather,"['weekly_weather', 'station']"
"SELECT club.name, player.name FROM club JOIN player ON club.Club_ID = player.Club_ID",False,Please show the names and the players of clubs.,1022,"SELECT T1.name ,  T2.Player_id FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID",sports_competition,"['club', 'player']"
"SELECT club.name, player.name FROM club JOIN player ON club.Club_ID = player.Club_ID",False,What are the names and players of all the clubs?,1023,"SELECT T1.name ,  T2.Player_id FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID",sports_competition,"['club', 'player']"
SELECT song.song_name FROM song ORDER BY song.releasedate DESC LIMIT 1,False,What is the name of the song that was released in the most recent year?,1034,"SELECT song_name ,  releasedate FROM song ORDER BY releasedate DESC LIMIT 1",music_1,['song']
SELECT song.song_name FROM song ORDER BY song.releasedate DESC LIMIT 1,False,What is the name of the song that was released most recently?,1035,"SELECT song_name ,  releasedate FROM song ORDER BY releasedate DESC LIMIT 1",music_1,['song']
SELECT song.f_id FROM song ORDER BY song.f_id DESC LIMIT 1,False,What is the id of the longest song?,1036,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1,music_1,"['song', 'files']"
SELECT song.f_id FROM song ORDER BY song.f_id DESC LIMIT 1,False,Find the id of the song that lasts the longest.,1037,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1,music_1,"['song', 'files']"
"SELECT song.song_name, song.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.rating > 9",False,List the name and country of origin for all singers who have produced songs with rating above 9.,1038,"SELECT DISTINCT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.rating  >  9",music_1,"['artist', 'song']"
"SELECT DISTINCT song.artist_name, song.country FROM artist JOIN song ON artist.artist_name = song.f_id WHERE song.rating > 9",False,What are the different names and countries of origins for all artists whose song ratings are above 9?,1039,"SELECT DISTINCT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.rating  >  9",music_1,"['artist', 'song']"
SELECT COUNT(*) FROM song WHERE song.releasedate = 4,False,How many songs have 4 minute duration?,1042,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",music_1,"['song', 'files']"
SELECT COUNT(*) FROM song WHERE song.releasedate = 4,False,What is the count of the songs that last approximately 4 minutes?,1043,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",music_1,"['song', 'files']"
"SELECT AVG(song.rating) FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = ""VALUE""",False,What is the average rating of songs produced by female artists?,1044,"SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",music_1,"['artist', 'song']"
"SELECT COUNT(song.song_name) FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = ""VALUE""",False,"How many songs, on average, are sung by a female artist?",1045,"SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",music_1,"['artist', 'song']"
"SELECT artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = ""female"" AND song.languages = ""Bangla""",False,What is the country of origin of the artist who is female and produced a song in Bangla?,1046,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla""",music_1,"['artist', 'song']"
"SELECT song.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = ""Bangla"" AND song.languages = ""female""",False,What countries are the female artists who sung in the language Bangla from?,1047,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla""",music_1,"['artist', 'song']"
"SELECT COUNT(*) FROM artist WHERE artist.gender = ""VALUE""",False,How many artists are male and how many are female?,1051,"SELECT count(*) ,  gender FROM artist GROUP BY gender",music_1,['artist']
"SELECT COUNT(DISTINCT files.formats), files.formats FROM files GROUP BY files.formats",False,"For each file format, return the number of artists who released songs in that format.",1054,"SELECT count(*) ,  formats FROM files GROUP BY formats",music_1,['files']
"SELECT files.formats, COUNT(*) FROM files JOIN song ON files.f_id = song.genre_is GROUP BY files.formats",False,How many songs were released for each format?,1055,"SELECT count(*) ,  formats FROM files GROUP BY formats",music_1,"['song', 'files']"
