SQL,hyp_correct,NL_query,index,GT,DB,tables
"SELECT hall_of_fame.ballots , COUNT( * ) FROM hall_of_fame GROUP BY hall_of_fame.ballots",False,Count the number of players who enter hall of fame for each year.,1127,"SELECT yearid ,  count(*) FROM hall_of_fame GROUP BY yearid;",baseball_1,['hall_of_fame']
"SELECT player.name_first , player.name_first FROM player WHERE player.death_country = 'null'",False,Find all the players' first name and last name who have empty death record.,1130,"SELECT name_first ,  name_last FROM player WHERE death_year = '';",baseball_1,['player']
"SELECT player.name_first , player.name_first FROM player WHERE player.death_city = 'null'",False,What are the first name and last name of the players whose death record is empty?,1131,"SELECT name_first ,  name_last FROM player WHERE death_year = '';",baseball_1,['player']
SELECT MAX( postseason.league_id_loser ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings',False,List the maximum scores of the team Boston Red Stockings when the team won in postseason?,1136,SELECT max(T1.wins) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings';,baseball_1,"['postseason', 'team']"
SELECT MAX( postseason.league_id_loser ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings',False,What are the maximum scores the team Boston Red Stockings got when the team won in postseason?,1137,SELECT max(T1.wins) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings';,baseball_1,"['postseason', 'team']"
SELECT COUNT( * ) FROM postseason JOIN team ON postseason.league_id_loser = team.div_id WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,False,How many times did Boston Red Stockings lose in 2009 postseason?,1138,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;,baseball_1,"['postseason', 'team']"
SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,False,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",1139,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;,baseball_1,"['postseason', 'team']"
SELECT COUNT( * ) FROM postseason WHERE postseason.losses = 1885 AND postseason.ties = 1,False,"How many games in 1885 postseason resulted in ties (that is, the value of ""ties"" is '1')?",1140,SELECT count(*) FROM postseason WHERE YEAR  =  1885 AND ties  =  1;,baseball_1,['postseason']
SELECT COUNT( * ) FROM postseason WHERE postseason.losses = 1885 AND postseason.ties = 1,False,"Find the number of tied games (the value of ""ties"" is '1') in 1885 postseason.",1141,SELECT count(*) FROM postseason WHERE YEAR  =  1885 AND ties  =  1;,baseball_1,['postseason']
SELECT COUNT( * ) FROM salary JOIN team ON salary.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND salary.salary = 2000,False,How many players were in the team Boston Red Stockings in 2000?,1144,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,baseball_1,"['team', 'salary']"
SELECT COUNT( * ) FROM salary JOIN team ON salary.league_id = team.div_id WHERE team.name = 'Boston Red Stockings' AND salary.salary = 2000,False,How many players did Boston Red Stockings have in 2000?,1145,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,baseball_1,"['team', 'salary']"
SELECT COUNT( * ) FROM home_game JOIN park ON home_game.park_id = park.park_id WHERE home_game.attendance = 1907 AND park.park_alias = 'Columbia Park',False,"How many games were played in park ""Columbia Park"" in 1907?",1146,SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year = 1907 AND T2.park_name = 'Columbia Park';,baseball_1,"['home_game', 'park']"
SELECT COUNT( * ) FROM home_game JOIN park ON home_game.park_id = park.park_id WHERE home_game.attendance = 1907 AND park.park_alias = 'Columbia Park',False,"Count the number of games taken place in park ""Columbia Park"" in 1907.",1147,SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year = 1907 AND T2.park_name = 'Columbia Park';,baseball_1,"['home_game', 'park']"
SELECT COUNT( * ) FROM home_game JOIN park ON home_game.park_id = park.park_id WHERE home_game.attendance = 2000 AND park.city = 'Atlanta',False,How many games were played in city Atlanta in 2000?,1148,SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year  =  2000 AND T2.city  =  'Atlanta';,baseball_1,"['home_game', 'park']"
SELECT COUNT( * ) FROM home_game JOIN park ON home_game.park_id = park.park_id WHERE home_game.attendance = 2000 AND park.city = 'Atlanta',False,Find the number of games taken place in city Atlanta in 2000.,1149,SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year  =  2000 AND T2.city  =  'Atlanta';,baseball_1,"['home_game', 'park']"
SELECT SUM( home_game.attendance ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.games BETWEEN 2000 and 2010,False,What is the total home game attendance of team Boston Red Stockings from 2000 to 2010?,1150,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;,baseball_1,"['home_game', 'team']"
SELECT SUM( home_game.games ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 2000 and 2010,False,How many games in total did team Boston Red Stockings attend from 2000 to 2010?,1151,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;,baseball_1,"['home_game', 'team']"
SELECT SUM( salary.salary ) FROM salary JOIN player ON salary.player_id = player.player_id WHERE player.name_first = 'Len and last name Barker' AND player.name_last = 'Len and last name Barker' AND salary.salary BETWEEN 1985 and 1990,False,How much did the the player with first name Len and last name Barker earn between 1985 to 1990 in total?,1152,SELECT sum(T1.salary) FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T2.name_first  =  'Len' AND T2.name_last = 'Barker' AND T1.year BETWEEN 1985 AND 1990;,baseball_1,"['player', 'salary']"
SELECT SUM( salary.salary ) FROM salary JOIN player ON salary.player_id = player.player_id WHERE player.name_first = 'Barker' AND player.name_last = 'Len' AND salary.year BETWEEN 1985 and 1990,False,Compute the total salary that the player with first name Len and last name Barker received between 1985 to 1990.,1153,SELECT sum(T1.salary) FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T2.name_first  =  'Len' AND T2.name_last = 'Barker' AND T1.year BETWEEN 1985 AND 1990;,baseball_1,"['player', 'salary']"
SELECT SUM( home_game.games ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 1990 and 2000,False,How many home games did the team Boston Red Stockings play from 1990 to 2000 in total?,1154,SELECT sum(T1.games) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 1990 AND 2000;,baseball_1,"['home_game', 'team']"
SELECT SUM( home_game.games ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 1990 and 2000,False,Count the total number of games the team Boston Red Stockings attended from 1990 to 2000.,1155,SELECT sum(T1.games) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 1990 AND 2000;,baseball_1,"['home_game', 'team']"
"SELECT mountain.id , mountain.name FROM mountain JOIN photos ON mountain.id = photos.mountain_id WHERE mountain.height > 'mountains'",False,What are the id and name of the photos for mountains?,1160,"SELECT T1.id ,  T1.name FROM mountain AS T1 JOIN photos AS T2 ON T1.id  =  T2.mountain_id WHERE T1.height  >  4000",mountain_photos,"['mountain', 'photos']"
SELECT channel.name FROM channel JOIN broadcast ON channel.channel_id = broadcast.channel_id WHERE broadcast.time_of_day = 'morning',False,Find the names of the channels that are broadcast in the morning.,1170,SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning',program_share,"['broadcast', 'channel']"
SELECT channel.name FROM channel JOIN broadcast ON channel.channel_id = broadcast.channel_id WHERE broadcast.time_of_day = 'morning',False,Which channels are broadcast in the morning? Give me the channel names.,1171,SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning',program_share,"['broadcast', 'channel']"
"SELECT COUNT( * ) , block.blockfloor FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockfloor",False,Find the number of rooms located on each block floor.,1186,"SELECT count(*) ,  T1.blockfloor FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockfloor",hospital_1,"['block', 'room']"
"SELECT COUNT( * ) , block.blockfloor FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockfloor",False,How many rooms does each block floor have?,1187,"SELECT count(*) ,  T1.blockfloor FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockfloor",hospital_1,"['block', 'room']"
"SELECT COUNT( * ) , block.blockcode FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockcode",False,Find the number of rooms for different block code?,1188,"SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode",hospital_1,"['block', 'room']"
"SELECT COUNT( * ) , block.blockcode FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockcode",False,How many rooms are located for each block code?,1189,"SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode",hospital_1,"['block', 'room']"
SELECT ship.name FROM ship WHERE ship.nationality NOT IN (SELECT AVG( ship.name ) FROM ship ORDER BY ship.nationality ASC LIMIT ship.nationality),False,What are the names of the ships  that are from either the US or the UK?,1211,"SELECT Name FROM ship WHERE Nationality  =  ""United States"" OR Nationality  =  ""United Kingdom""",ship_mission,['ship']
SELECT company.name FROM company WHERE company.industry = 'banking' OR company.industry = 'retailing',False,Show the names of companies in the banking or retailing industry?,1225,"SELECT Name FROM company WHERE Industry  =  ""Banking"" OR Industry  =  ""Retailing""",company_employee,['company']
"SELECT project_staff.date_from , project_staff.date_to FROM project_staff WHERE project_staff.role_code = 'researchers'",False,When did researchers start and stop working?,1252,"SELECT date_from ,  date_to FROM Project_Staff WHERE role_code  =  'researcher'",tracking_grants_for_research,['project_staff']
SELECT COUNT( * ) FROM project_staff WHERE project_staff.role_code = 'leaders' OR project_staff.date_from<'1989-04-24 23:51:54',False,How many project staff worked as leaders or started working before '1989-04-24 23:51:54'?,1261,SELECT count(*) FROM Project_Staff WHERE role_code  =  'leader' OR date_from  <  '1989-04-24 23:51:54',tracking_grants_for_research,['project_staff']
SELECT COUNT( * ) FROM project_staff WHERE project_staff.role_code = 'leaders' OR project_staff.date_from<'1989-04-24 23:51:54',False,How many project members were leaders or started working before '1989-04-24 23:51:54'?,1262,SELECT count(*) FROM Project_Staff WHERE role_code  =  'leader' OR date_from  <  '1989-04-24 23:51:54',tracking_grants_for_research,['project_staff']
SELECT project_staff.role_code FROM project_staff WHERE project_staff.staff_id = 1 AND project_staff.date_from = 1 AND project_staff.date_to = 1 AND project_staff.date_from = 1 AND project_staff.date_to = 1,False,What are the staff roles of the staff who,1267,SELECT role_code FROM Project_Staff WHERE date_from  >  '2003-04-19 15:06:20' AND date_to  <  '2016-03-15 00:33:18',tracking_grants_for_research,['project_staff']
SELECT COUNT( * ) FROM person WHERE person.age > 30 AND person.job = 'engineers',False,HOw many engineers are older than 30?,1274,SELECT count(*) FROM Person WHERE age  >  30 AND job  =  'engineer',network_2,['person']
SELECT person.name FROM person WHERE person.gender = 'males' ORDER BY person.age ASC,False,Find the name and age of all males in order of their age.,1287,SELECT name FROM Person WHERE gender  =  'male' ORDER BY age,network_2,['person']
SELECT personfriend.name FROM person JOIN personfriend ON person.name = personfriend.friend WHERE person.city = 'New York',False,What are the names of all friends who are from New York?,1300,SELECT T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T1.city  =  'new york city',network_2,"['personfriend', 'person']"
"SELECT faculty.fname , faculty.lname FROM faculty WHERE faculty.sex = 'm' AND faculty.building = 'NEB'",False,Find the first names and last names of male (sex is M) faculties who live in building NEB.,1322,"SELECT Fname ,  Lname FROM FACULTY WHERE sex  =  ""M"" AND Building  =  ""NEB""",college_3,['faculty']
"SELECT faculty.fname , faculty.lname FROM faculty WHERE faculty.sex = 'm' AND faculty.building = 'NEB'",False,What are the full names of faculties with sex M and who live in building NEB?,1323,"SELECT Fname ,  Lname FROM FACULTY WHERE sex  =  ""M"" AND Building  =  ""NEB""",college_3,['faculty']
SELECT faculty.room FROM faculty WHERE faculty.rank = 'professor' AND faculty.building = 'NEB',False,Find the rooms of faculties with rank professor who live in building NEB.,1324,"SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",college_3,['faculty']
SELECT faculty.room FROM faculty WHERE faculty.rank = 'professors' AND faculty.building = 'NEB',False,What are the rooms for members of the faculty who are professors and who live in building NEB?,1325,"SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",college_3,['faculty']
SELECT student.lname FROM student WHERE student.sex = 'f' ORDER BY student.age DESC,False,"What are the last names of female students, ordered by age descending?",1327,"SELECT LName FROM STUDENT WHERE Sex  =  ""F"" ORDER BY Age DESC",college_3,['student']
"SELECT faculty.lname FROM faculty WHERE faculty.building = 'Barton,' ORDER BY faculty.lname ASC",False,"What are the last names of faculty in building Barton, sorted by last name?",1329,"SELECT Lname FROM FACULTY WHERE Building  =  ""Barton"" ORDER BY Lname",college_3,['faculty']
"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC",False,"What are the first names for all faculty professors, ordered by first name?",1331,"SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname",college_3,['faculty']
"SELECT faculty.fname , faculty.lname FROM course JOIN faculty ON course.instructor = faculty.facid WHERE course.cname = 'course.cname'",False,Find the first name and last name of the instructor of course that has course name,1334,"SELECT T2.Fname ,  T2.Lname FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID WHERE T1.CName  =  ""COMPUTER LITERACY""",college_3,"['course', 'faculty']"
"SELECT airport.international_passengers , airport.domestic_passengers FROM airport WHERE airport.airport_name = 'Heathrow'",False,"What are the number of international and domestic passengers of the airport named London ""Heathrow""?",1344,"SELECT International_Passengers ,  Domestic_Passengers FROM airport WHERE Airport_Name  =  ""London Heathrow""",aircraft,['airport']
"SELECT college.cname , college.enr FROM college WHERE college.enr > 10000 AND college.enr > 10000",False,What are the names and enrollment numbers for colleges that have more than 10000 enrolled and are located in Louisiana?,1367,"SELECT cName ,  enr FROM College WHERE enr  >  10000 AND state = ""LA""",soccer_2,['college']
SELECT COUNT( * ) FROM student WHERE student.sex = 'f' AND student.age<25,False,How many female students (sex is F) whose age is below 25?,1455,SELECT count(*) FROM student WHERE sex  =  'F' AND age  <  25,dorm_1,['student']
SELECT COUNT( * ) FROM student WHERE student.sex = 'f' AND student.age<25,False,How many girl students who are younger than 25?,1456,SELECT count(*) FROM student WHERE sex  =  'F' AND age  <  25,dorm_1,['student']
"SELECT student.major , AVG( student.age ) , MIN( student.age ) FROM student GROUP BY student.major",False,"Show the average, minimum, and maximum age for different majors.",1499,"SELECT major ,  avg(age) ,  min(age) ,  max(age) FROM Student GROUP BY major",game_1,['student']
"SELECT student.major , AVG( student.age ) , MIN( student.age ) , MAX( student.age ) FROM student",False,"What are the average, minimum, and max ages for each of the different majors?",1500,"SELECT major ,  avg(age) ,  min(age) ,  max(age) FROM Student GROUP BY major",game_1,['student']
SELECT student.lname FROM sportsinfo JOIN student ON sportsinfo.stuid = student.stuid WHERE sportsinfo.onscholarship = 'y',False,Show last names for all student who are on scholarship.,1501,SELECT T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T1.onscholarship  =  'Y',game_1,"['student', 'sportsinfo']"
SELECT student.lname FROM sportsinfo JOIN student ON sportsinfo.stuid = student.stuid WHERE sportsinfo.onscholarship = 'y',False,What are the last names for all scholarship students?,1502,SELECT T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T1.onscholarship  =  'Y',game_1,"['student', 'sportsinfo']"
SELECT SUM( sportsinfo.gamesplayed ) FROM sportsinfo WHERE sportsinfo.sportname = 'football' AND sportsinfo.onscholarship = 'y',False,How many games are played for all football games by students on scholarship?,1503,"SELECT sum(gamesplayed) FROM Sportsinfo WHERE sportname  =  ""Football"" AND onscholarship  =  'Y'",game_1,['sportsinfo']
SELECT SUM( sportsinfo.gamesplayed ) FROM sportsinfo WHERE sportsinfo.sportname = 'football' AND sportsinfo.onscholarship = 'y',False,What is the total number of all football games played by scholarship students?,1504,"SELECT sum(gamesplayed) FROM Sportsinfo WHERE sportname  =  ""Football"" AND onscholarship  =  'Y'",game_1,['sportsinfo']
"SELECT documents.document_name , documents.document_date FROM projects JOIN documents ON projects.project_id = documents.project_id WHERE projects.project_details = 'Graph Database'",False,Show the document name and the document date for all documents on project with details 'Graph Database project'.,1556,"SELECT document_name ,  document_date FROM Documents AS T1 JOIN projects AS T2 ON T1.project_id  =  T2.project_id WHERE T2.project_details  =  'Graph Database project'",cre_Docs_and_Epenses,"['documents', 'projects']"
"SELECT documents.document_name , documents.document_date FROM projects JOIN documents ON projects.project_id = documents.project_id WHERE projects.project_details = 'Graph Database'",False,What are the names and dates for documents corresponding to project that has the details 'Graph Database project'?,1557,"SELECT document_name ,  document_date FROM Documents AS T1 JOIN projects AS T2 ON T1.project_id  =  T2.project_id WHERE T2.project_details  =  'Graph Database project'",cre_Docs_and_Epenses,"['documents', 'projects']"
"SELECT ref_document_types.document_type_name , COUNT( * ) FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code GROUP BY documents.document_type_code",False,How many documents are there of each type?,1561,"SELECT document_type_code ,  count(*) FROM Documents GROUP BY document_type_code",cre_Docs_and_Epenses,"['documents', 'ref_document_types']"
"SELECT statements.statement_details , documents.document_name FROM statements JOIN documents ON statements.statement_id = documents.document_id WHERE projects.project_details = 'Private Project'",False,Show the statement detail and the corresponding document name for the statement with detail 'Private Project'.,1562,"SELECT T1.statement_details ,  T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id  =  T2.document_id WHERE T1.statement_details  =  'Private Project'",cre_Docs_and_Epenses,"['documents', 'statements']"
"SELECT statements.statement_details , documents.document_name FROM documents JOIN statements ON documents.document_id = statements.statement_id WHERE projects.project_details = 'Private Project'",False,"What are the details for statements with the details 'Private Project', and what are the names of the corresponding documents?",1563,"SELECT T1.statement_details ,  T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id  =  T2.document_id WHERE T1.statement_details  =  'Private Project'",cre_Docs_and_Epenses,"['documents', 'statements']"
"SELECT documents.document_name , documents.document_description , documents.document_date FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code",False,"Return the type name, type description, and date of creation for each document.",1567,"SELECT T1.document_type_name ,  T1.document_type_description ,  T2.Document_date FROM Ref_document_types AS T1 JOIN Documents AS T2 ON T1.document_type_code  =  T2.document_type_code",cre_Docs_and_Epenses,"['documents', 'ref_document_types']"
"SELECT ref_budget_codes.budget_type_code , documents.document_description , documents.document_id FROM documents , ref_budget_codes , ref_document_types",False,Show the budget type code and description and the corresponding document id.,1576,"SELECT T2.budget_type_code ,  T2.budget_type_description ,  T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_budget_codes AS T2 ON T1.budget_type_code  =  T2.budget_type_code",cre_Docs_and_Epenses,"['documents', 'documents_with_expenses', 'ref_document_types', 'ref_budget_codes']"
SELECT documents.document_id FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code WHERE ref_budget_codes.budget_type_description = 'Government',False,Show ids for all documents with budget types described as 'Government'.,1578,"SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code  =  T2.Budget_Type_code WHERE T2.budget_type_Description  =  ""Government""",cre_Docs_and_Epenses,"['documents', 'documents_with_expenses', 'ref_document_types', 'ref_budget_codes']"
SELECT documents.document_id FROM documents WHERE documents.document_description = 'Government',False,Give the ids for documents that have the budget description 'Government'.,1579,"SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code  =  T2.Budget_Type_code WHERE T2.budget_type_Description  =  ""Government""",cre_Docs_and_Epenses,"['documents', 'documents_with_expenses', 'ref_budget_codes']"
"SELECT ref_budget_codes.budget_type_code , COUNT( * ) FROM ref_budget_codes GROUP BY ref_budget_codes.budget_type_code",False,Show budget type codes and the number of documents in each budget type.,1580,"SELECT budget_type_code ,  count(*) FROM Documents_with_expenses GROUP BY budget_type_code",cre_Docs_and_Epenses,"['documents_with_expenses', 'ref_budget_codes']"
"SELECT station.location , SUM( station.total_passengers ) FROM station GROUP BY station.location",False,Show all locations and the total number of platforms and passengers for all train stations in each location.,1585,"SELECT LOCATION ,  sum(number_of_platforms) ,  sum(total_passengers) FROM station GROUP BY LOCATION",train_station,['station']
SELECT station.location FROM station WHERE station.number_of_platforms >= 15 AND station.total_passengers > 25,False,Show all locations that have train stations with at least 15 platforms and train stations with more than 25 total passengers.,1586,SELECT DISTINCT LOCATION FROM station WHERE number_of_platforms  >=  15 AND total_passengers  >  25,train_station,['station']
"SELECT station.name , station.location FROM station ORDER BY station.name , station.annual_interchanges ASC",False,List the names and locations of all stations ordered by their yearly entry exit and interchange amounts.,1592,"SELECT name ,  LOCATION FROM station ORDER BY Annual_entry_exit ,  Annual_interchanges",train_station,['station']
SELECT staff.date_of_birth FROM staff WHERE staff.nickname = 'Janessa Sawayn',False,What is the date of birth for the staff member named Janessa Sawayn?,1596,"SELECT date_of_birth FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",driving_school,['staff']
SELECT staff.date_joined_staff FROM staff WHERE staff.nickname = 'Janessa Sawayn',False,When did the staff member named Janessa Sawayn join the company?,1598,"SELECT date_joined_staff FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",driving_school,['staff']
SELECT staff.nickname FROM staff WHERE staff.first_name = 'Janessa' AND staff.last_name = 'Janessa Sawayn',False,What is the nickname of the employee named Janessa Sawayn?,1602,"SELECT nickname FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",driving_school,['staff']
SELECT addresses.city FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id WHERE customers.first_name = 'Janessa' AND customers.last_name = 'Sawayn',False,In what city does Janessa Sawayn live?,1604,"SELECT T1.city FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",driving_school,"['addresses', 'staff']"
SELECT addresses.zip_postcode FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id WHERE staff.first_name = 'Janessa' AND staff.last_name = 'Janessa Sawayn',False,What is the zip code of the hosue of the employee named Janessa Sawayn?,1608,"SELECT T1.zip_postcode FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",driving_school,"['addresses', 'staff']"
SELECT addresses.state_province_county FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id GROUP BY addresses.state_province_county HAVING COUNT( * ) >= 2,False,List the states which have between 2 to 4 staffs living there.,1611,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,driving_school,"['addresses', 'staff']"
SELECT addresses.state_province_county FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id GROUP BY addresses.state_province_county HAVING COUNT( * ) >= 2,False,What are the names of the states that have 2 to 4 employees living there?,1612,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,driving_school,"['addresses', 'staff']"
SELECT COUNT( * ) FROM customers JOIN lessons ON customers.customer_id = lessons.customer_id WHERE customers.first_name = 'Rylan' AND customers.last_name = 'Goodwin',False,How many lessons taken by customer with first name as Rylan and last name as Goodwin were completed?,1623,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"" AND T1.lesson_status_code = ""Completed"";",driving_school,"['customers', 'lessons']"
SELECT COUNT( * ) FROM customers JOIN lessons ON customers.customer_id = lessons.customer_id WHERE customers.first_name = 'Ryan' AND customers.last_name = 'Goodwin',False,How many lessons did the customer Ryan Goodwin complete?,1624,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"" AND T1.lesson_status_code = ""Completed"";",driving_school,"['customers', 'lessons']"
"SELECT airports.name , airports.country , airports.country , airports.elevation FROM airports WHERE airports.city = 'New York'",False,"What is the name, city, country, and elevation for every airport in the city of New York?",1648,"SELECT name ,  city ,  country ,  elevation FROM airports WHERE city  =  'New York'",flight_4,['airports']
SELECT COUNT( * ) FROM airports WHERE airports.name LIKE '%Interanation%',False,How many airports' names have the word Interanation in them?,1656,SELECT count(*) FROM airports WHERE name LIKE '%International%',flight_4,['airports']
SELECT COUNT( * ) FROM routes JOIN airports ON routes.dst_apid = airports.apid WHERE airports.country = 'Canadian',False,How many routes end in a Canadian airport?,1660,SELECT count(*) FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.dst_apid WHERE country  =  'Canada',flight_4,"['routes', 'airports']"
SELECT COUNT( DISTINCT airports.name ) FROM airlines JOIN routes ON airlines.alid = routes.alid JOIN airports ON routes.alid = airports.apid WHERE airlines.name = 'American Airlines',False,Find the number of different airports which are the destinations of the American Airlines.,1665,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',flight_4,"['routes', 'airlines', 'airports']"
