,sql_id,nl_query,sql,GT_sql,tianyi,record_id_x,error_classification_x,zhengn,record_id_y,error_classification_y
64,994,What is the total amount of money loaned by banks in New York state?,"SELECT SUM(loan.amount) FROM bank JOIN loan ON bank.branch_ID = loan.cust_ID WHERE bank.state = ""New York""",SELECT sum(T2.amount) FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T1.state  =  'New York',tianyi,8997e910-2205-4377-9d8b-dfb39e9be0fd,"CM4, BL1, BE5, BF4",zhengning,c81ecca6-f9c4-4cd3-9c80-e2629c72fd03,"CM6, CE2, CF5, BE5"
65,998,"List all every engineer's first name, last name, details and coresponding skill description.","SELECT Maintenance_Engineers.first_name, Maintenance_Engineers.last_name, Skills.skill_description FROM Maintenance_Engineers JOIN Engineer_Skills ON Maintenance_Engineers.engineer_id = Engineer_Skills.engineer_id JOIN Skills ON Engineer_Skills.skill_id = Skills.skill_id","SELECT T1.first_name ,  T1.last_name ,  T1.other_details ,  T3.skill_description FROM Maintenance_Engineers AS T1 JOIN Engineer_Skills AS T2 ON T1.engineer_id  =  T2.engineer_id JOIN Skills AS T3 ON T2.skill_id  =  T3.skill_id",tianyi,10cf4849-0480-41f5-af6d-406b2c33dfda,"BE5, BL3",zhengning,c9634de3-839a-4b6d-b629-2a7d101c1b6d,"BE5, BL3"
66,709,What are the ids and trade names of the medicine that can interact with at least 3 enzymes?,"SELECT medicine.id, medicine.name FROM medicine_enzyme_interaction JOIN medicine ON medicine_enzyme_interaction.medicine_id = medicine.id GROUP BY medicine_enzyme_interaction.medicine_id HAVING COUNT(*) >= 3","SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",tianyi,88f35f96-5369-4e65-84d1-3a3c2cbd4f45,"BN1, BL3",zhengning,571c8d2f-7879-4b5c-92ba-97c5f9c86f48,"BL1, BN1, BL3"
67,692,How many tracks are in the AAC audio file media type?,"SELECT COUNT(*) FROM Track JOIN MediaType ON Track.MediaTypeId = MediaType.MediaTypeId WHERE MediaType.Name = ""AAC audio file media""","SELECT COUNT(*) FROM MEDIATYPE AS T1 JOIN TRACK AS T2 ON T1.MediaTypeId  =  T2.MediaTypeId WHERE T1.Name  =  ""AAC audio file""",tianyi,3c6ce561-6603-4abd-a79e-a460e219667e,"D1c, BN1",zhengning,e0f17d45-6454-4058-a633-a261673f10ce,"CM6, D1c, BL1, BN1"
68,1239,What are the full names and gradepoints for all enrollments?,"SELECT Student.Fname, Student.LName, Enrolled_in.Grade FROM Enrolled_in JOIN Student ON Enrolled_in.StuID = Student.StuID","SELECT T3.Fname ,  T3.LName ,  T2.gradepoint FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID",tianyi,1b6fb9f8-ce53-4b2d-8218-b4e776a0deb3,"D1c, CE2, BL2",zhengning,e304964e-414e-49be-8f20-9663400bcaba,"BE5, CL1, CE2, D1c, CM6"
69,1242,What are the first names and last names of the students that minor in the department with DNO 140.,"SELECT Student.Fname, Student.LName FROM Minor_in JOIN Student ON Minor_in.StuID = Student.StuID WHERE Student.Major = 140","SELECT T2.Fname ,  T2.Lname FROM MINOR_IN AS T1 JOIN STUDENT AS T2 ON T1.StuID  =  T2.StuID WHERE T1.DNO  =  140",tianyi,cbf5a869-e7b5-43a0-bb23-0600f8e3f362,"CE2, CF5, BF4, BL2",zhengning,2f234ac2-caf4-4810-bce1-d43f2b4c3215,"CE2, CF5, CL1, BE5"
70,917,Find the names of the candidates whose support percentage is lower than their oppose rate.,SELECT people.Name FROM candidate JOIN people ON candidate.People_ID = people.People_ID WHERE candidate.Support_rate < (SELECT MIN(candidate.Support_rate) FROM candidate),SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id WHERE t2.support_rate  <  t2.oppose_rate,tianyi,6744e25a-5234-484f-ac57-e8b0ac652253,CF5,zhengning,6ee8c24d-1cad-4e2d-beba-fe89150da488,"F3, CF5"
71,1225,What are the rooms for members of the faculty who are professors and who live in building NEB?,"SELECT DISTINCT Faculty.Room FROM Faculty JOIN Member_of ON Faculty.FacID = Member_of.FacID JOIN Department ON Member_of.DNO = Department.DNO WHERE Faculty.Rank = ""VALUE"" AND Faculty.Building = ""NEB""","SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",tianyi,cdf40433-b380-4dc5-970f-419e495d241e,"D1, E1, A2a, BF4",zhengning,c40dfd5d-74de-4ebc-9f72-a6e8b38428d1,"F3, D1, E1, A2a"
72,1146,"What are the titles and studios of films that have been produced by a studio whose name contains ""Universal""?","SELECT film.Title, film.Director FROM film WHERE film.Studio LIKE ""% Universal %""","SELECT title ,  Studio FROM film WHERE Studio LIKE ""%Universal%""",tianyi,3cb39257-19ed-4b19-a2ce-5c5345875f39,"E1, A2a",zhengning,57edf107-1a91-4678-94f8-6c587f577dd9,"BL1, E1, D1, A2a"
73,392,What is the count of states with college students playing in the mid position but not as goalies?,"SELECT COUNT(*) FROM Tryout WHERE Tryout.pPos = ""mid"" AND Tryout.pPos != ""goalies""",SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),tianyi,130aeae5-e1e0-4c0e-ab51-cdc70b21529d,"CE2, D1",zhengning,33ca788c-f74e-4fd8-a7d6-49c1b95d5cad,"BL1, A1d"
74,1096,List the physicians' employee ids together with their primary affiliation departments' ids.,"SELECT Physician.EmployeeID, Affiliated_With.PrimaryAffiliation FROM Physician JOIN Affiliated_With ON Physician.EmployeeID = Affiliated_With.Physician WHERE Affiliated_With.Department = ""id""","SELECT physician ,  department FROM affiliated_with WHERE primaryaffiliation  =  1",tianyi,e54b3d93-184f-4c14-bdff-2bbd71f00373,"CE2, E1, D1a",zhengning,c4a04c67-574f-4dc5-9554-909eca96ecb8,"D1, E1, CL1, A1d"
75,547,How many lessons were in cancelled state?,"SELECT COUNT(*) FROM Lessons WHERE Lessons.lesson_status_code = ""cancelled""","SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";",tianyi,4ed65994-aa2c-48d1-83b0-b9ee9ba7ec2b,E1,zhengning,c7091c6f-1bea-4362-9414-e3aeffa752d6,"D1, E1, CL1, D1a"
76,771,"Show the id, the account name, and other account details for all accounts by the customer with first name 'Meaghan'.","SELECT Accounts.account_id, Accounts.account_name, Accounts.other_account_details FROM Customers JOIN Accounts ON Customers.customer_id = Accounts.customer_id WHERE Customers.customer_first_name = ""Meaghan""","SELECT T1.account_id ,  T1.date_account_opened ,  T1.account_name ,  T1.other_account_details FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.customer_first_name  =  'Meaghan'",tianyi,c4244552-2a93-46af-96c9-5787a46d73d2,"BL3, D1a",zhengning,5250d6e2-18bc-4e9b-bb1c-31e09f1f2eec,"BL3, D1a"
77,806,"What are the different product names, and what is the sum of quantity ordered for each product?","SELECT Products.product_name, SUM(Order_Items.product_quantity) FROM Order_Items JOIN Products ON Order_Items.product_id = Products.product_id GROUP BY Order_Items.product_id","SELECT T2.product_name ,  sum(T1.product_quantity) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id GROUP BY T2.product_name",tianyi,a38c4b2e-227c-4d8c-9632-3dcb2d09f7c5,"BN1, BL3",zhengning,cc7a0a37-ed81-4705-8fa3-2d094387e57d,"CF5, BL3"
78,593,In which years cars were produced weighing no less than 3000 and no more than 4000 ?,SELECT cars_data.Year FROM cars_data WHERE cars_data.Weight <= 3000 AND 4000,select distinct year from cars_data where weight between 3000 and 4000;,tianyi,faee17e4-335a-42e3-88c4-6d5a93bdc9b2,"A1b, BN1, F1",zhengning,298a1d85-a363-4be5-931a-933ee7fcd72e,"A1b, D1, CF5"
79,208,Find the name of bank branches that provided some loans.,SELECT DISTINCT bank.branch_ID FROM bank JOIN loan ON bank.branch_ID = loan.branch_ID,SELECT DISTINCT T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id,tianyi,02f8a314-aeec-4b87-a895-69bdfd261eab,"A1b, BL1, F1",zhengning,d81aa624-4a7d-401a-8ced-06e42c2f84f4,"A1b, BL1, D1"
80,350,What are the descriptions for the aircrafts?,SELECT aircraft.Description FROM aircraft JOIN airport_aircraft ON aircraft.Aircraft_ID = airport_aircraft.Aircraft_ID,SELECT Description FROM aircraft,tianyi,5c39822b-0ce9-4827-b43c-6c813e86cf18,"BL1, E1",zhengning,fa138526-4031-4602-909b-7b8328370210,E1
81,874,"For each document, list the number of employees who have showed up in the circulation history of that document. List the document ids and number of employees.","SELECT Circulation_History.document_id, COUNT(*) FROM Circulation_History GROUP BY Circulation_History.document_id","SELECT document_id ,  count(DISTINCT employee_id) FROM Circulation_History GROUP BY document_id;",tianyi,686d8801-5fe5-4007-942e-8d1eb242d172,"BL1, E1",zhengning,92c12341-bcaf-441b-8217-07f996e119fc,E1
82,630,Show the name and number of employees for the departments managed by heads whose temporary acting value is 'Yes'?,"SELECT department.Name, COUNT(*) FROM management JOIN department ON department.Department_ID = management.head_ID WHERE management.temporary_acting = ""yes""","SELECT T1.name ,  T1.num_employees FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id WHERE T2.temporary_acting  =  'Yes'",tianyi,9c4f703a-8840-4bd5-8a86-b73087796ea4,"BL1, L4, BE5, D1a",zhengning,4b4175a8-ab4a-4be2-aa96-5de96fb27d9d,"CM6, BL1, D1a"
83,968,What are the names and account balances of customers with the letter a in their names?,"SELECT customer.cust_name, customer.acc_bal FROM customer WHERE customer.cust_name LIKE ""% a %""","SELECT cust_name ,  acc_bal FROM customer WHERE cust_name LIKE '%a%'",tianyi,5622ed98-1e7b-49c6-bbca-8db820865aec,"D1c, L4, BE5, D1a",zhengning,bee3fa51-438a-4d4e-82aa-84adaefdd67e,"CM6, D1, D1a"
84,1273,"For each position, what is the minimum time students spent practicing?","SELECT Tryout.pPos, MIN(*) FROM Tryout GROUP BY Tryout.pPos","SELECT min(T2.HS) ,   T1.pPos FROM tryout AS T1 JOIN player AS T2 ON T1.pID  =  T2.pID GROUP BY T1.pPos",tianyi,ffbf9701-d058-43a5-8ebb-91b69eb58418,"D1c, BL1, E1",zhengning,31648555-3150-47c9-9624-5adb48f2b65d,"BL1, CE2, D1"
85,1071,Which channels are broadcast in the morning? Give me the channel names.,"SELECT channel.Name FROM channel JOIN broadcast ON channel.Channel_ID = broadcast.Channel_ID WHERE broadcast.Time_of_day = ""morning""",SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning',tianyi,42729796-4242-4221-93f4-c95b8335ab62,"BL1, E1, D1a",zhengning,6126134e-eba0-4d3c-89bd-f7e0d1e19099,"BL1, CE2, D1a"
86,75,Find the number of distinct stages in claim processing.,SELECT COUNT(DISTINCT Claims_Processing.Claim_Stage_ID) FROM Claims_Processing,SELECT count(*) FROM claims_processing_stages,tianyi,1ba806a3-9b29-4625-9ece-8852027c3d85,"BL1, D1a",zhengning,fa26217a-7d3c-4fc0-9de1-181e91890599,
87,892,List the names of entrepreneurs and their companies in descending order of money requested?,"SELECT people.Name, entrepreneur.Company FROM entrepreneur JOIN people ON entrepreneur.People_ID = people.People_ID ORDER BY entrepreneur.Money_Requested DESC","SELECT T2.Name ,  T1.Company FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested",tianyi,dba791b3-9fbb-41b0-bcc5-66012a5d0140,"BL1, K2",zhengning,1291794a-a613-4f5a-883a-c29e83cb5dfa,"K2, D1a"
88,504,Show the types of schools that have two schools.,SELECT school.Type FROM school GROUP BY school.Type HAVING COUNT(*) >= 2,SELECT TYPE FROM school GROUP BY TYPE HAVING count(*)  =  2,tianyi,c4743723-b3f9-4f4b-9b66-23b07ee67621,"K2, F1",zhengning,e15de48a-7858-4765-a02d-b6ea13f3f02d,"K2, F1"
89,45,How many medicines have the FDA approval status 'No' ?,"SELECT COUNT(*) FROM medicine WHERE medicine.FDA_approved = ""no""",SELECT count(*) FROM medicine WHERE FDA_approved  =  'No',tianyi,14e590e9-5583-452e-836c-6268118bed05,"F1, D1a",zhengning,a27b5d23-d88d-48c3-9978-eb8500daaf22,"F1, D1a"
90,1083,Return the name of each physician and the number of patients he or she treats.,"SELECT Physician.Name, COUNT(*) FROM Physician JOIN Prescribes ON Physician.EmployeeID = Prescribes.Physician GROUP BY Physician.Name","SELECT T1.name ,  count(*) FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid  =  T2.PCP GROUP BY T1.employeeid",tianyi,6da8efcf-856a-4f9a-9e14-1e52590d0f49,"BN1, BE5, D1a",zhengning,4958deb4-f854-425a-b705-f2885e533664,"CE3, BN1, D1a"
91,662,"Find the title of all the albums of the artist ""AC/DC"".","SELECT Album.Title FROM Album JOIN Artist ON Album.ArtistId = Artist.ArtistId WHERE Artist.Name = ""AC / DC""","SELECT Title FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId WHERE T2.Name  =  ""AC/DC""",tianyi,aaffc7eb-94b6-4503-b242-2edbac5c83d8,"D1c, BN1, BE5",zhengning,1433dee9-30c1-4112-8977-bb3b1049b9b9,"CE3, D1, BN1"
92,651,What are the names of catalog entries with level number 8?,SELECT Catalogs.catalog_name FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_entry_id WHERE Catalog_Contents.catalog_level_number = 8,"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id  =  t2.catalog_entry_id WHERE t2.catalog_level_number  =  ""8""",tianyi,0eba04a4-fbb4-4451-b9f3-dddad1813936,"D1c, BL1, CL1, BE5",zhengning,c76844ad-36ea-4d93-8e71-d72a4bf92ac6,"D1, CL1, BE5"
93,46,How many medicines were not approved by the FDA?,"SELECT COUNT(*) FROM medicine WHERE medicine.FDA_approved != ""no""",SELECT count(*) FROM medicine WHERE FDA_approved  =  'No',tianyi,6ba77df3-3c07-440b-9df3-024551e47db9,"BL1, BE5, F1, D1a, CL1",zhengning,52c89aa9-aad0-4015-a36c-9af0a2687783,"CL1, BE5, D1a, A1a"
94,567,Find the ids of all the order items whose product id is 11.,SELECT Order_Items.order_id FROM Order_Items WHERE Order_Items.product_id = 11,SELECT order_item_id FROM order_items WHERE product_id = 11,tianyi,86aa14a1-318b-4338-9f49-dfb299722345,"BL1, F1, D1a",zhengning,238ebc33-4c2e-4132-8d30-e67ef3a84585,"BL1, A1a, D1a"
95,660,"Find the names of all artists that have ""a"" in their names.","SELECT Artist.Name FROM Artist WHERE Artist.Name LIKE ""% a %""","SELECT Name FROM ARTIST WHERE Name LIKE ""%a%""",tianyi,f5bc58af-dd51-4d2f-bfcf-9319bfd8f176,"BL1, D1c",zhengning,7786351f-f3fe-4bb6-b2c9-a0de707a7ecc,"BL1, D1"
96,1232,What are the name of courses that have at least five enrollments?,SELECT Course.CName FROM Course JOIN Enrolled_in ON Course.CID = Enrolled_in.CID GROUP BY Course.CID HAVING COUNT(*) >= 4,SELECT T1.CName FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID  =  T2.CID GROUP BY T2.CID HAVING COUNT(*)  >=  5,tianyi,e6115351-6189-4396-9b21-f71c32f48671,"D1c, D1",zhengning,c042edeb-bef6-462c-9f11-43e548b34767,
97,672,"Show the album names, ids and the number of tracks for each album.","SELECT Album.AlbumId, Track.AlbumId, COUNT(*) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId","SELECT T1.Title ,  T2.AlbumID ,  COUNT(*) FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId GROUP BY T2.AlbumID",tianyi,bc3c9d81-b08e-486a-8df0-6861eb7ccd3c,"D1, BL2",zhengning,1bb18190-f64b-48a4-a00d-929f93ecee35,"BL1, BN1, D1"
98,71,Sort the customer names in alphabetical order.,"SELECT ""Customers"" FROM Customers ORDER BY Customers.Customer_Details",SELECT customer_details FROM customers ORDER BY customer_details,tianyi,b76cb514-6af0-4a22-b1cf-fd35d6227ccd,,zhengning,da90f27b-fd84-4cf8-8790-b24b30c36e67,BN1
99,374,What are the different types of player positions?,SELECT DISTINCT Tryout.pPos FROM Tryout,SELECT count(DISTINCT pPos) FROM tryout,tianyi,89f4fadf-314a-4088-a621-ae6aeee9ce41,"L5, A2a, BL2",zhengning,c10e2650-24ae-430f-bb9b-2bc221945f18,"L5, BL1"
100,842,"Show institution types, along with the number of institutions and total enrollment for each type.","SELECT Institution.Type, COUNT(DISTINCT Institution.Enrollment), SUM(Institution.Enrollment) FROM Institution GROUP BY Institution.Type","SELECT TYPE ,  count(*) ,  sum(enrollment) FROM institution GROUP BY TYPE",tianyi,ac6fb8a3-8c30-4cc9-9a79-a34b1a7bc8fc,"L5, A2a, BL2",zhengning,825779ec-5dbc-44ec-9ca0-5d9a770073fd,"L5, BL1"
101,472,How many students play sports?,SELECT COUNT(DISTINCT Plays_Games.StuID) FROM Plays_Games,SELECT count(DISTINCT StuID) FROM Sportsinfo,tianyi,3f8d43c0-9cad-4db1-8f6f-f29433f2d1e6,"CM6, BL2",zhengning,331a8d40-cf3f-4041-8e4a-6f03fc4be7c8,"CM6, BL1"
102,387,Find the states where have some college students in tryout.,SELECT College.state FROM Tryout JOIN College ON Tryout.cName = College.cName,SELECT DISTINCT state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName,tianyi,d2bd7971-0e4f-42a1-b6ed-29b61b87caa4,"A1b, CM6",zhengning,44fe67a4-30c1-491e-9cc5-c964396a3bd8,"A1b, CM6"
103,735,How many universities have a location that contains NY?,"SELECT COUNT(*) FROM university WHERE university.Location LIKE ""% NY %""","SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%""",tianyi,9982c990-564a-4ebd-9a4b-8abbabd6eaaf,"A1b, D1c",zhengning,a3a201ad-6cfb-4c5b-8792-52df7d5d0920,"A1b, D1"
104,192,Find the number of customers in the banks at New York City.,"SELECT COUNT(*) FROM bank WHERE bank.city = ""New York""",SELECT sum(no_of_customers) FROM bank WHERE city  =  'New York City',tianyi,9abb54ad-738b-467c-842f-4c9675129021,,zhengning,6502b547-ec5e-4caa-971e-73060d59c3ae,"D1c, L4, D1"
105,90,Show all product colors.,SELECT Products.product_color FROM Products,SELECT DISTINCT product_color FROM Products,tianyi,ff06ac08-02e1-43d6-a2ff-c50670d3def7,"A1b, D1c",zhengning,0ef6c36c-9125-4685-9a88-4ba8b2b232bf,"A1b, D1c, L4"
106,106,How many budget record has a budget amount smaller than the invested amount?,SELECT COUNT(*) FROM budget WHERE budget.Budget_invested_percent < (SELECT MIN(budget.Invested) FROM budget),SELECT count(*) FROM budget WHERE budgeted  <  invested,tianyi,8193232c-0e34-4464-b92b-64209076050f,"A1b, BF4",zhengning,c31508bc-130e-48d9-81ab-c7485158d74b,"A1b, F3"
107,743,List the names of all players who have a crossing score higher than 90 and prefer their right foot.,SELECT Player.player_name FROM Player JOIN Player_Attributes ON Player.player_api_id = Player_Attributes.player_api_id WHERE Player_Attributes.crossing > 90,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.crossing  >  90 AND T2.preferred_foot  =  ""right""",tianyi,4b6374df-f253-468a-b689-2f449dbc140c,"A1b, BF4, F4",zhengning,61e4055a-bdb1-417b-98d2-708d48fb82fb,"A1b, F3, F4"
108,1166,"For each project id, how many tasks are there?","SELECT COUNT(*), Tasks.project_id FROM Tasks GROUP BY Tasks.project_id","SELECT count(*) ,  T1.project_details FROM Projects AS T1 JOIN Tasks AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id",tianyi,8d8b7c02-c1a9-46da-9be8-a60947f1516b,"BL1, A1b, BE5, F4, CM6",zhengning,23a0251f-44c4-44e5-9231-320a205708fc,"CM6, CE2, A1b, F4"
109,1295,"How many students are enrolled in colleges that have student accepted during tryouts, and in which states are those colleges?",SELECT COUNT(*) FROM Tryout JOIN College ON Tryout.cName = College.cName WHERE College.enr = College.enr + College.state,"SELECT DISTINCT T1.state ,  T1.enr FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.decision  =  'yes'",tianyi,df49c4f8-d779-4ee3-806e-094079ccdf10,"BE5, L4, BF4, CM6, A1b",zhengning,adf73495-8732-47cf-8fcb-87fa0383eb30,"BL3, D1, L4, CM6, CE2, A1b"
110,1277,What is the name of the school with smallest enrollment size per state?,SELECT College.cName FROM College GROUP BY College.state ORDER BY SUM(College.enr) LIMIT 1,"SELECT cName ,  state ,  min(enr) FROM college GROUP BY state",tianyi,12bf43b0-2861-480d-9b57-7b0b2bc59315,"BL1, KA1b, BL3, L4, BF4, A1b",zhengning,fff3fe59-aa7e-4c40-b4c6-82fc9aa0b4bc,"L5, AN2, D1, L4, A1b"
111,1288,Find the names of the students who are in the position of striker and got a yes tryout decision.,"SELECT Tryout.cName FROM Tryout WHERE Tryout.pPos = ""striker""",SELECT T1.pName FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'yes' AND T2.pPos  =  'striker',tianyi,06df03cd-9518-4ecd-aca5-77e0bd4a5cc5,"E1, KA1b, F4, BL3",zhengning,04527340-809f-4f37-9f7a-3a52a5488fcf,"L5, BL3, F4, AN2, CE2, CM6"
112,679,"Find the full name of the customer with the email ""luisg@embraer.com.br"".","SELECT Customer.FirstName, Customer.LastName FROM Customer WHERE Customer.Email = ""luisg @ embraer.com.br""","SELECT FirstName ,  LastName FROM CUSTOMER WHERE Email  =  ""luisg@embraer.com.br""",tianyi,2824497f-8b68-441a-b84d-44ae5e9d4427,"D1c, E1, F4",zhengning,c12ca1c5-0857-40b0-848e-bd6f6ec19127,"CM6, D1, F4, CE2"
113,1253,What is the location and name of the winning aircraft?,"SELECT match.Location, match.Winning_Aircraft FROM match JOIN aircraft ON match.Winning_Aircraft = aircraft.Aircraft_ID ORDER BY aircraft.Aircraft LIMIT 1","SELECT T2.Location ,  T1.Aircraft FROM aircraft AS T1 JOIN MATCH AS T2 ON T1.Aircraft_ID  =  T2.Winning_Aircraft",tianyi,9c96de90-4e56-4709-a7d3-1e519e96c408,"CM6, BL1, F3, D1c",zhengning,9e90c2e7-36ee-42a2-985c-c81eab189130,"D1, CL1"
114,1238,Find the student first and last names and grade points of all enrollments.,"SELECT Student.Fname, Student.LName, Enrolled_in.Grade FROM Enrolled_in JOIN Student ON Enrolled_in.StuID = Student.StuID","SELECT T3.Fname ,  T3.LName ,  T2.gradepoint FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID",tianyi,e6cf772a-5730-4310-8efb-e69a7b29b450,"CM6, F3, E1",zhengning,d98c36fe-1f54-497d-83c7-8f52688922f1,CE3
115,674,How many tracks belong to rock genre?,"SELECT COUNT(DISTINCT Track.Name) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""rock""","SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",tianyi,df50a654-e3e9-41c7-9bb6-09565e9f587e,"BL1, E1, A2a, D1a",zhengning,8eae65b6-1721-4fa1-b0ab-1b197bfeb4bf,"CE3, BL1, CL1, D1a"
116,1192,What are the names of all of Bob's friends?,"SELECT PersonFriend.name FROM Person JOIN PersonFriend ON Person.name = PersonFriend.friend WHERE PersonFriend.name = ""Bob""",SELECT T1.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Bob',tianyi,9b29b70e-cab7-4699-a9e9-c1c468d8ca6f,"A2a, BE5, BF4, D1a",zhengning,14179d64-6215-4028-8a33-bab87c26f709,"BL1, BE5, D1a, CL1, BF4"
117,972,What is the name of the bank branch with the greatest number of customers?,SELECT bank.branch_ID FROM bank ORDER BY bank.no_of_customers DESC LIMIT 1,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,tianyi,d5eea2e5-3510-4473-9026-db0e71d89528,"BL1, BE5, BF4",zhengning,51c798da-f0f7-4d4d-86ba-82346471e4c1,"BL1, CL1, BE5, BF4"
118,1391,"Find the address line 1 and 2 of the customer with email ""vbogisich@example.org"".","SELECT Customers.address_line_1, Customers.address_line_2 FROM Customers WHERE Customers.email_address = ""vbogisich @ example.org""","SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""",tianyi,6cbefb21-4458-4f00-9ad4-da856ec9a270,"BL1, D1c",zhengning,ac704dab-332a-4b34-b1a0-8623e4f973b2,"BL1, D1"
119,1100,What nurses are on call with block floor 1 and block code 1? Tell me their names.,SELECT Nurse.Name FROM Nurse JOIN On_Call ON Nurse.EmployeeID = On_Call.Nurse WHERE On_Call.BlockFloor = 1 AND On_Call.BlockCode = 1,SELECT nurse FROM on_call WHERE blockfloor  =  1 AND blockcode  =  1,tianyi,a729f323-8cb8-47a1-b144-048b8c13603f,"D1c, BL1, E1",zhengning,5af3eff0-16e5-403d-a913-f1e90c9fbbdf,"CM6, D1, E1"
120,226,What are the names of all the clubs starting with the oldest?,SELECT club.name FROM club ORDER BY club.Start_year LIMIT 1,SELECT name FROM club ORDER BY Start_year ASC,tianyi,3a69c66c-aa07-4b0f-bd9e-2cdf5da3a55f,"BL1, E1, Q1",zhengning,a5be4314-4172-4416-89e0-72cf3c510953,"CM6, K2, E1"
121,151,List the number of people injured by perpetrators in ascending order.,SELECT SUM(perpetrator.Injured) FROM perpetrator ORDER BY perpetrator.Injured ASC,SELECT Injured FROM perpetrator ORDER BY Injured ASC,tianyi,35ba0418-f362-44f2-92df-422c2e4b5004,L4,zhengning,8aa90629-7e84-4191-88d5-50556aa4683a,"K2, L4"
122,474,List ids for all student who are on scholarship.,SELECT Student.StuID FROM Student,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',tianyi,811f5b3f-7672-4fd1-b4ff-2fef4c9982b8,"CM6, L4, F4",zhengning,7258ae6a-d8ee-41dd-8a49-25a96f3410f5,"CM6, L4, F4"
123,809,Show the product ids and the number of unique orders containing each product.,"SELECT Order_Items.product_id, COUNT(DISTINCT Order_Items.product_id) FROM Order_Items GROUP BY Order_Items.product_id","SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id",tianyi,24902fe9-76a8-4ea2-adfa-b0ba3c625656,"CM6, BL1, F4",zhengning,e8ec6ef0-c8e1-47c8-aa91-26ea7d9d7b32,"CM6, BL1, F4"
124,812,How many different products correspond to each order id?,SELECT COUNT(DISTINCT Order_Items.product_id) FROM Order_Items,"SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id",tianyi,b7a25501-950c-406f-be3f-a6a9a10a4f37,"BL1, BL3, AN2",zhengning,986c69a5-4aae-44ef-96bb-89cb83ed0ee2,"BL1, BL3, AN2"
