,Unnamed: 0,sql_id,nl_query,sql,GT_sql,tianyi_code,zhengn_code
85,85,1071,Which channels are broadcast in the morning? Give me the channel names.,"SELECT channel.Name FROM channel JOIN broadcast ON channel.Channel_ID = broadcast.Channel_ID WHERE broadcast.Time_of_day = ""morning""",SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning',"BL1, E1, D1a","BL1, CE2, D1a"
86,86,75,Find the number of distinct stages in claim processing.,SELECT COUNT(DISTINCT Claims_Processing.Claim_Stage_ID) FROM Claims_Processing,SELECT count(*) FROM claims_processing_stages,"BL1, D1a",
87,87,892,List the names of entrepreneurs and their companies in descending order of money requested?,"SELECT people.Name, entrepreneur.Company FROM entrepreneur JOIN people ON entrepreneur.People_ID = people.People_ID ORDER BY entrepreneur.Money_Requested DESC","SELECT T2.Name ,  T1.Company FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested","BL1, K2","K2, D1a"
88,88,504,Show the types of schools that have two schools.,SELECT school.Type FROM school GROUP BY school.Type HAVING COUNT(*) >= 2,SELECT TYPE FROM school GROUP BY TYPE HAVING count(*)  =  2,"K2, F1","K2, F1"
89,89,45,How many medicines have the FDA approval status 'No' ?,"SELECT COUNT(*) FROM medicine WHERE medicine.FDA_approved = ""no""",SELECT count(*) FROM medicine WHERE FDA_approved  =  'No',"F1, D1a","F1, D1a"
90,90,1083,Return the name of each physician and the number of patients he or she treats.,"SELECT Physician.Name, COUNT(*) FROM Physician JOIN Prescribes ON Physician.EmployeeID = Prescribes.Physician GROUP BY Physician.Name","SELECT T1.name ,  count(*) FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid  =  T2.PCP GROUP BY T1.employeeid","BN1, BE5, D1a","CE3, BN1, D1a"
91,91,662,"Find the title of all the albums of the artist ""AC/DC"".","SELECT Album.Title FROM Album JOIN Artist ON Album.ArtistId = Artist.ArtistId WHERE Artist.Name = ""AC / DC""","SELECT Title FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId WHERE T2.Name  =  ""AC/DC""","D1c, BN1, BE5","CE3, D1, BN1"
92,92,651,What are the names of catalog entries with level number 8?,SELECT Catalogs.catalog_name FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_entry_id WHERE Catalog_Contents.catalog_level_number = 8,"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id  =  t2.catalog_entry_id WHERE t2.catalog_level_number  =  ""8""","D1c, CL1","D1, CL1, CE3"
93,93,46,How many medicines were not approved by the FDA?,"SELECT COUNT(*) FROM medicine WHERE medicine.FDA_approved != ""no""",SELECT count(*) FROM medicine WHERE FDA_approved  =  'No',"F1, D1a, CL1","CL1, D1a, F1"
94,94,567,Find the ids of all the order items whose product id is 11.,SELECT Order_Items.order_id FROM Order_Items WHERE Order_Items.product_id = 11,SELECT order_item_id FROM order_items WHERE product_id = 11,"BL1, A1a, D1a","BL1, A1a, D1a"
95,95,660,"Find the names of all artists that have ""a"" in their names.","SELECT Artist.Name FROM Artist WHERE Artist.Name LIKE ""% a %""","SELECT Name FROM ARTIST WHERE Name LIKE ""%a%""","BL1, D1c","BL1, D1"
96,96,1232,What are the name of courses that have at least five enrollments?,SELECT Course.CName FROM Course JOIN Enrolled_in ON Course.CID = Enrolled_in.CID GROUP BY Course.CID HAVING COUNT(*) >= 4,SELECT T1.CName FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID  =  T2.CID GROUP BY T2.CID HAVING COUNT(*)  >=  5,"D1c, D1",
97,97,672,"Show the album names, ids and the number of tracks for each album.","SELECT Album.AlbumId, Track.AlbumId, COUNT(*) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId","SELECT T1.Title ,  T2.AlbumID ,  COUNT(*) FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId GROUP BY T2.AlbumID","D1, BL2","BL1, BN1, D1"
98,98,71,Sort the customer names in alphabetical order.,"SELECT ""Customers"" FROM Customers ORDER BY Customers.Customer_Details",SELECT customer_details FROM customers ORDER BY customer_details,,BN1
99,99,374,What are the different types of player positions?,SELECT DISTINCT Tryout.pPos FROM Tryout,SELECT count(DISTINCT pPos) FROM tryout,"L5, A2a, BL2","L5, BL1"
100,100,842,"Show institution types, along with the number of institutions and total enrollment for each type.","SELECT Institution.Type, COUNT(DISTINCT Institution.Enrollment), SUM(Institution.Enrollment) FROM Institution GROUP BY Institution.Type","SELECT TYPE ,  count(*) ,  sum(enrollment) FROM institution GROUP BY TYPE","L5, A2a, BL2","L5, BL1"
101,101,472,How many students play sports?,SELECT COUNT(DISTINCT Plays_Games.StuID) FROM Plays_Games,SELECT count(DISTINCT StuID) FROM Sportsinfo,CL1,CL1
102,102,387,Find the states where have some college students in tryout.,SELECT College.state FROM Tryout JOIN College ON Tryout.cName = College.cName,SELECT DISTINCT state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName,"A1b, CL1","A1b, CL1"
103,103,735,How many universities have a location that contains NY?,"SELECT COUNT(*) FROM university WHERE university.Location LIKE ""% NY %""","SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%""","A1b, D1c","A1b, D1"
104,104,192,Find the number of customers in the banks at New York City.,"SELECT COUNT(*) FROM bank WHERE bank.city = ""New York""",SELECT sum(no_of_customers) FROM bank WHERE city  =  'New York City',,"D1c, L4, D1"
105,105,90,Show all product colors.,SELECT Products.product_color FROM Products,SELECT DISTINCT product_color FROM Products,"A1b, D1c","A1b, D1c, L4"
106,106,106,How many budget record has a budget amount smaller than the invested amount?,SELECT COUNT(*) FROM budget WHERE budget.Budget_invested_percent < (SELECT MIN(budget.Invested) FROM budget),SELECT count(*) FROM budget WHERE budgeted  <  invested,"A1b, BF4","A1b, F3"
107,107,743,List the names of all players who have a crossing score higher than 90 and prefer their right foot.,SELECT Player.player_name FROM Player JOIN Player_Attributes ON Player.player_api_id = Player_Attributes.player_api_id WHERE Player_Attributes.crossing > 90,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.crossing  >  90 AND T2.preferred_foot  =  ""right""","A1b, BF4, F4","A1b, F3, F4"
108,108,1166,"For each project id, how many tasks are there?","SELECT COUNT(*), Tasks.project_id FROM Tasks GROUP BY Tasks.project_id","SELECT count(*) ,  T1.project_details FROM Projects AS T1 JOIN Tasks AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id","BL1, A1b, BE5, F4, CL1","CL1, CE2, A1b, F4, BL1"
109,109,1295,"How many students are enrolled in colleges that have student accepted during tryouts, and in which states are those colleges?",SELECT COUNT(*) FROM Tryout JOIN College ON Tryout.cName = College.cName WHERE College.enr = College.enr + College.state,"SELECT DISTINCT T1.state ,  T1.enr FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.decision  =  'yes'","BE5, L4, BF4, CL1, A1b","BL3, D1, L4, CL1, CE2, A1b"
110,110,1277,What is the name of the school with smallest enrollment size per state?,SELECT College.cName FROM College GROUP BY College.state ORDER BY SUM(College.enr) LIMIT 1,"SELECT cName ,  state ,  min(enr) FROM college GROUP BY state","BL1, BL3, L4, BF4, A1b","L5, AN2, D1, L4, A1b, BL3"
111,111,1288,Find the names of the students who are in the position of striker and got a yes tryout decision.,"SELECT Tryout.cName FROM Tryout WHERE Tryout.pPos = ""striker""",SELECT T1.pName FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'yes' AND T2.pPos  =  'striker',"E1, F4, BL3","L5, BL3, F4, AN2, CE2, CL1"
112,112,679,"Find the full name of the customer with the email ""luisg@embraer.com.br"".","SELECT Customer.FirstName, Customer.LastName FROM Customer WHERE Customer.Email = ""luisg @ embraer.com.br""","SELECT FirstName ,  LastName FROM CUSTOMER WHERE Email  =  ""luisg@embraer.com.br""","D1c, E1, F4","CL1, D1, F4, CE2"
113,113,1253,What is the location and name of the winning aircraft?,"SELECT match.Location, match.Winning_Aircraft FROM match JOIN aircraft ON match.Winning_Aircraft = aircraft.Aircraft_ID ORDER BY aircraft.Aircraft LIMIT 1","SELECT T2.Location ,  T1.Aircraft FROM aircraft AS T1 JOIN MATCH AS T2 ON T1.Aircraft_ID  =  T2.Winning_Aircraft","CL1, BL1, F3, D1c","D1, CL1, N3"
114,114,1238,Find the student first and last names and grade points of all enrollments.,"SELECT Student.Fname, Student.LName, Enrolled_in.Grade FROM Enrolled_in JOIN Student ON Enrolled_in.StuID = Student.StuID","SELECT T3.Fname ,  T3.LName ,  T2.gradepoint FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID","CL1, E1",CE3
115,115,674,How many tracks belong to rock genre?,"SELECT COUNT(DISTINCT Track.Name) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""rock""","SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""","CL1, E1, A2a, D1a","CE3, CL1, D1a"
116,116,1192,What are the names of all of Bob's friends?,"SELECT PersonFriend.name FROM Person JOIN PersonFriend ON Person.name = PersonFriend.friend WHERE PersonFriend.name = ""Bob""",SELECT T1.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Bob',"CL1, BE5, BF4, D1a","BE5, D1a, CL1, BF4"
117,117,972,What is the name of the bank branch with the greatest number of customers?,SELECT bank.branch_ID FROM bank ORDER BY bank.no_of_customers DESC LIMIT 1,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,"CL1, BE5, BF4","CL1, BE5, BF4"
118,118,1391,"Find the address line 1 and 2 of the customer with email ""vbogisich@example.org"".","SELECT Customers.address_line_1, Customers.address_line_2 FROM Customers WHERE Customers.email_address = ""vbogisich @ example.org""","SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""","BL1, D1c","BL1, D1"
119,119,1100,What nurses are on call with block floor 1 and block code 1? Tell me their names.,SELECT Nurse.Name FROM Nurse JOIN On_Call ON Nurse.EmployeeID = On_Call.Nurse WHERE On_Call.BlockFloor = 1 AND On_Call.BlockCode = 1,SELECT nurse FROM on_call WHERE blockfloor  =  1 AND blockcode  =  1,"D1c, CL1, E1","CL1, D1, E1"
120,120,226,What are the names of all the clubs starting with the oldest?,SELECT club.name FROM club ORDER BY club.Start_year LIMIT 1,SELECT name FROM club ORDER BY Start_year ASC,"CL1, E1, Q1","CL1, K2, E1, Q1"
121,121,151,List the number of people injured by perpetrators in ascending order.,SELECT SUM(perpetrator.Injured) FROM perpetrator ORDER BY perpetrator.Injured ASC,SELECT Injured FROM perpetrator ORDER BY Injured ASC,L4,"K2, L4"
122,122,474,List ids for all student who are on scholarship.,SELECT Student.StuID FROM Student,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',"CL1, L4, F4","CL1, L4, F4"
123,123,809,Show the product ids and the number of unique orders containing each product.,"SELECT Order_Items.product_id, COUNT(DISTINCT Order_Items.product_id) FROM Order_Items GROUP BY Order_Items.product_id","SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id","CL1, BL1, F4","CL1, F4"
124,124,812,How many different products correspond to each order id?,SELECT COUNT(DISTINCT Order_Items.product_id) FROM Order_Items,"SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id","BL1, BL3, AN2","BL1, BL3, AN2"
125,125,1034,What is the name of the song that was released in the most recent year?,SELECT song.song_name FROM song ORDER BY song.releasedate DESC LIMIT 1,"SELECT song_name ,  releasedate FROM song ORDER BY releasedate DESC LIMIT 1",AN2,AN2
126,126,297,How many Patent outcomes are generated from all the projects?,SELECT COUNT(*) FROM Project_Outcomes,SELECT count(*) FROM Project_outcomes WHERE outcome_code  =  'Patent',"F4, BL3","F4, BL3"
127,127,946,"For each county, find the name of the county and the number of delegates from that county.","SELECT county.County_name, COUNT(*) FROM county GROUP BY county.County_name","SELECT T1.County_name ,  COUNT(*) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id","BN1, E1, F4","CE2, BN1, F4"
128,128,1070,Find the names of the channels that are broadcast in the morning.,"SELECT channel.Name FROM channel JOIN broadcast ON channel.Channel_ID = broadcast.Channel_ID WHERE broadcast.Time_of_day = ""morning""",SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning',"BN1, E1, D1a","CE2, BN1, D1a"
129,129,1285,What are the names and hours spent practicing of every student who received a yes at tryouts?,"SELECT Tryout.cName, Player.HS FROM Tryout JOIN Player ON Tryout.pID = Player.pID WHERE Player.yCard = ""VALUE""","SELECT T1.pName ,  T1.HS FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'yes'","CL1, BF4, D1a","CF5, CL1, D1a"
130,130,624,"What is the weekly rank for the episode ""A Love of a Lifetime""?","SELECT TV_series.Weekly_Rank FROM TV_series WHERE TV_series.Episode = ""A Love of A Lifetime""","SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";","CL1, BF4, D1a","CF5, CL1, D1a"
131,131,1349,What are the card numbers of members from Kentucky?,"SELECT member.Card_Number FROM member WHERE member.Hometown = ""Kentucky""","SELECT card_number FROM member WHERE Hometown LIKE ""%Kentucky%""","P2, D1a","D1, D1a, P1"
132,132,1037,Find the id of the song that lasts the longest.,SELECT song.f_id FROM song ORDER BY song.f_id DESC LIMIT 1,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1,"P2, K3","CL1, D1, K3"
133,133,1298,"List the open date of open year of the shop named ""Apple"".","SELECT shop.Open_Date FROM shop WHERE shop.Shop_Name = ""Apple""","SELECT Open_Date ,  Open_Year FROM shop WHERE Shop_Name  =  ""Apple""",BL3,"CL1, BL3"
134,134,1244,"What are the number of international and domestic passengers of the airport named London ""Heathrow""?","SELECT airport.International_Passengers FROM airport WHERE airport.Airport_Name = ""London"" AND airport.Domestic_Passengers = ""Heathrow""","SELECT International_Passengers ,  Domestic_Passengers FROM airport WHERE Airport_Name  =  ""London Heathrow""","K3, F4, D1c",D1
135,135,332,What are the course names for courses taught on MTW?,"SELECT Course.CName FROM Course WHERE Course.CID = ""MTW""","SELECT CName FROM COURSE WHERE Days  =  ""MTW""","F4, BL3, BF4, D1c","D1, BF4, BL3"
136,136,719,What are the public schools and what are their locations?,SELECT university.Location FROM university,"SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'","BF4, F4, BL3","BF4, F4, BL3"
137,137,1402,What are the last names for all scholarship students?,SELECT Student.LName FROM Student,SELECT T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T1.onscholarship  =  'Y',,"BL3, CE2"
