,sql_id,nl_query,sql,GT_sql,zhengn,record_id_y,error_classification_y
76,771,"Show the id, the account name, and other account details for all accounts by the customer with first name 'Meaghan'.","SELECT Accounts.account_id, Accounts.account_name, Accounts.other_account_details FROM Customers JOIN Accounts ON Customers.customer_id = Accounts.customer_id WHERE Customers.customer_first_name = ""Meaghan""","SELECT T1.account_id ,  T1.date_account_opened ,  T1.account_name ,  T1.other_account_details FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.customer_first_name  =  'Meaghan'",zhengning,5250d6e2-18bc-4e9b-bb1c-31e09f1f2eec,"BL3, D1a"
77,806,"What are the different product names, and what is the sum of quantity ordered for each product?","SELECT Products.product_name, SUM(Order_Items.product_quantity) FROM Order_Items JOIN Products ON Order_Items.product_id = Products.product_id GROUP BY Order_Items.product_id","SELECT T2.product_name ,  sum(T1.product_quantity) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id GROUP BY T2.product_name",zhengning,cc7a0a37-ed81-4705-8fa3-2d094387e57d,"CF5, BL3"
78,593,In which years cars were produced weighing no less than 3000 and no more than 4000 ?,SELECT cars_data.Year FROM cars_data WHERE cars_data.Weight <= 3000 AND 4000,select distinct year from cars_data where weight between 3000 and 4000;,zhengning,298a1d85-a363-4be5-931a-933ee7fcd72e,"A1b, D1, CF5"
79,208,Find the name of bank branches that provided some loans.,SELECT DISTINCT bank.branch_ID FROM bank JOIN loan ON bank.branch_ID = loan.branch_ID,SELECT DISTINCT T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id,zhengning,d81aa624-4a7d-401a-8ced-06e42c2f84f4,"A1b, BL1, D1"
80,350,What are the descriptions for the aircrafts?,SELECT aircraft.Description FROM aircraft JOIN airport_aircraft ON aircraft.Aircraft_ID = airport_aircraft.Aircraft_ID,SELECT Description FROM aircraft,zhengning,fa138526-4031-4602-909b-7b8328370210,E1
81,874,"For each document, list the number of employees who have showed up in the circulation history of that document. List the document ids and number of employees.","SELECT Circulation_History.document_id, COUNT(*) FROM Circulation_History GROUP BY Circulation_History.document_id","SELECT document_id ,  count(DISTINCT employee_id) FROM Circulation_History GROUP BY document_id;",zhengning,92c12341-bcaf-441b-8217-07f996e119fc,E1
82,630,Show the name and number of employees for the departments managed by heads whose temporary acting value is 'Yes'?,"SELECT department.Name, COUNT(*) FROM management JOIN department ON department.Department_ID = management.head_ID WHERE management.temporary_acting = ""yes""","SELECT T1.name ,  T1.num_employees FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id WHERE T2.temporary_acting  =  'Yes'",zhengning,4b4175a8-ab4a-4be2-aa96-5de96fb27d9d,"CL1, D1a"
83,968,What are the names and account balances of customers with the letter a in their names?,"SELECT customer.cust_name, customer.acc_bal FROM customer WHERE customer.cust_name LIKE ""% a %""","SELECT cust_name ,  acc_bal FROM customer WHERE cust_name LIKE '%a%'",zhengning,bee3fa51-438a-4d4e-82aa-84adaefdd67e,"CL1, D1, D1a"
84,1273,"For each position, what is the minimum time students spent practicing?","SELECT Tryout.pPos, MIN(*) FROM Tryout GROUP BY Tryout.pPos","SELECT min(T2.HS) ,   T1.pPos FROM tryout AS T1 JOIN player AS T2 ON T1.pID  =  T2.pID GROUP BY T1.pPos",zhengning,31648555-3150-47c9-9624-5adb48f2b65d,"BL1, CE2, D1"
85,1071,Which channels are broadcast in the morning? Give me the channel names.,"SELECT channel.Name FROM channel JOIN broadcast ON channel.Channel_ID = broadcast.Channel_ID WHERE broadcast.Time_of_day = ""morning""",SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning',zhengning,6126134e-eba0-4d3c-89bd-f7e0d1e19099,"BL1, CE2, D1a"
86,75,Find the number of distinct stages in claim processing.,SELECT COUNT(DISTINCT Claims_Processing.Claim_Stage_ID) FROM Claims_Processing,SELECT count(*) FROM claims_processing_stages,zhengning,fa26217a-7d3c-4fc0-9de1-181e91890599,
87,892,List the names of entrepreneurs and their companies in descending order of money requested?,"SELECT people.Name, entrepreneur.Company FROM entrepreneur JOIN people ON entrepreneur.People_ID = people.People_ID ORDER BY entrepreneur.Money_Requested DESC","SELECT T2.Name ,  T1.Company FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested",zhengning,1291794a-a613-4f5a-883a-c29e83cb5dfa,"K2, D1a"
88,504,Show the types of schools that have two schools.,SELECT school.Type FROM school GROUP BY school.Type HAVING COUNT(*) >= 2,SELECT TYPE FROM school GROUP BY TYPE HAVING count(*)  =  2,zhengning,e15de48a-7858-4765-a02d-b6ea13f3f02d,"K2, F1"
89,45,How many medicines have the FDA approval status 'No' ?,"SELECT COUNT(*) FROM medicine WHERE medicine.FDA_approved = ""no""",SELECT count(*) FROM medicine WHERE FDA_approved  =  'No',zhengning,a27b5d23-d88d-48c3-9978-eb8500daaf22,"F1, D1a"
90,1083,Return the name of each physician and the number of patients he or she treats.,"SELECT Physician.Name, COUNT(*) FROM Physician JOIN Prescribes ON Physician.EmployeeID = Prescribes.Physician GROUP BY Physician.Name","SELECT T1.name ,  count(*) FROM physician AS T1 JOIN patient AS T2 ON T1.employeeid  =  T2.PCP GROUP BY T1.employeeid",zhengning,4958deb4-f854-425a-b705-f2885e533664,"CE3, BN1, D1a"
91,662,"Find the title of all the albums of the artist ""AC/DC"".","SELECT Album.Title FROM Album JOIN Artist ON Album.ArtistId = Artist.ArtistId WHERE Artist.Name = ""AC / DC""","SELECT Title FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId WHERE T2.Name  =  ""AC/DC""",zhengning,1433dee9-30c1-4112-8977-bb3b1049b9b9,"CE3, D1, BN1"
92,651,What are the names of catalog entries with level number 8?,SELECT Catalogs.catalog_name FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_entry_id WHERE Catalog_Contents.catalog_level_number = 8,"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id  =  t2.catalog_entry_id WHERE t2.catalog_level_number  =  ""8""",zhengning,c76844ad-36ea-4d93-8e71-d72a4bf92ac6,"D1, CL1, CE3"
93,46,How many medicines were not approved by the FDA?,"SELECT COUNT(*) FROM medicine WHERE medicine.FDA_approved != ""no""",SELECT count(*) FROM medicine WHERE FDA_approved  =  'No',zhengning,52c89aa9-aad0-4015-a36c-9af0a2687783,"CL1, D1a, A1a"
94,567,Find the ids of all the order items whose product id is 11.,SELECT Order_Items.order_id FROM Order_Items WHERE Order_Items.product_id = 11,SELECT order_item_id FROM order_items WHERE product_id = 11,zhengning,238ebc33-4c2e-4132-8d30-e67ef3a84585,"BL1, A1a, D1a"
95,660,"Find the names of all artists that have ""a"" in their names.","SELECT Artist.Name FROM Artist WHERE Artist.Name LIKE ""% a %""","SELECT Name FROM ARTIST WHERE Name LIKE ""%a%""",zhengning,7786351f-f3fe-4bb6-b2c9-a0de707a7ecc,"BL1, D1"
96,1232,What are the name of courses that have at least five enrollments?,SELECT Course.CName FROM Course JOIN Enrolled_in ON Course.CID = Enrolled_in.CID GROUP BY Course.CID HAVING COUNT(*) >= 4,SELECT T1.CName FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID  =  T2.CID GROUP BY T2.CID HAVING COUNT(*)  >=  5,zhengning,c042edeb-bef6-462c-9f11-43e548b34767,
97,672,"Show the album names, ids and the number of tracks for each album.","SELECT Album.AlbumId, Track.AlbumId, COUNT(*) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId","SELECT T1.Title ,  T2.AlbumID ,  COUNT(*) FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId GROUP BY T2.AlbumID",zhengning,1bb18190-f64b-48a4-a00d-929f93ecee35,"BL1, BN1, D1"
98,71,Sort the customer names in alphabetical order.,"SELECT ""Customers"" FROM Customers ORDER BY Customers.Customer_Details",SELECT customer_details FROM customers ORDER BY customer_details,zhengning,da90f27b-fd84-4cf8-8790-b24b30c36e67,BN1
99,374,What are the different types of player positions?,SELECT DISTINCT Tryout.pPos FROM Tryout,SELECT count(DISTINCT pPos) FROM tryout,zhengning,c10e2650-24ae-430f-bb9b-2bc221945f18,"L5, BL1"
100,842,"Show institution types, along with the number of institutions and total enrollment for each type.","SELECT Institution.Type, COUNT(DISTINCT Institution.Enrollment), SUM(Institution.Enrollment) FROM Institution GROUP BY Institution.Type","SELECT TYPE ,  count(*) ,  sum(enrollment) FROM institution GROUP BY TYPE",zhengning,825779ec-5dbc-44ec-9ca0-5d9a770073fd,"L5, BL1"
101,472,How many students play sports?,SELECT COUNT(DISTINCT Plays_Games.StuID) FROM Plays_Games,SELECT count(DISTINCT StuID) FROM Sportsinfo,zhengning,331a8d40-cf3f-4041-8e4a-6f03fc4be7c8,CL1
102,387,Find the states where have some college students in tryout.,SELECT College.state FROM Tryout JOIN College ON Tryout.cName = College.cName,SELECT DISTINCT state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName,zhengning,44fe67a4-30c1-491e-9cc5-c964396a3bd8,"A1b, CL1"
103,735,How many universities have a location that contains NY?,"SELECT COUNT(*) FROM university WHERE university.Location LIKE ""% NY %""","SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%""",zhengning,a3a201ad-6cfb-4c5b-8792-52df7d5d0920,"A1b, D1"
104,192,Find the number of customers in the banks at New York City.,"SELECT COUNT(*) FROM bank WHERE bank.city = ""New York""",SELECT sum(no_of_customers) FROM bank WHERE city  =  'New York City',zhengning,6502b547-ec5e-4caa-971e-73060d59c3ae,"D1c, L4, D1"
105,90,Show all product colors.,SELECT Products.product_color FROM Products,SELECT DISTINCT product_color FROM Products,zhengning,0ef6c36c-9125-4685-9a88-4ba8b2b232bf,"A1b, D1c, L4"
106,106,How many budget record has a budget amount smaller than the invested amount?,SELECT COUNT(*) FROM budget WHERE budget.Budget_invested_percent < (SELECT MIN(budget.Invested) FROM budget),SELECT count(*) FROM budget WHERE budgeted  <  invested,zhengning,c31508bc-130e-48d9-81ab-c7485158d74b,"A1b, F3"
107,743,List the names of all players who have a crossing score higher than 90 and prefer their right foot.,SELECT Player.player_name FROM Player JOIN Player_Attributes ON Player.player_api_id = Player_Attributes.player_api_id WHERE Player_Attributes.crossing > 90,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.crossing  >  90 AND T2.preferred_foot  =  ""right""",zhengning,61e4055a-bdb1-417b-98d2-708d48fb82fb,"A1b, F3, F4"
108,1166,"For each project id, how many tasks are there?","SELECT COUNT(*), Tasks.project_id FROM Tasks GROUP BY Tasks.project_id","SELECT count(*) ,  T1.project_details FROM Projects AS T1 JOIN Tasks AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id",zhengning,23a0251f-44c4-44e5-9231-320a205708fc,"CL1, CE2, A1b, F4"
109,1295,"How many students are enrolled in colleges that have student accepted during tryouts, and in which states are those colleges?",SELECT COUNT(*) FROM Tryout JOIN College ON Tryout.cName = College.cName WHERE College.enr = College.enr + College.state,"SELECT DISTINCT T1.state ,  T1.enr FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.decision  =  'yes'",zhengning,adf73495-8732-47cf-8fcb-87fa0383eb30,"BL3, D1, L4, CL1, CE2, A1b"
110,1277,What is the name of the school with smallest enrollment size per state?,SELECT College.cName FROM College GROUP BY College.state ORDER BY SUM(College.enr) LIMIT 1,"SELECT cName ,  state ,  min(enr) FROM college GROUP BY state",zhengning,fff3fe59-aa7e-4c40-b4c6-82fc9aa0b4bc,"L5, AN2, D1, L4, A1b"
111,1288,Find the names of the students who are in the position of striker and got a yes tryout decision.,"SELECT Tryout.cName FROM Tryout WHERE Tryout.pPos = ""striker""",SELECT T1.pName FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'yes' AND T2.pPos  =  'striker',zhengning,04527340-809f-4f37-9f7a-3a52a5488fcf,"L5, BL3, F4, AN2, CE2, CL1"
112,679,"Find the full name of the customer with the email ""luisg@embraer.com.br"".","SELECT Customer.FirstName, Customer.LastName FROM Customer WHERE Customer.Email = ""luisg @ embraer.com.br""","SELECT FirstName ,  LastName FROM CUSTOMER WHERE Email  =  ""luisg@embraer.com.br""",zhengning,c12ca1c5-0857-40b0-848e-bd6f6ec19127,"CL1, D1, F4, CE2"
113,1253,What is the location and name of the winning aircraft?,"SELECT match.Location, match.Winning_Aircraft FROM match JOIN aircraft ON match.Winning_Aircraft = aircraft.Aircraft_ID ORDER BY aircraft.Aircraft LIMIT 1","SELECT T2.Location ,  T1.Aircraft FROM aircraft AS T1 JOIN MATCH AS T2 ON T1.Aircraft_ID  =  T2.Winning_Aircraft",zhengning,9e90c2e7-36ee-42a2-985c-c81eab189130,"D1, CL1, N3"
114,1238,Find the student first and last names and grade points of all enrollments.,"SELECT Student.Fname, Student.LName, Enrolled_in.Grade FROM Enrolled_in JOIN Student ON Enrolled_in.StuID = Student.StuID","SELECT T3.Fname ,  T3.LName ,  T2.gradepoint FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID",zhengning,d98c36fe-1f54-497d-83c7-8f52688922f1,CE3
115,674,How many tracks belong to rock genre?,"SELECT COUNT(DISTINCT Track.Name) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""rock""","SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",zhengning,8eae65b6-1721-4fa1-b0ab-1b197bfeb4bf,"CE3, CL1, D1a"
116,1192,What are the names of all of Bob's friends?,"SELECT PersonFriend.name FROM Person JOIN PersonFriend ON Person.name = PersonFriend.friend WHERE PersonFriend.name = ""Bob""",SELECT T1.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Bob',zhengning,14179d64-6215-4028-8a33-bab87c26f709,"BE5, D1a, CL1, BF4"
117,972,What is the name of the bank branch with the greatest number of customers?,SELECT bank.branch_ID FROM bank ORDER BY bank.no_of_customers DESC LIMIT 1,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,zhengning,51c798da-f0f7-4d4d-86ba-82346471e4c1,"CL1, BE5, BF4"
118,1391,"Find the address line 1 and 2 of the customer with email ""vbogisich@example.org"".","SELECT Customers.address_line_1, Customers.address_line_2 FROM Customers WHERE Customers.email_address = ""vbogisich @ example.org""","SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""",zhengning,ac704dab-332a-4b34-b1a0-8623e4f973b2,"BL1, D1"
119,1100,What nurses are on call with block floor 1 and block code 1? Tell me their names.,SELECT Nurse.Name FROM Nurse JOIN On_Call ON Nurse.EmployeeID = On_Call.Nurse WHERE On_Call.BlockFloor = 1 AND On_Call.BlockCode = 1,SELECT nurse FROM on_call WHERE blockfloor  =  1 AND blockcode  =  1,zhengning,5af3eff0-16e5-403d-a913-f1e90c9fbbdf,"CL1, D1, E1"
120,226,What are the names of all the clubs starting with the oldest?,SELECT club.name FROM club ORDER BY club.Start_year LIMIT 1,SELECT name FROM club ORDER BY Start_year ASC,zhengning,a5be4314-4172-4416-89e0-72cf3c510953,"CL1, K2, E1, Q1"
121,151,List the number of people injured by perpetrators in ascending order.,SELECT SUM(perpetrator.Injured) FROM perpetrator ORDER BY perpetrator.Injured ASC,SELECT Injured FROM perpetrator ORDER BY Injured ASC,zhengning,8aa90629-7e84-4191-88d5-50556aa4683a,"K2, L4"
122,474,List ids for all student who are on scholarship.,SELECT Student.StuID FROM Student,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',zhengning,7258ae6a-d8ee-41dd-8a49-25a96f3410f5,"CL1, L4, F4"
123,809,Show the product ids and the number of unique orders containing each product.,"SELECT Order_Items.product_id, COUNT(DISTINCT Order_Items.product_id) FROM Order_Items GROUP BY Order_Items.product_id","SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id",zhengning,e8ec6ef0-c8e1-47c8-aa91-26ea7d9d7b32,"CL1, F4"
124,812,How many different products correspond to each order id?,SELECT COUNT(DISTINCT Order_Items.product_id) FROM Order_Items,"SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id",zhengning,986c69a5-4aae-44ef-96bb-89cb83ed0ee2,"BL1, BL3, AN2"
125,1034,What is the name of the song that was released in the most recent year?,SELECT song.song_name FROM song ORDER BY song.releasedate DESC LIMIT 1,"SELECT song_name ,  releasedate FROM song ORDER BY releasedate DESC LIMIT 1",zhengning,202e1aa7-93cd-446c-8c57-32984add257b,AN2
126,297,How many Patent outcomes are generated from all the projects?,SELECT COUNT(*) FROM Project_Outcomes,SELECT count(*) FROM Project_outcomes WHERE outcome_code  =  'Patent',zhengning,d714bd43-3f40-460e-aa7a-7d5b020ffc3d,"F4, BL3"
127,946,"For each county, find the name of the county and the number of delegates from that county.","SELECT county.County_name, COUNT(*) FROM county GROUP BY county.County_name","SELECT T1.County_name ,  COUNT(*) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id",zhengning,df2fbe25-78d6-40f6-9c27-0ddc0961cde6,"CE2, BN1, F4"
128,1070,Find the names of the channels that are broadcast in the morning.,"SELECT channel.Name FROM channel JOIN broadcast ON channel.Channel_ID = broadcast.Channel_ID WHERE broadcast.Time_of_day = ""morning""",SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning',zhengning,8ee8876b-f9c4-4c23-89fa-84b3a29fcfcc,"CE2, BN1, D1a"
129,1285,What are the names and hours spent practicing of every student who received a yes at tryouts?,"SELECT Tryout.cName, Player.HS FROM Tryout JOIN Player ON Tryout.pID = Player.pID WHERE Player.yCard = ""VALUE""","SELECT T1.pName ,  T1.HS FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'yes'",zhengning,98aea79b-7de3-4ffd-a5a1-da835c25db82,"CF5, CL1, D1a"
130,624,"What is the weekly rank for the episode ""A Love of a Lifetime""?","SELECT TV_series.Weekly_Rank FROM TV_series WHERE TV_series.Episode = ""A Love of A Lifetime""","SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",zhengning,80b140d5-99b9-495d-bccb-3f023bb6ed8a,"CF5, CL1, D1a"
131,1349,What are the card numbers of members from Kentucky?,"SELECT member.Card_Number FROM member WHERE member.Hometown = ""Kentucky""","SELECT card_number FROM member WHERE Hometown LIKE ""%Kentucky%""",zhengning,0c6ac0a6-f683-4b14-8470-60cf398e91dc,"D1, D1a, P1"
132,1037,Find the id of the song that lasts the longest.,SELECT song.f_id FROM song ORDER BY song.f_id DESC LIMIT 1,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1,zhengning,300ec568-aef8-40ee-aa83-d80dda96f6a3,"CL1, D1, K3"
133,1298,"List the open date of open year of the shop named ""Apple"".","SELECT shop.Open_Date FROM shop WHERE shop.Shop_Name = ""Apple""","SELECT Open_Date ,  Open_Year FROM shop WHERE Shop_Name  =  ""Apple""",zhengning,01767e06-c90b-4e0a-9d65-b5576ed53a86,"CL1, BL3"
134,1244,"What are the number of international and domestic passengers of the airport named London ""Heathrow""?","SELECT airport.International_Passengers FROM airport WHERE airport.Airport_Name = ""London"" AND airport.Domestic_Passengers = ""Heathrow""","SELECT International_Passengers ,  Domestic_Passengers FROM airport WHERE Airport_Name  =  ""London Heathrow""",zhengning,283c60d1-13a5-4ab8-9c42-26c595aac842,D1
135,332,What are the course names for courses taught on MTW?,"SELECT Course.CName FROM Course WHERE Course.CID = ""MTW""","SELECT CName FROM COURSE WHERE Days  =  ""MTW""",zhengning,6a13be98-750d-4223-aa41-e40bfcd9d894,"D1, BF4, BL3"
136,719,What are the public schools and what are their locations?,SELECT university.Location FROM university,"SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",zhengning,307128e4-1047-427a-9ba3-103c1e609e98,"BF4, F4, BL3"
137,1402,What are the last names for all scholarship students?,SELECT Student.LName FROM Student,SELECT T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T1.onscholarship  =  'Y',zhengning,6343ccc6-d2fe-4721-a939-6ae34975ed3b,"BL3, CE2"
