,sql_id,username_x,record_id_x,error_classification_x,username_y,record_id_y,error_classification_y
174,569,tianyi,bc623971-3b8d-4ea1-a617-d8bb1046fc37,"D1c, CM6, E1",zhengning,16f9c6e0-3bb6-4a5b-bcdf-32f395ce06e6,"D1, E1"
175,571,tianyi,f2858bc3-d330-4f27-9fb1-0ab00daf6363,A1b,zhengning,8deed210-5c29-45be-9b9c-5c6eccaa22ed,A1b
176,572,tianyi,91906278-049e-4724-86be-4188e1a1ed5d,A1b,zhengning,8475d866-c0ca-49b9-9ab0-970637f109f8,A1b
177,577,tianyi,a341e59b-cd4d-443f-a9cd-154b6d1acab1,A1b,zhengning,deb3bdab-732d-4f21-9434-4f49637c0eca,A1b
178,578,tianyi,8e911283-ac7d-4819-81cb-01f8f5fc7f7c,A1b,zhengning,fc4f52aa-7f29-408f-a474-a4e080fd0f57,A1b
179,584,tianyi,020a7fd6-a933-481b-aa1f-22caa48dcba0,BL1,zhengning,e3e24c14-7f6d-4a21-adda-60de72a7a036,BL1
180,592,tianyi,9958fd04-0e8a-4344-85a9-eab67952da6a,"CM6, BF4",zhengning,2fc9d026-c936-4bf8-bb4c-f77251295ae6,"CM6, BF4"
181,593,tianyi,941d5863-4377-4a32-950d-654b78e35662,"F1, BL1",zhengning,7e2f108a-ce7f-4acc-a99c-1bbd54995e6c,"F1, A1b"
182,611,tianyi,d83202b1-1629-4298-80f6-eb51d8706bbb,F4,zhengning,9ac70f4a-bb5e-4f53-93dc-a26e7eeb7a44,F3
183,612,tianyi,1eee9537-17d6-44b3-a5bc-3e996c9625eb,D1c,zhengning,fee8b128-85cf-42a9-ac87-c1addde2f68e,D1
184,622,tianyi,9ff50045-a457-4633-9306-af94ffcca3cb,D1a,zhengning,7bf4e522-4d3d-49a7-be2b-c0d380994381,D1a
185,624,tianyi,191e2b2a-1354-465e-8818-41434e025c90,D1a,zhengning,b01b9099-4f60-445e-8ceb-f06350eaa591,D1
186,626,tianyi,93ae5c55-8575-4378-809e-4f9b01087a54,"BN1, A1f",zhengning,ab38266f-6a4f-4891-8d02-177594e2cb75,"BN1, O1"
187,630,tianyi,311b0218-7050-4743-90fd-33fa6888f657,"BL2, E1, L4, N3",zhengning,6f136e60-7913-4064-ba52-41ba0ea539d3,"BL1, N3"
188,631,tianyi,e75bda8c-a702-4dbc-be10-5b9e7822b265,"CE2, A1b",zhengning,17eaccd0-273a-4b3e-98ad-b2f1067fecd4,"F4, CM6, CE2, A1b"
189,632,tianyi,ec428297-695e-4761-8025-76c5e5534dcf,"BN1, BL1",zhengning,ed2ade0f-48d0-44be-8b4b-4ad4d5b13613,"CM6, BL1, AN2"
190,634,tianyi,79ffc43e-5e91-4443-87cb-a8ab99960a58,"E1, BL1",zhengning,4f6842da-2561-4b71-a488-446a13c8688d,"E1, CM6"
191,635,tianyi,5f007c1e-82f6-4e5f-9b55-cf182b92dd35,"E1, BL1",zhengning,00d19dc0-cfed-47d0-bee8-b122f43d59bf,"E1, CM6"
192,636,tianyi,67bc8101-944c-42af-a300-ed1d87cc088a,"L4, D1",zhengning,16279627-b08f-4b65-a2ed-1409f3acd422,"BL1, A1b"
193,637,tianyi,c88ec2ac-9808-4264-a833-37d19344360f,"BF4, A1b",zhengning,0d2c6f65-75d4-4918-bd76-314fb818d1c5,"BF4, A1b"
194,638,tianyi,5d7cc666-213b-46bb-ba28-ba06a8026dde,BF4,zhengning,41643013-6352-43ae-b025-c2242b900491,CF5
195,639,tianyi,6583e1f2-69b4-4855-b3f7-8bc39ec35a45,E1,zhengning,1fd9f0bb-ebee-43bb-9efa-dc1b5cb88ff0,E1
196,640,tianyi,0e7655f8-196a-49d0-aa9b-010672c23ed4,BK1,zhengning,c37617e1-020e-468f-b85a-e012d589a32d,BK1
197,642,tianyi,2c00a5d2-a772-4c5e-b804-7d2b93dd4ef8,"F4, BL1",zhengning,490706f2-3ca7-4b4a-b56a-f95a5eac4bfa,"F3, BL1"
198,643,tianyi,0e3f3b99-07a2-4367-980e-1254c729788c,"F4, BL1",zhengning,0c818eba-2a2f-4554-bdfe-62032a72087a,"F3, BL1"
199,646,tianyi,04dffc39-44a2-4a3a-a520-93a1796319a9,BL1,zhengning,c100cb32-4ca0-4090-9a82-994ab06da3a9,"BL1, K2"
200,648,tianyi,fd0e02d5-4a56-459f-8794-d6ec4470733a,BL1,zhengning,448199bf-2bb7-4575-84d3-5ca078a1f471,"BL1, P3"
201,649,tianyi,0fe04fa6-42f2-4e0c-a4e0-e6a9a09158f6,D1,zhengning,5b3ffcba-3aa2-4a0b-a063-f316a1329ed2,P3
202,650,tianyi,4cff95b5-a986-45df-b1c7-103934b69eea,"BE5, D1",zhengning,a2740956-792c-4665-85bd-f90a13d5bbfa,"CE3, BE5"
203,651,tianyi,1ff989b0-6cb5-497d-a569-b49149eb43c9,E1,zhengning,175084f1-1021-4cbf-8b96-b25601e0aee8,"CM6, CE2"
204,652,tianyi,8630edd6-ffc2-465c-8532-05acf73a3743,"L4, BL1",zhengning,d571326a-fb52-4248-9b82-241f70cc9163,"L4, BL1"
205,656,tianyi,d20bdea3-ba47-451a-93f5-0350f8e9e29a,BL1,zhengning,8c2f8056-edd3-4530-a4ba-b102737d9bec,BL1
206,657,tianyi,9b782741-c718-42ce-a5f4-5bdf8cd9067f,BL1,zhengning,99c63fe9-c2c3-435d-89be-ac4a3fa5c27b,BL1
207,660,tianyi,e98d67b6-a32a-4e7a-8a97-07619d3e0646,D1c,zhengning,ae5d77af-d19f-489e-8ec7-46a41550e14e,P3
208,662,tianyi,f21bae42-d3c4-4da6-9802-78278a771c05,"E1, D1c",zhengning,c3edbfc8-7dd6-4f28-943f-a8fcb869faee,"D1a, E1"
209,663,tianyi,cab9a4cd-ab60-4845-90f7-d5dfe65978ba,D1c,zhengning,8b518438-42f2-4ac1-a501-87933d19fe3c,D1
210,668,tianyi,dda0983d-c3f4-49ab-bf9e-c58d4bbb966a,D1c,zhengning,d70eba5e-e2d5-41d4-91a1-b76bdffe7838,P3
211,669,tianyi,38a116f1-763d-40a9-9e4f-55985c037035,D1,zhengning,eb09802c-2d39-4eb4-b9c9-86f13779ab78,P3
212,670,tianyi,61c125e3-f2ce-4323-a1c3-0b6302609b4a,L4,zhengning,bf48de04-e0f9-4440-a63e-3e0f8de18193,"L5, Q1"
213,672,tianyi,42da2d3d-7820-490d-867e-b78c50a5c8c9,BN1,zhengning,b55eb153-8481-446c-96a9-24b67578f6ee,"CM6, BN1"
214,673,tianyi,9dbe412f-5ed9-4daa-b24a-7562ad2d4441,BL2,zhengning,6128a879-1ca5-47c0-9e5a-dee9028659d8,"CM6, AN2"
215,674,tianyi,c36f5ba1-9c59-45be-9858-d06b4686904f,D1a,zhengning,645716fc-97fb-496b-aa23-a59f3b198d38,D1a
216,675,tianyi,42125700-8aa0-44bc-af5b-29aa7d3437b4,D1a,zhengning,15dbe218-bd4b-4e7f-9992-d522470ee680,D1a
217,677,tianyi,4b23877f-93ee-4aa8-ba8a-17c7618253bf,D1a,zhengning,b1d5b7ef-6ba9-4319-82a9-b920353243e3,"D1a, CL1, E1"
218,678,tianyi,64988a71-1740-40f7-8e4c-841c6ca696da,D1c,zhengning,49e786f0-b239-4989-95bb-2702810f879d,D1
219,679,tianyi,d61e0da5-5b22-408c-8ba6-e894533bdc3f,D1c,zhengning,2fbf42a6-f957-4877-b5a7-90e9b566cf74,D1
220,680,tianyi,efdf72c5-0c23-4a71-b60e-0220055bb2b6,D1c,zhengning,58ced0b7-5a07-4b4f-b8f7-223a7178b9d3,P3
221,681,tianyi,e3388ea3-2eab-4296-b59c-d64ee8e9c2e4,D1c,zhengning,d4011417-1589-4df4-aca7-e8b94bdd391e,P1
222,684,tianyi,4daece7d-58d6-4cb0-b115-a87cfa0b1499,"E1, D1c",zhengning,9149c834-9b0e-4564-bd6d-2d6003625329,CE2
223,688,tianyi,c0f5779b-de23-43a4-a8df-1d0266196d4e,"F3, A1b",zhengning,68db5911-beef-4c8d-84f2-0164a01dc660,"F3, A1b"
224,689,tianyi,511893de-180d-4f61-922d-24dc6acfc7ad,"F3, A1b",zhengning,bf2946b3-29f1-4f83-a4f7-893501dde648,"F3, A1b"
225,690,tianyi,63cd452e-486d-45ab-8684-ecbfe58b4bfb,"F4, A1b",zhengning,870756bc-b202-445a-80c2-5e3a1a8f36e0,"F3, A1b"
226,692,tianyi,e756c32f-e45b-4eaf-af72-438be74858f4,D1c,zhengning,a59004e1-5b55-4434-807e-e1227df19aa0,"CM6, D1"
227,694,tianyi,868c22b9-864f-4665-8a68-645c306a3d3f,BN1,zhengning,f72067ca-7b0f-4a50-b793-48fffa197eef,BN1
228,695,tianyi,b42ed689-6f3b-4b49-8455-e41ad60604cc,"BL2, E1",zhengning,16d11ce8-b350-46a4-9b75-95833770da0e,"O3, BL2, E1, BL1, CL1"
229,696,tianyi,c5531347-7d9c-4f23-8b31-141c9798a64a,"BN1, CL1, D1",zhengning,3ef57686-2282-415c-be90-98adf8f25723,"O3, F3, CM6"
230,697,tianyi,b945c175-add0-4f69-997b-c779a55317bc,"F3, A1f, AN2",zhengning,a876f08b-19aa-4e36-9ea3-5c9a4c0cc207,"F3, A1f"
231,698,tianyi,0c1846e7-746a-499c-aa22-494101f74c54,"D1a, E1",zhengning,d7986848-35a3-4e48-94da-6be370ce6462,"D1a, E1, CL1"
232,705,tianyi,18a35bfd-e44a-47cd-8afb-37decce992e5,D1,zhengning,ffd8e1dd-3b4d-4b35-aa0d-5888dad30f47,D1
233,707,tianyi,05df9ebd-88a2-4a93-9875-e5406e32742f,"BL3, BN1, D1",zhengning,5918e157-2a99-4ac1-94f3-125e85d28a5f,O3
234,708,tianyi,96f932cb-8c07-495d-b247-dd056f82bd3a,"BN1, E1, BL1",zhengning,140d1be2-4f97-4ebb-acce-e722e7fd63b5,"BN1, E1, CL1"
235,709,tianyi,3151f680-03a6-4c81-bab5-1ce011af9d7a,"BN1, BL1",zhengning,4e6a7252-b942-4d8b-951e-1f214ba58c93,"BN1, CL1"
236,710,tianyi,f3eac9ad-583e-4d6a-a1cb-cfb8444d570f,A1b,zhengning,f979e5fe-4ae5-4bce-a563-3e3c15351a1a,A1b
237,711,tianyi,cd20913b-452d-4200-8366-39b87f18b031,A1b,zhengning,270e5c79-a71e-4767-8d61-98ff65c5ffd1,A1b
238,712,tianyi,3c91a06b-15e4-4662-a9e0-e2acaeb90f0a,D1c,zhengning,308aa7a6-c2cf-4301-aa7c-c5d397d859fe,P3
239,715,tianyi,b4f9a4e5-c4e7-4b84-86c6-06a7b1fc4d10,"BL3, BN1",zhengning,160f8dac-1295-408a-8ad9-7fc31da40158,BN1
240,718,tianyi,30f86604-794d-4c43-b22f-106c03898492,F4,zhengning,53d3ed66-2880-43d4-91c4-a408d138b570,F4
241,719,tianyi,2085ffe2-ab09-4c63-a3b0-64f576e3be5a,F4,zhengning,330b2340-af4e-4ae7-8dad-6c9771671919,F4
242,720,tianyi,50bac2b1-080f-41d1-8de6-fde6554a0d22,"BK1, BL1",zhengning,482df8d2-0105-4f49-9a4c-efe98e7e1658,"BK1, BL1"
244,724,tianyi,b2faad2b-f287-4132-bfef-7e141d8e64a2,"BF4, BL1",zhengning,60a61fdc-a03f-4bb2-91d7-48ece56a9c9d,"BF4, BL1"
245,725,tianyi,aaf674d1-afe7-4e3e-9ca9-db61a195cb37,"BF4, BL1, CE2",zhengning,9cb8c300-2675-4a52-82ea-8a6276ddcfed,"BF4, CE2, CL1"
247,728,tianyi,5fe02899-6bc0-4d4d-858c-3779e44b1df2,L4,zhengning,a1c37695-9726-47a3-af16-5166a85efca0,L4
248,729,tianyi,52eeeb2a-6405-48ad-8bc3-9955f2dc3e9e,L4,zhengning,baf84d6f-cb2a-4424-9e98-a5e21b24891a,L4
249,732,tianyi,308896a0-59c4-458a-97e2-cd6383ee8a4f,"BF4, D1",zhengning,85aceb0f-40b9-41fe-a221-47ad90e9623e,BF4
250,735,tianyi,15b01dc6-5a13-496c-b010-bae940e199b5,D1a,zhengning,f1b89f8c-21fd-44cd-97b8-5bb441f32e66,P3
251,738,tianyi,e80c3a0d-56a6-4f11-8c0a-f9d1e829a0df,L4,zhengning,b78014c0-941e-4b1e-9bb4-7be6f51deeab,L4
252,740,tianyi,cd153e9e-8193-48b5-82ab-df6cb1e50bb9,"BL1, CE2",zhengning,dd8d8939-ec96-494d-ac41-f850051b92cf,"BL1, CE2, CL1"
253,741,tianyi,f3b080ab-9dc8-43e1-96a3-efc7857c777b,"BF4, CE2",zhengning,066c8866-7154-4455-b659-381076a28296,"F4, CM6"
254,742,tianyi,e36d9b4b-2a8f-4c1b-a0a3-d0baabf8053a,BL1,zhengning,b8a23d4e-4a5e-4d35-9301-7ae228b35047,BL1
255,743,tianyi,b6ff1bd1-34ec-46e5-9aa1-c0c70420275b,"BE5, BF4, A1b, D1",zhengning,3090ac83-ca37-4d3c-95d8-fe6251501db1,"D1, A1b"
256,744,tianyi,9514e1a1-9c1a-4fc0-a6ee-ff0dcaa4cbe4,"BE5, F4, A1b",zhengning,c91d35ae-1d88-4a18-a19d-3d9ba3a4614a,"CE2, A1b"
257,745,tianyi,956480cf-8f58-4332-bcc4-1de2dd8b02f4,"F3, BL3, AN2, E1",zhengning,3c26607f-34c7-4ec8-abe1-a12b95437f46,"F3, BL3, E1, AN2"
258,746,tianyi,a4625fe3-8be7-41f7-a428-38f0b6edbbc6,"F3, BL3, AN2, E1",zhengning,335f259d-e6da-4f38-aa36-84aa855ac9f8,"F3, BL3, E1, AN2"
259,757,tianyi,4995a553-4c3b-475a-b4e9-c1dc28d41ca0,"F4, BN1",zhengning,4aeffcd4-2d8d-4562-9342-72b96c4c5a28,"F3, BN1"
260,758,tianyi,1cd907c4-dc7b-4921-b5dd-c4fa067a5e38,"BE5, BN1",zhengning,b4c3dd00-3a6b-49ea-87a5-27a8d1fcfd61,"BN1, BE5"
261,759,tianyi,53a2d33c-be79-47f4-aa6b-0032c5d9b36c,"BE5, BF4",zhengning,9f0aba5a-f751-488b-a57f-8cfa9f6e9d35,"CE3, BE5, BF4"
262,760,tianyi,99959077-a554-441d-9495-d27a781bebc9,"BE5, BF4",zhengning,912e34fd-bd02-4798-bb5e-7df8f5efc76a,"CF5, D1, CE2"
263,761,tianyi,95fbf908-6c6c-484e-ba26-10f92dbdd17f,BL1,zhengning,8bf0786b-e756-40e2-bcb3-514e94f94b76,BL1
264,762,tianyi,4f4ef4d6-86d1-4219-8ac9-8ee3e6c03983,BL1,zhengning,b49e4c1c-80c0-4ab7-a8d8-0bb7f8b1b550,BL1
265,763,tianyi,a094bfe5-c0b8-458b-812f-80ae8399f7ef,D1c,zhengning,9c872d09-6cf0-42fd-9633-23387b05c13e,P3
266,765,tianyi,f931838e-bc32-4bfb-a97d-e9ccbe02f213,"D1a, BE5, BL1, A1b",zhengning,6b4c9327-5cfb-4708-bf61-a17a1e0ab63e,"CE2, A1b"
267,771,tianyi,8e967ab9-28a1-4e95-80c9-733e9f523093,BL1,zhengning,db55dc69-6189-4420-944f-24c38ce16185,BL3
269,775,tianyi,70808ec1-0c58-4228-a00c-7c03f965e446,"CE2, A1b",zhengning,77d0056e-c4c5-486a-a4d8-506c41967fb4,"CE2, A1b"
270,776,tianyi,76561d8b-2d3b-4fc4-9a5e-db1093786df1,"F3, A1b",zhengning,bdfc0158-e0c9-4159-bd9f-01c557917044,"F3, A1b"
271,785,tianyi,1fa285fc-05c2-4de4-b9a7-a89b5e16b7ed,N3,zhengning,e60512d3-bdcf-4a0b-b132-395d95acc9eb,N3
272,786,tianyi,96b3526d-ab96-49b9-9e83-d04df586fe08,N3,zhengning,c6a2cd68-f180-4e76-99e0-ae47f7ba1a7c,N3
273,789,tianyi,629d5a8e-3f3b-4f88-bcc7-c79de24a64f9,BL3,zhengning,6692349d-8651-415e-923d-6f761bc0f869,BL3
274,790,tianyi,91af8480-0f2a-4d97-ab2d-9df340dd610d,"E1, BL1",zhengning,acf86ba8-fa45-4a7b-bfc6-89466cdce9d1,"E1, CL1"
275,794,tianyi,51d580d7-c898-4292-a5cc-a57b41522dd1,BN1,zhengning,67b090b3-90d0-462d-a60a-e39e748a14fb,"BN1, CM6"
276,804,tianyi,34219954-7fef-4d44-b4f2-13c88f61add2,F1,zhengning,50fa50aa-c662-4fdb-9043-316c81aceaad,"BK1, CL1"
277,809,tianyi,6d9d0b21-b8bc-4f37-a8d7-377e38ccba17,"E1, BL1, A1b",zhengning,261e811c-a9e1-4ace-84fe-6c6fabae0fc3,"E1, A1b, CL1"
278,810,tianyi,6982cc33-bb6b-4d6f-86ec-352bacece678,"E1, A1b",zhengning,50597a64-bd4a-456f-9c79-5fa239cb1cce,"E1, CL1"
279,811,tianyi,a0b0b070-93a4-42a0-8ff5-812aaa86ef54,"BN1, BL2, E1, A1b",zhengning,b44ee27e-beb8-449b-920c-4569782191bf,"E1, CM6, CL1, A1b"
280,812,tianyi,737bbd2b-b54b-4ecd-902d-70e8b51eb102,"BN1, E1, BL1, A1b",zhengning,9bdecfe6-06f7-48ca-9705-f2f5f70b8d81,"E1, A1b, CL1"
281,815,tianyi,4f1a1a2c-9809-4d1d-a2a4-3a8c9a3de5c9,F1,zhengning,8e9b5807-ad47-4875-a537-d8d1359f461c,A1a
282,818,tianyi,49cd1dbb-d7a2-4164-9ead-dfa77fa6a734,"BN1, BL1",zhengning,fe1af58c-a6b9-4886-bbd5-13c0d67cebab,"BN1, BL1"
283,820,tianyi,fd026b1f-8270-4bdc-a9ac-8f3fe7efde28,BN1,zhengning,8adef88b-0f76-42da-8ef8-05468e697c77,BN1
284,821,tianyi,a453b364-13f4-4b91-994b-514fb24d610d,"BK1, BL1",zhengning,2bf83a08-d2f1-48a4-b51e-400be2093a06,"BK1, BL2, L4"
285,822,tianyi,20032493-8944-4022-b176-83ab8b7f6df4,"BK1, BL2",zhengning,eb9ca830-53e8-4fc4-9c5c-5dc439168ab8,"L4, BL2, BK1"
286,829,tianyi,1188e524-8dfa-4654-8071-1ac0eaa5fb07,BL2,zhengning,5729f36f-08e9-40d2-a1c5-8cdcea481fd5,BL3
287,830,tianyi,000c5bfe-7511-4cab-a079-d11d935240b9,"BL2, A1b",zhengning,6430a22f-7615-4009-87a6-d160ccc9c00e,"BL1, A1b"
288,831,tianyi,cd9856a0-ddc7-472a-a403-c92be9b587cf,"F3, A1f, AN2",zhengning,74c1d7eb-40d5-4afe-b167-acc0c16cfa72,"A1f, F3, AN2"
289,833,tianyi,093a5528-ea52-40f3-bd25-99bd971bfa7b,"F3, BF4",zhengning,eb7a04aa-afc2-4785-8ee4-36cd891880d7,"F4, BF4"
290,834,tianyi,77d2e8ce-f21c-4bff-b797-f9a2c50a59cf,F1,zhengning,1d0709e4-77d5-48a2-b915-5d1f7053d671,"F1, F2"
291,835,tianyi,1d0d5660-c34f-4805-ab16-bca7e87a0e37,BL1,zhengning,4bb04883-cc8a-4ac9-88e1-07e214d729dd,BL1
292,836,tianyi,3ecdc75a-d14f-4bbe-94fc-abb7567d6a52,BL1,zhengning,c6a70603-209e-4ab4-8941-969a10db9c70,BL1
293,841,tianyi,6981b677-1e44-4088-87ef-54f10ae6bcda,"BF4, F4",zhengning,02dea0c9-b9a7-4a78-a1a1-d4b7d2afdae8,"F4, BF4"
294,842,tianyi,23ae8dd6-eeba-4c7c-8db5-91e2eb9d0546,BL3,zhengning,b802bff7-291f-450d-85de-3c28f0635811,"BL1, BL3"
295,843,tianyi,75f5141b-0691-442d-ab70-c88d9bea4245,"F4, N3",zhengning,99b1f41f-6bb2-4ac1-b2f2-f7b5432d655f,O2
296,847,tianyi,c300aa47-e9da-47e9-a401-88a811498863,"F3, BF4, BL1",zhengning,76abd477-83e4-44e3-a57d-ddd2ad2830dc,"BE5, BL1, F3"
297,851,tianyi,986a704f-44c9-4a4e-9280-8ddc15b3d73c,"F4, BK1",zhengning,11ad59d0-e3ec-43cd-b259-f7dd502e24dd,"F4, BK1"
298,852,tianyi,a32e978b-1ece-4a9a-aa49-89b6315e6ddf,BL1,zhengning,c8489594-7db4-4909-a553-ba9acaa42cab,BL1
299,854,tianyi,7c011cb7-4cd4-4a7a-b24d-c0b740822ec7,D1,zhengning,5196d3a6-e2b5-409d-883b-07bc95343dba,D1
300,855,tianyi,9aed9eaa-5089-4132-99a7-2233e0047a6e,F1,zhengning,7af84494-5eaf-459a-bb06-af52eaf40a1d,BF4
301,858,tianyi,9a420e76-b1d4-4bed-aba5-0662225f06f5,K2,zhengning,146d5c5f-9796-4021-a349-1cc91798199f,K2
302,862,tianyi,f7b29c3c-15f1-4a42-9fa6-84626f59be00,"BN1, BL2",zhengning,8761708e-8e00-4d15-8fcb-711c42087a30,"L5, BL3, BN1"
303,863,tianyi,cef005b6-256e-46f7-9d4d-302173318f6f,"BL1, CE2",zhengning,0b33753d-7580-4a72-8abe-5896fe5e7ea1,"CM6, CE2"
304,865,tianyi,c715b71e-ee99-4ab3-a274-aa067bfc476e,BN1,zhengning,49bb39bd-37d2-4627-a969-19c2d694af9f,"BN1, BL1"
305,866,tianyi,80f532cd-7f9b-4512-a26c-29687943ab75,"O3, BL2, CE2",zhengning,f26aa361-8d19-4c53-80d1-99ff4306500f,"O3, BL1, CE2"
306,867,tianyi,1eeb5744-24e4-4e11-af00-1cb4fc01ac28,"BF4, CE2",zhengning,a86631ec-6c7b-4ff5-a103-afd3f2cc3d86,"BF4, CE2"
307,868,tianyi,542ffa00-2e2d-4707-a6c3-a55af2137572,"F4, D1a, BL2",zhengning,c25cbbb1-59b3-462c-a2b5-1543e1913e46,"F4, BL2"
308,869,tianyi,09d54b1e-e4af-4121-867c-6e9d0ec65ef9,"BF4, CE2",zhengning,efeaf07e-8d08-438a-8529-71a84faa7e6f,"CF5, CE2"
309,870,tianyi,c5813136-c8a2-40c2-b9be-d0a51ae59fb3,CE2,zhengning,b7650679-da39-4c89-a8f7-06661d6cee3e,"CM6, CE2"
310,871,tianyi,037ba290-4c3e-42b1-b301-e3c26df6f6e7,CE2,zhengning,14cbddcb-3e31-4eed-979c-07828906bd84,"CM6, CE2"
311,874,tianyi,06ecbf9a-8631-4783-a95a-f16c2141d9f4,"BN1, E1, A1b",zhengning,b399092f-d5db-4c22-bb06-2ec6ebf5ee96,"E1, CM6, BL1"
312,876,tianyi,58f1aa22-31df-496c-935c-3fd4d9f272e6,"BN1, E1",zhengning,78d2c9cd-2209-4f1e-aec1-f2f9fb78e0e7,"BN1, BE5, BL1, CL1"
313,877,tianyi,3c555725-f69b-42c1-84b5-529fa59ed9a0,BL3,zhengning,bf3af27b-1b46-4af7-bce3-9be551ba7a75,BL1
314,883,tianyi,2db117f3-77db-4184-a14b-a85b7dab077b,"F1, CE2",zhengning,e69db962-94d4-4dff-8fba-34a599d09207,"F1, A1a, A2c"
315,886,tianyi,42802f6d-9953-40f6-9d2d-5264fce5ada9,D1,zhengning,716a351a-3265-4aff-ac4e-e165a4427ca8,D1
316,887,tianyi,05f88bec-5f47-4cef-89fd-4bc0194af237,D1,zhengning,920e0302-919a-4482-ab8b-e775240a0254,D1
317,892,tianyi,b3a41987-93e4-41a5-9428-bc318da409e7,K2,zhengning,e0da1907-d798-436d-a6d9-dff9d288a7b1,K2
318,893,tianyi,de29e6b2-57b0-4858-8821-61bc28032a8d,"BL1, CE2",zhengning,77d12442-a04c-4fa7-86d8-4235343451f9,"K2, BL1, CE2"
319,895,tianyi,b84d1c8f-b402-4ac5-b046-677a0257b04f,CE2,zhengning,3838bf2d-c537-43e2-8265-4b4e154f3e7d,"CE2, CL1"
320,896,tianyi,d3eae2ce-878d-403d-9880-7506452ad15f,D1,zhengning,8054a999-3f95-497c-b542-d5a81f310293,D1
321,899,tianyi,d826e705-a59c-406d-953d-4f8a18eed212,BL3,zhengning,1b5a8179-7d77-4439-abf6-ca2e600700f1,BL3
322,900,tianyi,bf06ae4b-4473-41eb-92b9-fb77f5c22d2f,"BL1, CE2",zhengning,1da93e8f-b4d9-4cdf-a433-184edcb50514,"CM6, BL1, CE2"
323,908,tianyi,8844c6da-c3e3-4008-a87d-0e0bafbb0c8f,"F3, KA1b, K2",zhengning,672f7e3e-78f8-4b4e-8fec-05f16a20f099,"F3, KA1b"
324,909,tianyi,11e75464-f23a-4886-9a3b-7ee877d49ef7,D1a,zhengning,6d8c4bdb-fc0d-46b7-a8a1-7c34cef0051e,D1a
325,910,tianyi,9d63353d-f526-4f2a-90a8-5d562231c84c,D1a,zhengning,88580cb2-312c-4221-9718-cb902269b188,D1a
326,915,tianyi,b0c0bf97-dfc4-462e-be9b-28266fe2a701,L4,zhengning,415b240b-aac4-4062-a896-9037362d471a,CL1
327,916,tianyi,3f08dea1-9809-4c75-b480-e536c15c3e35,"L4, AN2",zhengning,015e62e0-e4ad-4471-8c4a-f3e6a61086ef,"AN2, CL1"
328,917,tianyi,d50a9be7-884e-4f53-b5ef-77ce75ad7880,D1,zhengning,a2b57f7b-5da8-4cc1-b79f-82a74c75e447,F3
329,918,tianyi,13050006-687e-4ff8-bd20-dbc60de4a47d,F3,zhengning,253d4a01-94ef-4927-9e50-23435b9f52ca,F3
330,921,tianyi,edda1d64-d3dd-405a-b83d-04894368cad6,"L4, N3",zhengning,952c5707-510a-409f-86df-c6f9b567a367,"L5, AN2"
331,922,tianyi,431e4cd6-0fce-4699-a544-739c91a33f5b,N3,zhengning,5c42337c-aa94-4efd-8486-a46112498e28,AN2
332,929,tianyi,92266ee8-40be-4e04-a7bd-06d5c336e4ec,"D1a, BL1",zhengning,7580e373-6cf6-42fd-9a6b-e1dd4d78880e,"D1a, BL1"
333,930,tianyi,53309c41-b7bb-4ffe-a6b7-4841fb946aaf,"D1a, BL1",zhengning,0b32c8bf-02c0-4626-b2de-99fc94492e14,"D1a, BL1"
334,940,tianyi,839770e5-d3a6-43a0-adcd-8e04e0437d6c,"BL3, CE2",zhengning,a20ac277-5d26-42b3-92e8-411c8d229f82,"BL3, CE2"
335,942,tianyi,bb581905-3464-43fc-94a3-976917263df8,"BF4, BL1, CE2",zhengning,6f6524c9-70a8-4701-bba5-664f72853bf8,"CF5, BF4, BL1, CE2"
336,943,tianyi,9b772996-db3b-42fc-939f-1aeb2ee9c2a3,D1c,zhengning,ffc976fb-0081-4de3-8ac8-08f897a27511,D1
337,945,tianyi,9f8e0b1d-a2c4-4883-816c-7b1e2c9c0c8d,"BN1, E1",zhengning,3b7171d4-2d3c-4bca-8cf3-761bf8896824,"BN1, E1"
338,946,tianyi,8d226ae1-1ae7-43ab-961d-1b05cefa1b50,"BN1, E1",zhengning,223c398d-e56c-4cc3-b691-6c2dec2ffcdb,"BN1, E1"
339,947,tianyi,c74dcdfb-8e52-4359-929a-1ea107847be4,E1,zhengning,ce92a830-3258-4c5f-9d9e-f944fd40d552,"BN1, CM6, CE2, CL1"
340,948,tianyi,92ba75ab-b681-446a-a462-dc9a5e3c0d45,E1,zhengning,39873303-f577-4a8e-9082-cbe5d84ab790,"BN1, CM6, CE2, CL1"
341,953,tianyi,3249c21a-9cf2-4bce-addf-0b74f0b09fb0,"BN1, E1",zhengning,45024eac-8fe7-4bad-9aa1-ef873430d1df,CE2
342,954,tianyi,fc37cd8f-8f0a-4a8f-8b7b-c28696cda29e,"BN1, CE2",zhengning,44f8c353-0d14-471c-bbc3-40094cccdffa,CE2
343,964,tianyi,00805e5e-4999-43b3-b99a-9207bc997224,BF4,zhengning,78e0665d-df7f-4921-80d3-f3f90e28a5ea,BF4
344,965,tianyi,0bfddb59-2cb9-4d85-adff-a0ffb26fd554,"BL1, D1",zhengning,301add56-66f7-45be-9b50-5bac2ae0cc3f,"F1, BL1, D1"
