,sql_id,nl_query,sql,GT_sql,tianyi,record_id_x,tianyi_code,zhengn,record_id_y,zhengn_code
73,790,"Return the average, minimum, maximum, and total transaction amounts.","select avg ( T1.transaction_amount ) , min ( T6.product_quantity ) , max ( T1.transaction_amount ) from Financial_Transactions as T1 join Accounts as T2 on T1.account_id = T2.account_id join Customers as T3 on T2.customer_id = T3.customer_id join Orders as T4 on T3.customer_id = T4.customer_id join Order_Items as T5 on T4.order_id = T5.order_id join Invoice_Line_Items as T6 on T5.order_item_id = T6.order_item_id","SELECT avg(transaction_amount) ,  min(transaction_amount) ,  max(transaction_amount) ,   sum(transaction_amount) FROM Financial_transactions",tianyi,91af8480-0f2a-4d97-ab2d-9df340dd610d,"E1, BL1, CL1",zhengning,acf86ba8-fa45-4a7b-bfc6-89466cdce9d1,"E1, CL1"
74,794,"Return the names and ids of each account, as well as the number of transactions.","select T1.account_name , T2.account_id , count ( * ) from Accounts as T1 join Financial_Transactions as T2 on T1.account_id = T2.account_id group by T1.account_name","SELECT T2.account_name ,  T1.account_id ,  count(*) FROM Financial_transactions AS T1 JOIN Accounts AS T2 ON T1.account_id  =  T2.account_id GROUP BY T1.account_id",tianyi,51d580d7-c898-4292-a5cc-a57b41522dd1,BN1,zhengning,67b090b3-90d0-462d-a60a-e39e748a14fb,"BN1, CL1"
75,804,Return the order ids and details for orderes with two or more invoices.,"select T1.order_id , T2.order_details from Invoices as T1 join Orders as T2 on T1.order_id = T2.order_id group by T1.order_id having count ( * ) >= 2","SELECT T2.order_id ,  T2.order_details FROM Invoices AS T1 JOIN Orders AS T2 ON T1.order_id  =  T2.order_id GROUP BY T2.order_id HAVING count(*)  >  2",tianyi,34219954-7fef-4d44-b4f2-13c88f61add2,"F1, CL1",zhengning,50fa50aa-c662-4fdb-9043-316c81aceaad,"BK1, CL1"
76,809,Show the product ids and the number of unique orders containing each product.,"select T2.product_id , count ( T1.product_id ) from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id","SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id",tianyi,6d9d0b21-b8bc-4f37-a8d7-377e38ccba17,"E1, BL1, A1b, CL1",zhengning,261e811c-a9e1-4ace-84fe-6c6fabae0fc3,"E1, A1b, CL1"
77,810,How many distinct order ids correspond to each product?,"select count ( T2.product_id ) , T1.product_id from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id","SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id",tianyi,6982cc33-bb6b-4d6f-86ec-352bacece678,"E1, A1b, CL1",zhengning,50597a64-bd4a-456f-9c79-5fa239cb1cce,"E1, CL1"
78,811,Show order ids and the number of products in each order.,"select T2.order_id , count ( * ) from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T1.product_id","SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id",tianyi,a0b0b070-93a4-42a0-8ff5-812aaa86ef54,"BN1, BL2, E1, A1b",zhengning,b44ee27e-beb8-449b-920c-4569782191bf,"E1, CL1, CL1, A1b"
79,812,How many different products correspond to each order id?,"select count ( T2.product_id ) , T1.product_id from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id","SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id",tianyi,737bbd2b-b54b-4ecd-902d-70e8b51eb102,"BN1, E1, BL1, A1b, CL1",zhengning,9bdecfe6-06f7-48ca-9705-f2f5f70b8d81,"E1, A1b, CL1"
80,863,What is the role of the employee named Koby?,"select role_code from Employees where employee_name = ""Koby""","SELECT T1.role_description FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code WHERE T2.employee_name = ""Koby"";",tianyi,cef005b6-256e-46f7-9d4d-302173318f6f,"BL1, CE2, CL1",zhengning,0b33753d-7580-4a72-8abe-5896fe5e7ea1,"CL1, CE2"
81,866,List roles that have more than one employee. List the role description and number of employees.,"select role_description , count ( * ) from Roles group by role_description having count ( * ) > 1","SELECT Roles.role_description , count(Employees.employee_id) FROM ROLES JOIN Employees ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING count(Employees.employee_id)  >  1;",tianyi,80f532cd-7f9b-4512-a26c-29687943ab75,"O3, BL2, CE2",zhengning,f26aa361-8d19-4c53-80d1-99ff4306500f,"O3, BL1, CE2"
82,867,What is the document status description of the document with id 1?,select document_status_description from Ref_Document_Status where document_status_code = 1,SELECT Ref_Document_Status.document_status_description FROM Ref_Document_Status JOIN Documents ON Documents.document_status_code = Ref_Document_Status.document_status_code WHERE Documents.document_id = 1;,tianyi,1eeb5744-24e4-4e11-af00-1cb4fc01ac28,"BF4, CE2",zhengning,a86631ec-6c7b-4ff5-a103-afd3f2cc3d86,"BF4, CE2"
83,869,What is the name of the shipping agent of the document with id 2?,select shipping_agent_name from Ref_Shipping_Agents where shipping_agent_code = 2,SELECT Ref_Shipping_Agents.shipping_agent_name FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Documents.document_id = 2;,tianyi,09d54b1e-e4af-4121-867c-6e9d0ec65ef9,"BF4, CE2",zhengning,efeaf07e-8d08-438a-8529-71a84faa7e6f,"CF5, CE2"
84,870,How many documents were shipped by USPS?,"select count ( * ) from Documents where shipping_agent_code = ""USPS""","SELECT count(*) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Ref_Shipping_Agents.shipping_agent_name = ""USPS"";",tianyi,c5813136-c8a2-40c2-b9be-d0a51ae59fb3,"CE2, CL1",zhengning,b7650679-da39-4c89-a8f7-06661d6cee3e,"CL1, CE2"
85,871,What address was the document with id 4 mailed to?,select mailed_to_address_id from Documents_Mailed where document_id = 4,SELECT Addresses.address_details FROM Addresses JOIN Documents_Mailed ON Documents_Mailed.mailed_to_address_id = Addresses.address_id WHERE document_id = 4;,tianyi,037ba290-4c3e-42b1-b301-e3c26df6f6e7,"CE2, CL1",zhengning,14cbddcb-3e31-4eed-979c-07828906bd84,"CL1, CE2"
86,874,"For each document, list the number of employees who have showed up in the circulation history of that document. List the document ids and number of employees.","select count ( * ) , T2.employee_id from Employees as T1 join Circulation_History as T2 on T1.employee_id = T2.employee_id group by T2.employee_id , count () >= 1","SELECT document_id ,  count(DISTINCT employee_id) FROM Circulation_History GROUP BY document_id;",tianyi,06ecbf9a-8631-4783-a95a-f16c2141d9f4,"BN1, E1, A1b, CL1",zhengning,b399092f-d5db-4c22-bb06-2ec6ebf5ee96,"E1, CL1, BL1"
87,876,What are the ids and details of events that have more than one participants?,"select T3.Event_ID , T1.Participant_Details from Participants as T1 join Participants_in_Events as T2 on T1.Participant_ID = T2.Participant_ID join Events as T3 on T2.Event_ID = T3.Event_ID group by T2.Participant_ID having count ( * ) > 1","SELECT T1.event_id ,  T1.event_details FROM EVENTS AS T1 JOIN Participants_in_Events AS T2 ON T1.Event_ID  =  T2.Event_ID GROUP BY T1.Event_ID HAVING count(*)  >  1",tianyi,58f1aa22-31df-496c-935c-3fd4d9f272e6,"BN1, E1, CL1",zhengning,78d2c9cd-2209-4f1e-aec1-f2f9fb78e0e7,"BN1, BE5, BL1, CL1"
88,893,"What are the names of entrepreneurs and their corresponding investors, ordered descending by the amount of money requested?","select Investor , Money_Requested from entrepreneur order by Money_Requested desc","SELECT T2.Name ,  T1.Company FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested",tianyi,de29e6b2-57b0-4858-8821-61bc28032a8d,"BL1, CE2",zhengning,77d12442-a04c-4fa7-86d8-4235343451f9,"K2, BL1, CE2"
89,895,"What are the names of perpetrators whose country is not ""China""?","select Country from perpetrator where Country != ""China""","SELECT T1.Name FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Country != ""China""",tianyi,b84d1c8f-b402-4ac5-b046-677a0257b04f,"CE2, CL1",zhengning,3838bf2d-c537-43e2-8265-4b4e154f3e7d,"CE2, CL1"
90,900,List the names of perpetrators in descending order of the year.,select Year from perpetrator order by Year desc,SELECT T1.Name FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Year DESC,tianyi,bf06ae4b-4473-41eb-92b9-fb77f5c22d2f,"BL1, CE2, CL1",zhengning,1da93e8f-b4d9-4cdf-a433-184edcb50514,"CL1, BL1, CE2"
91,915,Find the name of the candidates whose oppose percentage is the lowest for each sex.,"select T1.Name , T1.Sex , T2.Oppose_rate from people as T1 join candidate as T2 on T1.People_ID = T2.People_ID group by T1.Sex","SELECT t1.name ,  t1.sex ,  min(oppose_rate) FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex",tianyi,b0c0bf97-dfc4-462e-be9b-28266fe2a701,"L4, CL1",zhengning,415b240b-aac4-4062-a896-9037362d471a,CL1
92,916,"For each sex, what is the name and sex of the candidate with the oppose rate for their sex?","select T1.Sex , T1.Name , T2.Oppose_rate from people as T1 join candidate as T2 on T1.People_ID = T2.People_ID","SELECT t1.name ,  t1.sex ,  min(oppose_rate) FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex",tianyi,3f08dea1-9809-4c75-b480-e536c15c3e35,"L4, AN2, CL1",zhengning,015e62e0-e4ad-4471-8c4a-f3e6a61086ef,"AN2, CL1"
93,940,"For each delegate, find the names of the party they are part of.",select Delegate from election,"SELECT T1.Delegate ,  T2.Party FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID",tianyi,839770e5-d3a6-43a0-adcd-8e04e0437d6c,"BL3, CE2",zhengning,a20ac277-5d26-42b3-92e8-411c8d229f82,"BL3, CE2"
94,942,Find the parties associated with the delegates from district 1. Who served as governors of the parties?,select Party from party where Governor = 1,SELECT T2.Governor FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1,tianyi,bb581905-3464-43fc-94a3-976917263df8,"BF4, BL1, CE2",zhengning,6f6524c9-70a8-4701-bba5-664f72853bf8,"CF5, BF4, BL1, CE2"
95,947,Show the name of each party and the corresponding number of delegates from that party.,"select Party , count ( * ) from party group by Party","SELECT T2.Party ,  COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID GROUP BY T1.Party",tianyi,c74dcdfb-8e52-4359-929a-1ea107847be4,"E1, CL1",zhengning,ce92a830-3258-4c5f-9d9e-f944fd40d552,"BN1, CL1, CE2, CL1"
96,948,"For each party, return the name of the party and the number of delegates from that party.","select Party , count ( * ) from party group by Party","SELECT T2.Party ,  COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID GROUP BY T1.Party",tianyi,92ba75ab-b681-446a-a462-dc9a5e3c0d45,"E1, CL1",zhengning,39873303-f577-4a8e-9082-cbe5d84ab790,"BN1, CL1, CE2, CL1"
97,953,Show the names of counties that have at least two delegates.,select County_name from county group by County_name having count ( * ) >= 2,SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id HAVING COUNT(*)  >=  2,tianyi,3249c21a-9cf2-4bce-addf-0b74f0b09fb0,"BN1, E1, CE2",zhengning,45024eac-8fe7-4bad-9aa1-ef873430d1df,CE2
98,954,Which counties have two or more delegates? Give me the county names.,select County_name from county group by County_name having count ( * ) >= 2,SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id HAVING COUNT(*)  >=  2,tianyi,fc37cd8f-8f0a-4a8f-8b7b-c28696cda29e,"BN1, CE2",zhengning,44f8c353-0d14-471c-bbc3-40094cccdffa,CE2
99,971,Find the branch name of the bank that has the most number of customers.,select cust_name from customer group by branch_ID order by count ( * ) desc limit 1,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,tianyi,3026ea27-3d73-4c28-956b-83f55c1d04d7,"BK1, BL1, N3, CL1",zhengning,4356848c-1690-4399-afeb-260f6864d82a,"BK1, CL1, BL1, N3"
100,972,What is the name of the bank branch with the greatest number of customers?,select T1.cust_name from customer as T1 join bank as T2 on T1.branch_ID = T2.branch_ID group by T2.no_of_customers order by count ( * ) desc limit 1,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,tianyi,e93729f7-d2cd-4dd1-b24e-111743ea1395,"BK1, BL1, N3, CL1",zhengning,691d9a93-adb4-4ba3-ba5d-33b9e1bda5b2,"E1, CL1, BL1, N3"
101,981,Find the total amount of loans offered by each bank branch.,"select sum ( T2.amount ) , T1.branch_ID from customer as T1 join loan as T2 on T1.cust_ID = T2.cust_ID group by T2.branch_ID","SELECT sum(amount) ,  T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id GROUP BY T1.bname",tianyi,9d2162d0-6580-43d0-be1f-18c5324012c1,"BN1, BE5, BL1, CL1",zhengning,604f84e0-17b5-4740-842b-49ade5e8c419,"BN1, BE5, BL1, CL1"
102,987,Find the name and credit score of the customers who have some loans.,"select cust_name , credit_score from customer","SELECT DISTINCT T1.cust_name ,  T1.credit_score FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id",tianyi,b9173606-99ce-4042-814a-fe23acddba9f,"CE2, A1b",zhengning,7b669e9e-0b91-4bab-8b4c-13a98d1fc5c9,"CE2, A1b"
103,991,Find the city and name of bank branches that provide business loans.,"select T2.city , T1.branch_ID from loan as T1 join bank as T2 on T1.branch_ID = T2.branch_ID","SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",tianyi,61ba54aa-556b-48c1-a3f8-06e155d6099c,"F4, BL1, CL1",zhengning,d6386425-48af-4d97-a245-06c820866cea,"F4, BL1, CL1"
104,992,What are the names and cities of bank branches that offer loans for business?,"select city , city from bank","SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",tianyi,cb12c66d-c61a-4b94-a424-341b58a03ce3,"F4, BL1, CE2",zhengning,13ab4434-640c-43d4-9017-b51637280d87,"F4, BL3, BL2, CE2"
105,996,How many assets does each third party company supply? List the count and the company id.,select count ( * ) from Asset_Parts as T1 join Assets as T2 on T1.asset_id = T2.asset_id group by T2.supplier_company_id,"SELECT count(*) ,  T1.company_id FROM Third_Party_Companies AS T1 JOIN Assets AS T2 ON T1.company_id  =  T2.supplier_company_id GROUP BY T1.company_id",tianyi,af195b15-4232-48d8-a5bf-496e2f168c8c,"BL3, BN1, E1, CL1",zhengning,d0ab8804-5211-4659-9781-80c2562512e9,"BL3, BN1, CL1, BE5"
106,997,Which parts have more than 2 faults? Show the part name and id.,"select T1.part_name , T2.part_id from Parts as T1 join Part_Faults as T2 on T1.part_id = T2.part_id join Fault_Log_Parts as T3 on T2.part_fault_id = T3.part_fault_id group by Fault_Log_T1.part_fault_id having count ( * ) > 2","SELECT T1.part_name ,  T1.part_id FROM Parts AS T1 JOIN Part_Faults AS T2 ON T1.part_id  =  T2.part_id GROUP BY T1.part_id HAVING count(*)  >  2",tianyi,aa20dc0a-dfe5-4007-9c45-e91ecc39f81d,"BN1, E1, CL1",zhengning,992fe1a5-2fff-4938-a243-42d8c3333c4a,"E1, CL1"
107,999,"For all the faults of different parts, what are all the decriptions of the skills required to fix them? List the name of the faults and the skill description.","select T1.part_name , T2.fault_description from Parts as T1 join Part_Faults as T2 on T1.part_id = T2.part_id","SELECT T1.fault_short_name ,  T3.skill_description FROM Part_Faults AS T1 JOIN Skills_Required_To_Fix AS T2 ON T1.part_fault_id  =  T2.part_fault_id JOIN Skills AS T3 ON T2.skill_id  =  T3.skill_id",tianyi,5f24eb09-6c6c-4831-b5f5-1e3f0faa59ad,"BE5, BL1, CL1",zhengning,2bd34552-7792-4179-b9dc-018a30f1b8b6,"CE2, CL1"
108,1011,How many trains have 'Express' in their names?,"select count ( * ) from train where name like ""% Express %""","SELECT count(*) FROM train WHERE name LIKE ""%Express%""",tianyi,1eb44dcf-5101-4315-9a8b-ffa2ce719137,D1c,zhengning,3c9c29cf-a7aa-47d1-8a92-ee1a789fdb08,P3
109,1014,"Find the number of trains for each station, as well as the station network name and services.","select T3.name , T1.network_name , T1.services from station as T1 join route as T2 on T1.id = T2.station_id join train as T3 on T2.train_id = T3.id group by T1.network_name","SELECT count(*) ,  t1.network_name ,  t1.services FROM station AS t1 JOIN route AS t2 ON t1.id  =  t2.station_id GROUP BY t2.station_id",tianyi,14f96a29-b02a-4cec-b4ec-b3987fdb2854,"BN1, E1, BL1",zhengning,5e0940d0-521f-4e57-aaa7-eaac803a14dd,"L5, BN1, E1, CL1"
110,1016,Find the id and local authority of the station whose maximum precipitation is higher than 50.,"select T1.station_id , T2.local_authority from weekly_weather as T1 join station as T2 on T1.station_id = T2.id where T1.precipitation > 50","SELECT t2.id ,  t2.local_authority FROM weekly_weather AS t1 JOIN station AS t2 ON t1.station_id  =  t2.id GROUP BY t1.station_id HAVING max(t1.precipitation)  >  50",tianyi,ae3bd0a0-8f2e-40bb-86ea-de22bc2e4e83,"L4, BL1, AN2, CL1",zhengning,5d6913ad-c0f5-4fbd-a0d4-6b7e8e53a3d1,"A1f, AN2, CL1"
111,1036,What is the id of the longest song?,select f_id from song order by releasedate desc limit 1,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1,tianyi,d50ca2ef-cda4-4fab-9c11-b4eef6b1eac2,"BK1, CL1",zhengning,fc9c4193-37dd-4771-acfc-6c788ccbf7f7,"BK1, CL1"
112,1037,Find the id of the song that lasts the longest.,select f_id from song order by limit 1 ( song_name ) desc,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1,tianyi,f900461b-6b21-42d3-91dc-4db8ebc8a3fd,"BK1, CL1",zhengning,81825323-b8a5-4849-b229-ed17dfc3b700,"BK1, CL1"
113,1038,List the name and country of origin for all singers who have produced songs with rating above 9.,"select country , country from song where rating > 9","SELECT DISTINCT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.rating  >  9",tianyi,d1e43fb3-afa2-44ab-ae5a-a4b6d8744d62,"BL1, CE2, A1b, CL1",zhengning,ae2b9913-9c2d-4076-b9ef-79c36aeb7ad8,"BL3, BL2, CL1, CE2, A1b"
114,1039,What are the different names and countries of origins for all artists whose song ratings are above 9?,"select T1.country , T2.country from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T2.rating > 9","SELECT DISTINCT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.rating  >  9",tianyi,dd29ac38-3e51-420a-8bfa-c15c2bb244d6,"BL1, A1b, CL1",zhengning,c394d90a-6a5e-4487-b0ae-a27ea8dc7e59,"CL1, A1b"
115,1042,How many songs have 4 minute duration?,select count ( T2.song_name ) from files as T1 join song as T2 on T1.f_id = T2.f_id where T1.duration = 4,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",tianyi,1f7e7822-c585-4364-aa7e-78ee0943aa30,"BL3, E1, D1c, P1",zhengning,80ed2dae-cec1-4625-9e44-b7e2ace04a0d,"E1, BL1, P1"
116,1043,What is the count of the songs that last approximately 4 minutes?,select count ( * ) from song where song_name = 4,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",tianyi,f449fac4-4de9-4264-8302-221788b3d4b2,"BF4, P1, CL1",zhengning,46de713b-648e-4dd8-83fb-ddbc65c592b3,"CL1, BF4, P1"
117,193,What is the total number of customers who use banks in New York City?,"select count ( * ) from customer as T1 join bank as T2 on T1.branch_ID = T2.branch_ID where T2.city = ""New York""",SELECT sum(no_of_customers) FROM bank WHERE city  =  'New York City',tianyi,a8c728bf-f636-4688-a0b8-f744852b7865,CL1,zhengning,de42bd95-1e5f-4a68-b545-9d70403dc474,"L4, D1c, E1"
118,206,How many distinct types of accounts are there?,select count ( acc_type ) from customer,SELECT count(DISTINCT acc_type) FROM customer,tianyi,0b19e19b-8c7e-476c-a1d6-f4730b4c785d,"K3, L4, BF4, BL1, L5, A2c, F3, F1, BK1, A1b",zhengning,0b661b70-0749-4ec0-baa5-370c6f240309,A1b
119,391,How many states that have some college students playing in the mid position but not in the goalie position.,select count ( T2.state ) from Tryout as T1 join College as T2 on T1.cName = T2.cName where T1.pPos = 'mid' except select T4.state from Tryout as T3 join College as T4 on T3.cName = T4.cName where T3.pPos = 'goalie',SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),tianyi,650333f9-6608-4455-a9be-002c75a09111,"CL1, BL2",zhengning,5202109f-8a20-46b4-bade-6deef5cecde9,"A1d, BL1"
120,392,What is the count of states with college students playing in the mid position but not as goalies?,"select count ( T2.state ) from Tryout as T1 join College as T2 on T1.cName = T2.cName where T1.pPos = ' and T1.cName = ""goalies""",SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),tianyi,29d8de47-9f1b-4d4d-8ade-9780298ced70,"CL1, BL2",zhengning,989f2710-7479-43a4-aeec-15966ffdf9a0,"A1d, BL1"
121,413,Show all distinct city where branches with at least 100 memberships are located.,select T2.City from membership_register_branch as T1 join branch as T2 on T1.Branch_ID = T2.Branch_ID group by T1.Branch_ID having count ( * ) >= 100,SELECT DISTINCT city FROM branch WHERE membership_amount  >=  100,tianyi,3ca30670-0b9b-485d-bd48-7d414d85af8c,"A1b, N3, E1",zhengning,59021a67-461b-4a96-a41a-23edea390deb,"F4, E1, A1b"
122,441,What are the different dorm amenity names in alphabetical order?,select T3.amenity_name from Dorm as T1 join Has_amenity as T2 on T1.dormid = T2.dormid join Dorm_amenity as T3 on T2.amenid = T3.amenid order by T1.dorm_name,SELECT amenity_name FROM dorm_amenity ORDER BY amenity_name,tianyi,14ef08dc-c7ca-4cd1-9886-ed01c02b9bfd,"BK1, E1",zhengning,16f52ef1-3ecf-4c2c-91a7-d9410b777a6c,"BK1, E1"
123,499,Find the last name of the individuals that have been contact individuals of an organization.,select T1.individual_last_name from Individuals as T1 join Organization_Contact_Individuals as T2 on T1.individual_id = T2.individual_id join Organizations as T3 on T2.organization_id = T3.organization_id where T3.organization_name = 1,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,tianyi,7c73a493-2b22-4bad-9ef6-541363ac6577,"F4, E1, A1b",zhengning,2b5b8619-f483-4aee-9978-ab8efb5f7379,"F3, A1b, E1"
124,500,What are the last names of individuals who have been contact individuals for an organization?,select individual_last_name from Individuals,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,tianyi,b4c9869f-4d8d-4053-8451-c70c9a39707e,"CE2, A1b",zhengning,ffaba5c2-d19a-4472-b778-64bcfccb544b,"A1b, E1"
125,569,Find the ids of orders which are shipped after 2000-01-01.,"select T2.order_id from Orders as T1 join Shipments as T2 on T1.order_id = T2.order_id where T1.date_order_placed > ""2000 - 01 - 01""","SELECT order_id FROM shipments WHERE shipment_date > ""2000-01-01""",tianyi,bc623971-3b8d-4ea1-a617-d8bb1046fc37,"D1c, E1",zhengning,16f9c6e0-3bb6-4a5b-bcdf-32f395ce06e6,"D1, E1"
126,883,Return the names of entrepreneurs do no not have the investor Rachel Elnaugh.,"select Name from people except select Investor from entrepreneur where Investor > ""Rachel Elnaugh""","SELECT T2.Name FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Investor != ""Rachel Elnaugh""",tianyi,2db117f3-77db-4184-a14b-a85b7dab077b,"F1, CE2",zhengning,e69db962-94d4-4dff-8fba-34a599d09207,"F1, A1a, A2c"
