,Unnamed: 0,Unnamed: 0.1,sql_id,nl_query,sql,GT_sql,tianyi,record_id_x,tianyi_code,zhengn,record_id_y,zhengn_code
93,93,199,371,How many different colleges do attend the tryout test?,select count ( cName ) from Tryout,SELECT count(DISTINCT cName) FROM tryout,tianyi,c8f52dba-454c-4be6-a3b6-03f9137a4de7,A1b,zhengning,6b183ca8-4c9e-4d33-88f0-38baab053c66,A1b
94,94,201,372,How many different colleges were represented at tryouts?,select count ( cName ) from Tryout,SELECT count(DISTINCT cName) FROM tryout,tianyi,4ba304ef-4ee1-42f1-acae-378c484ba822,A1b,zhengning,28ba346e-7d27-46de-8f66-a2ea305aba8e,A1b
95,95,203,373,What are the unique types of player positions in the tryout?,select pPos from Tryout,SELECT count(DISTINCT pPos) FROM tryout,tianyi,4b762a38-ae7d-4b31-b8ee-06d5bdd5b02a,"L5, A1b",zhengning,727d5ef5-cc7e-4ef6-b1a2-88271289d7dd,"L5, A1b"
96,96,205,374,What are the different types of player positions?,select pPos from Tryout,SELECT count(DISTINCT pPos) FROM tryout,tianyi,27e89d85-c910-4bfb-a5f1-0af01ba7ae95,A1b,zhengning,9d13d426-30ee-4b4b-a2cd-8dca49402f0b,"L5, A1b"
97,97,207,376,How many students received a yes from tryouts?,select count ( * ) from Tryout,SELECT count(*) FROM tryout WHERE decision  =  'yes',tianyi,adf05c29-bd8e-417a-9cce-e5fddd36bb51,F4,zhengning,71845cff-f19f-44e8-9ef4-be9136bd07e5,F4
98,98,209,378,What is the number of students playing as a goalie?,"select count ( T1.pPos ) from Tryout as T1 join Player as T2 on T1.pID = T2.pID where T2.pName = ""goalie""",SELECT count(*) FROM tryout WHERE pPos  =  'goalie',tianyi,81a4f87a-3dff-4641-971e-2e60728d2c74,"L4, CE2, A1b",zhengning,4af4608c-c733-4d88-aa8a-52603573ab6f,"L4, CE2, A1b"
99,99,211,380,What is average number of students enrolled in Florida colleges?,"select avg ( enr ) from College where state = ""Florida""",SELECT avg(enr) FROM College WHERE state  =  'FL',tianyi,233d5ffc-956e-4bfe-8e52-6ad7fdf4d3b4,D1c,zhengning,5b551262-b719-43a7-b23e-0fd21de11c00,D1c
100,100,213,384,What information do you have on colleges sorted by increasing enrollment numbers?,select * from College order by enr desc,SELECT * FROM College ORDER BY enr,tianyi,f9c1731a-bcf0-4d0e-8957-43858252d244,K2,zhengning,cd80a871-9ac9-457d-b128-48b5d6101d8a,K2
101,101,215,385,Find the name of different colleges involved in the tryout in alphabetical order.,select T1.cName from Tryout as T1 join College as T2 on T1.cName = T2.cName order by T2.cName,SELECT DISTINCT cName FROM tryout ORDER BY cName,tianyi,82037c6d-e625-4894-992a-e0e7cd710061,"A1b, E1",zhengning,cac4276f-03b6-43b2-b52a-ae5218cc01d5,"A1b, BK1, E1"
102,102,217,386,What are the different names of the colleges involved in the tryout in alphabetical order?,select T1.cName from Tryout as T1 join College as T2 on T1.cName = T2.cName order by T2.cName,SELECT DISTINCT cName FROM tryout ORDER BY cName,tianyi,5f28682d-6adc-426b-ad30-a4dca95b56ff,"A1b, E1",zhengning,1deda17d-9794-477b-b26c-bab6e5ec61d6,"A1b, BK1, E1"
103,103,219,387,Find the states where have some college students in tryout.,select state from College,SELECT DISTINCT state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName,tianyi,de5443a0-4db2-4763-8dc8-325262e27d02,BK1,zhengning,c8954785-0d94-4395-8b6e-f3745ba9df60,"L4, D1c, CL1, BL1, L5, D1, D1a"
104,104,221,388,What are the different states that have students trying out?,select count ( state ) from College,SELECT DISTINCT state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName,tianyi,d4d53c80-3bac-4426-9795-d52a9154b653,"CL1, BF4, BL1, F1, A1b, E1",zhengning,19d1f8ff-cdb7-4258-8fc0-9cdaf8afef40,"CF5, A1b, E1"
105,105,223,389,How many schools have some students playing in goalie and mid positions.,"select count ( cName ) from Tryout where pPos = ""goalie"" and pPos = ""mid""",SELECT COUNT(*) FROM (SELECT cName FROM  tryout WHERE pPos  =  'goalie' INTERSECT SELECT cName FROM  tryout WHERE pPos  =  'mid'),tianyi,b2e86534-2384-4472-8821-1e71e6250b57,F2,zhengning,27148e0f-9072-47a7-bcc7-701da0817d14,"BL1, A1g"
106,106,225,390,How many schools have students playing in goalie and mid-field positions?,"select count ( cName ) from Tryout where pPos = ""goalie"" and pPos = ""mid field""",SELECT COUNT(*) FROM (SELECT cName FROM  tryout WHERE pPos  =  'goalie' INTERSECT SELECT cName FROM  tryout WHERE pPos  =  'mid'),tianyi,24c106db-685a-41da-b124-bac5455b6198,F2,zhengning,194cd7a4-d18c-4d42-ab75-da960fadf371,"BL1, A1g"
107,107,227,391,How many states that have some college students playing in the mid position but not in the goalie position.,select count ( T2.state ) from Tryout as T1 join College as T2 on T1.cName = T2.cName where T1.pPos = 'mid' except select T4.state from Tryout as T3 join College as T4 on T3.cName = T4.cName where T3.pPos = 'goalie',SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),tianyi,650333f9-6608-4455-a9be-002c75a09111,"CL1, A1b",zhengning,5202109f-8a20-46b4-bade-6deef5cecde9,"CL1, BL1, A1b"
108,108,229,392,What is the count of states with college students playing in the mid position but not as goalies?,"select count ( T2.state ) from Tryout as T1 join College as T2 on T1.cName = T2.cName where T1.pPos = ' and T1.cName = ""goalies""",SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),tianyi,29d8de47-9f1b-4d4d-8ade-9780298ced70,"CL1, BL1, A1b",zhengning,989f2710-7479-43a4-aeec-15966ffdf9a0,"CL1, BL1, A1b"
109,109,231,395,List the carriers of devices in ascending alphabetical order.,select Carrier from device order by Device asc,SELECT Carrier FROM device ORDER BY Carrier ASC,tianyi,ab71de43-d553-40c6-896f-201ef5e721ee,BK1,zhengning,6f40562d-9a24-47a9-aa71-7ac4319eedb3,BK1
110,110,234,396,"What are the different carriers for devices, listed in alphabetical order?",select Carrier from device order by Device,SELECT Carrier FROM device ORDER BY Carrier ASC,tianyi,3ac2e1eb-66ad-4a36-af77-2c7d3291b906,"CL1, A1b",zhengning,5b7cba44-6579-451f-919d-b226d88960ee,"CL1, A1b"
111,111,236,398,Return the device carriers that do not have Android as their software platform.,select Device from device except select Carrier from device where Software_Platform = 'Android',SELECT Carrier FROM device WHERE Software_Platform != 'Android',tianyi,af32fb1f-98bf-4136-a120-27e18c3f5fd0,"BL1, A2c, F1",zhengning,6b34f2fe-7fe2-4002-8b83-28518b0705f6,"A1d, A1a, BL1"
112,112,238,403,How many different software platforms are there for devices?,select count ( Software_Platform ) from device,SELECT count(DISTINCT Software_Platform) FROM device,tianyi,633847e7-3ec6-4ae4-a331-65ed9a796dae,A1b,zhengning,41f86ae7-7d8b-4c74-a1f9-73aeed43dfe7,A1b
113,113,240,404,Count the number of different software platforms.,select count ( Software_Platform ) from device,SELECT count(DISTINCT Software_Platform) FROM device,tianyi,ff13a80c-f6ad-4096-ab5c-025508b22348,A1b,zhengning,fd8b696f-092c-453f-9c59-ace590a3222c,A1b
114,114,242,413,Show all distinct city where branches with at least 100 memberships are located.,select T2.City from membership_register_branch as T1 join branch as T2 on T1.Branch_ID = T2.Branch_ID group by T1.Branch_ID having count ( * ) >= 100,SELECT DISTINCT city FROM branch WHERE membership_amount  >=  100,tianyi,3ca30670-0b9b-485d-bd48-7d414d85af8c,"CL1, F4",zhengning,59021a67-461b-4a96-a41a-23edea390deb,"CL1, F4"
115,115,244,414,What are the different cities that have more than 100 memberships?,select T1.Hometown from member as T1 join purchase as T2 on T1.Member_ID = T2.Member_ID join branch as T3 on T2.Branch_ID = T3.Branch_ID where T3.City > 100,SELECT DISTINCT city FROM branch WHERE membership_amount  >=  100,tianyi,53498186-82f0-4363-94b8-25a549f3d85c,"L4, CL1, BL2",zhengning,373ac0b2-ad83-4629-a3eb-c5440ef92458,"L4, CL1, BL1"
116,116,246,415,List all open years when at least two shops are opened.,select Open_year from branch group by Open_year having count ( ) >= 2,SELECT open_year FROM branch GROUP BY open_year HAVING count(*)  >=  2,tianyi,25deac63-ae1a-4718-91ba-91dfb899f9d9,O3,zhengning,d05fbddd-b5a4-4e3a-9b44-b783df909d3b,O3
117,117,248,416,What are the opening years in which at least two shops opened?,select Open_year from branch group by Open_year having count ( ) >= 2,SELECT open_year FROM branch GROUP BY open_year HAVING count(*)  >=  2,tianyi,8ce4ea27-99bb-47f0-8ec5-436fe4c09389,O3,zhengning,5983492e-377c-4a0e-8d1e-b1cbfee56a1b,O3
118,118,250,417,How many different levels do members have?,select count ( Level ) from member,SELECT count(DISTINCT LEVEL) FROM member,tianyi,f237b890-6696-4d6d-93de-8589af0b9b1d,A1b,zhengning,3f44b254-488a-4834-9eec-43b5bde7122b,A1b
119,119,252,418,What are the different membership levels?,select Level from member,SELECT count(DISTINCT LEVEL) FROM member,tianyi,d37d024a-249d-4abd-97d6-8a5507a82a5f,"L4, A1b",zhengning,23f874ed-4ca8-4cf7-a42f-95f9cbdf9eb7,"L5, A1b"
120,120,254,422,Find the name of dorms only for female (F gender).,select dorm_name from Dorm where gender = 'F' and gender = 1,SELECT dorm_name FROM dorm WHERE gender  =  'F',tianyi,f927dd29-a3f2-4ace-a114-7ac66715764d,F4,zhengning,06ac0e85-64b3-4900-bbc9-fed298ed7c2d,F3
121,121,256,423,What are the names of the all-female dorms?,select dorm_name from Dorm where gender = 'f',SELECT dorm_name FROM dorm WHERE gender  =  'F',tianyi,08e650fd-8f69-4b3e-94b6-b6748789b79e,D1a,zhengning,095887a2-4a43-418b-ab3b-7d3d166502ae,D1a
122,122,258,430,Find the number of distinct amenities.,select count ( amenity_name ) from Dorm_amenity,SELECT count(*) FROM dorm_amenity,tianyi,1108bf5c-bc37-43ee-ad20-402346115dff,BL3,zhengning,5f3f50c4-e23f-44cd-a6ea-a7bd37302d2e,BL2
123,123,260,431,How many diffrent dorm amenities are there?,select count ( amenity_name ) from Dorm_amenity,SELECT count(*) FROM dorm_amenity,tianyi,becfd74b-fa8e-46ca-a80c-dba611dd49f6,BL3,zhengning,5ad70d13-93d2-43bd-ad43-f2ae15468f85,BL2
124,124,262,436,Find the number of dorms that have some amenity.,select count ( * ) from Dorm_amenity,SELECT count(DISTINCT dormid) FROM has_amenity,tianyi,be7a9cbb-a646-47b1-a525-9f5f158a854d,"A1b, BL2",zhengning,266218db-5002-4a00-9ce2-43e537c72a1f,"BL1, A1b"
125,125,264,437,How many dorms have amenities?,select count ( dorm_name ) from Dorm,SELECT count(DISTINCT dormid) FROM has_amenity,tianyi,d296c7bf-d450-432e-b6af-a87ba63d8155,"L4, CL1, BL2",zhengning,64f4141e-d0ca-4b2a-89f7-e7543d619fb0,"L4, CL1, BL1"
126,126,266,438,Find the number of distinct gender for dorms.,select count ( gender ) from Dorm,SELECT count(DISTINCT gender) FROM dorm,tianyi,25a18eb6-43a7-4bc2-970f-ce80da9198c1,A1b,zhengning,b736c525-3a77-425f-8920-6ebfb4e821c0,A1b
127,127,268,439,How many different genders are there in the dorms?,select count ( gender ) from Dorm,SELECT count(DISTINCT gender) FROM dorm,tianyi,b71c853e-8aef-4936-a895-8c4622659866,A1b,zhengning,3ce0480a-8d22-4056-afbc-5e785844e54e,A1b
128,128,270,440,List in alphabetic order all different amenities.,select amenity_name from Dorm_amenity order by limit 1,SELECT amenity_name FROM dorm_amenity ORDER BY amenity_name,tianyi,347518ed-57ec-4a07-8ad9-839564644b48,"BK1, Q1",zhengning,8b281932-fce2-4683-bf8e-101344ec3f0f,"BK1, Q1"
129,129,272,441,What are the different dorm amenity names in alphabetical order?,select T3.amenity_name from Dorm as T1 join Has_amenity as T2 on T1.dormid = T2.dormid join Dorm_amenity as T3 on T2.amenid = T3.amenid order by T1.dorm_name,SELECT amenity_name FROM dorm_amenity ORDER BY amenity_name,tianyi,14ef08dc-c7ca-4cd1-9886-ed01c02b9bfd,CL1,zhengning,16f52ef1-3ecf-4c2c-91a7-d9410b777a6c,CL1
130,130,274,448,How many distinct complaint type codes are there in the database?,select count ( complaint_type_code ) from Complaints,SELECT count(DISTINCT complaint_type_code) FROM complaints,tianyi,38d87eb9-0c45-47f2-a241-c11321415a54,A1b,zhengning,80165113-a749-47ac-b17e-ab4dd036d04a,A1b
131,131,276,449,Count the number of different complaint type codes.,select count ( complaint_type_code ) from Complaints,SELECT count(DISTINCT complaint_type_code) FROM complaints,tianyi,6914adf8-981d-498f-834c-4daf0bd7f359,A1b,zhengning,725b0c50-2c83-4340-9e39-e53627083709,A1b
132,132,278,452,How many video game types exist?,select count ( * ) from Video_Games,SELECT count(DISTINCT gtype) FROM Video_games,tianyi,9e4f61c5-5cf0-456a-820f-0f68c3985433,"A1b, BL2",zhengning,d402318e-a9a4-4264-a4b9-7e169a580f4b,"BL1, A1b"
133,133,280,457,What are the names of all video games that are collectible cards?,"select GName from Video_Games where GType = ""videoible""","SELECT gname FROM Video_games WHERE gtype  =  ""Collectible card game""",tianyi,b3083021-085b-4e47-87f9-4020a6debf27,D1,zhengning,4f0adb65-3ef3-4a63-8234-d9f888feeb42,D1
134,134,282,458,What is the type of video game Call of Destiny.,"select GType from Video_Games where GName = ""call video of destiny""","SELECT gtype FROM Video_games WHERE gname  =  ""Call of Destiny""",tianyi,599ae689-4132-45a8-b8aa-e48634c46fdf,D1c,zhengning,1eee8d66-5780-49e5-942e-1841f1b20561,D1
135,135,284,459,What type of game is Call of Destiny?,"select GType from Video_Games where GName = ""call destiny""","SELECT gtype FROM Video_games WHERE gname  =  ""Call of Destiny""",tianyi,c1907e9b-ee84-4674-bd81-728f0f68832d,D1c,zhengning,c17b20d3-08a0-48be-bd0f-8ff5acb1dddf,D1
136,136,286,460,How many video games have type Massively multiplayer online game?,"select count ( * ) from Video_Games where GType = ""Massively multiplayer online""","SELECT count(*) FROM Video_games WHERE gtype  =  ""Massively multiplayer online game""",tianyi,9b5a33aa-84c1-4db3-b745-105e1a13c22f,D1c,zhengning,e4fe4277-e54d-4fd3-ab78-673652bdc228,D1
137,137,289,461,Count the number of video games with Massively multiplayer online game type .,"select count ( * ) from Video_Games where GType = ""Massively multiplayer online""","SELECT count(*) FROM Video_games WHERE gtype  =  ""Massively multiplayer online game""",tianyi,a054aa36-f403-4f9d-82e9-e951b4c337c4,D1c,zhengning,4650c034-a167-441e-83df-176aa9a83b64,D1
138,138,291,469,What are the advisors,select Advisor from Student,SELECT advisor FROM Student GROUP BY advisor HAVING count(*)  >=  2,tianyi,168e9fdb-ea43-4446-99ae-41e9feb25a74,"A1f, AN2, O1",zhengning,a531df4c-4e0b-48ca-bb54-5f63f1adb10b,"AN2, O1"
139,139,293,470,How many sports do we have?,select count ( * ) from SportsInfo,SELECT count(DISTINCT sportname) FROM Sportsinfo,tianyi,c53e4640-bfad-44f1-85ea-1d39c654605a,"BL2, A1b",zhengning,4d266d3c-b992-4784-83a4-d90b7e051118,"BL1, A1b"
140,140,295,471,How many different types of sports do we offer?,select count ( GType ) from Video_Games,SELECT count(DISTINCT sportname) FROM Sportsinfo,tianyi,de6428dc-08e7-4cc6-b326-146e50f8609a,"E1, CL1",zhengning,9c9eabf3-9f96-456a-a03d-96035781e184,"CL1, E1"
141,141,297,472,How many students play sports?,select count ( StuID ) from Plays_Games,SELECT count(DISTINCT StuID) FROM Sportsinfo,tianyi,f13c32e9-95d2-4850-a9d6-6da1d66f3229,CL1,zhengning,2d086897-a290-4f9d-8a5a-0bde6719f5ff,CL1
142,142,299,473,How many different students are involved in sports?,select count ( StuID ) from SportsInfo,SELECT count(DISTINCT StuID) FROM Sportsinfo,tianyi,1f705c62-6a19-424c-853d-e034fdcf7f53,A1b,zhengning,7d9a41ff-4129-48bd-aeed-e367cf700e6e,A1b
143,143,301,474,List ids for all student who are on scholarship.,select StuID from Student,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',tianyi,e5f9e57c-96df-46ef-a8e1-1702ae2788e6,"BL3, CL1",zhengning,9a84b6f7-4180-490f-9c37-06219f75bc00,CL1
144,144,303,475,What are the ids for all sporty students who are on scholarship?,select StuID from SportsInfo,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',tianyi,d2d24f77-1c31-4bb0-816b-e6991dbdd7b1,F4,zhengning,5c683e28-1807-46ad-b910-8174ed6ccccf,F4
145,145,305,476,How many games are played for all students?,select count ( * ) from Plays_Games,SELECT sum(gamesplayed) FROM Sportsinfo,tianyi,ff4191cd-5c96-4d22-95fa-dacfa99fefe9,"CL1, BF4",zhengning,12ba2f87-27ce-4e57-9850-8663d67c9792,"CL1, CF5"
146,146,307,477,What is the total number of games played?,select count ( * ) from Plays_Games,SELECT sum(gamesplayed) FROM Sportsinfo,tianyi,b39a14fb-8dd5-45b7-95e8-61adbc15609b,"CE2, A1b",zhengning,5776be3e-1a1a-4fbd-9855-ecc46dae18e7,"F4, CL1, CE2, A1b"
147,147,309,478,Show all student IDs with more than total 10 hours per week on all sports played.,select T1.StuID from SportsInfo as T1 join Student as T2 on T1.StuID = T2.StuID join Plays_Games as T3 on T2.StuID = T3.StuID group by T3.StuID having sum ( T1.HoursPerWeek ) > 10,SELECT StuID FROM Sportsinfo GROUP BY StuID HAVING sum(hoursperweek)  >  10,tianyi,17c10bfb-93d3-40a1-8ce6-adf685840b1f,E1,zhengning,e576398c-df22-4c43-b45b-2a2a1ec95697,E1
148,148,311,480,How many students play video games?,"select count ( T2.StuID ) from Video_Games as T1 join Plays_Games as T2 on T1.GameID = T2.GameID where T1.GType = ""video games""",SELECT count(DISTINCT StuID) FROM Plays_games,tianyi,42f6d0af-36cb-4fb9-9fd9-f42caecc2294,"F3, A1b, E1",zhengning,16bde00a-8df0-4e85-bdde-05547704813a,"F3, A1b, E1"
149,149,313,481,How many different students play games?,select count ( StuID ) from Plays_Games,SELECT count(DISTINCT StuID) FROM Plays_games,tianyi,9d2d344e-fa5a-40cd-add4-762a7431ae77,A1b,zhengning,53384dfd-2bf5-4a87-a7b4-a5c910d69760,A1b
150,150,315,487,List all the types of forms.,select form_type_code from Forms,SELECT DISTINCT form_type_code FROM forms,tianyi,b9cf2ca8-ee46-47f2-bf0d-2f8d88567468,A1b,zhengning,794f733b-f170-4ea4-afaa-14b6c68fde41,A1b
151,151,317,488,What are the different types of forms?,select form_type_code from Forms,SELECT DISTINCT form_type_code FROM forms,tianyi,024cb352-a227-4c57-b860-2252e17f3b8f,A1b,zhengning,503c92d7-1369-4262-a6aa-425da5fc7ed1,A1b
152,152,319,493,"How many cities are there in state ""Colorado""?","select count ( town_city ) from Addresses where state_province_county = ""Colorado""","SELECT count(*) FROM addresses WHERE state_province_county  =  ""Colorado""",tianyi,1380c088-92be-47a4-aab8-c7c3acd30953,BL3,zhengning,f7ceef30-4143-4b27-b171-e477ad626f72,BL1
153,153,321,494,Count the number of cities in the state of Colorado.,"select count ( town_city ) from Addresses where state_province_county = ""Colorado""","SELECT count(*) FROM addresses WHERE state_province_county  =  ""Colorado""",tianyi,2f8f6f66-49ec-4777-81df-8d538966c61a,BL3,zhengning,caaeb44a-9da0-4ee1-a232-9c966165801b,BL1
154,154,323,497,How many distinct payment methods are used by parties?,select count ( payment_method_code ) from Parties,SELECT count(DISTINCT payment_method_code) FROM parties,tianyi,83a09099-f1cb-4293-a7f3-7c87801611ca,A1b,zhengning,25f58d1a-5bc1-4287-8d8b-24f91a6a5637,A1b
155,155,325,498,Count the number of different payment method codes used by parties.,select count ( payment_method_code ) from Parties,SELECT count(DISTINCT payment_method_code) FROM parties,tianyi,411da3c1-7669-4b33-ab7e-0fc7eecfe90d,A1b,zhengning,456907af-e125-4447-b0fc-86ba45981ef6,A1b
156,156,327,499,Find the last name of the individuals that have been contact individuals of an organization.,select T1.individual_last_name from Individuals as T1 join Organization_Contact_Individuals as T2 on T1.individual_id = T2.individual_id join Organizations as T3 on T2.organization_id = T3.organization_id where T3.organization_name = 1,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,tianyi,7c73a493-2b22-4bad-9ef6-541363ac6577,"BN1, BL1, CL1",zhengning,2b5b8619-f483-4aee-9978-ab8efb5f7379,"CL1, BL1, AN2"
157,157,329,500,What are the last names of individuals who have been contact individuals for an organization?,select individual_last_name from Individuals,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,tianyi,b4c9869f-4d8d-4053-8451-c70c9a39707e,"E1, BL1",zhengning,ffaba5c2-d19a-4472-b778-64bcfccb544b,"E1, CL1"
158,158,331,503,Show all different home cities.,select Home_city from driver,SELECT DISTINCT home_city FROM driver,tianyi,81725f7e-dff3-419f-9f7f-efce7efe178a,A1b,zhengning,68b4a43a-478a-4246-af2e-3a22cd2083f2,A1b
159,159,333,527,How many train stations are there?,select count ( * ) from train_station,SELECT count(*) FROM station,tianyi,fe0f1808-b8ae-4fc2-af19-ab8c6f9de7ab,"E1, BL1",zhengning,a915defd-2b40-432d-b107-11ef37a3f9f6,"E1, CL1"
160,160,335,528,What are all locations of train stations?,select Location from station,SELECT DISTINCT LOCATION FROM station,tianyi,3886c8ce-999a-4a6e-9390-498c2a6a2f0d,A1b,zhengning,1329192e-95d1-4793-b6d3-83012edce333,A1b
161,161,337,538,How many employees have a first name of Ludie?,select count ( first_name ) from Staff where first_name = 'Ludie',"SELECT count(*) FROM Staff WHERE first_name = ""Ludie"";",tianyi,98b92e6d-bb46-4cc0-a53c-7ec793509625,BL3,zhengning,7c23e52f-d446-4b90-aaac-cb0e4ba330b6,BL1
162,162,339,541,How many staff live in state Georgia?,"select count ( * ) from Staff as T1 join Addresses as T2 on T1.staff_address_id = T2.address_id where T2.state_province_county = ""Georgia""","SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";",tianyi,d1b451c9-b491-4113-a5e5-54e641c2166c,BF4,zhengning,5508bb26-db17-41fe-9db4-b61fddf70855,CF5
163,163,341,547,How many lessons were in cancelled state?,"select count ( * ) from Lessons where lesson_status_code = ""cancelled""","SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";",tianyi,753c2be0-a4ef-45d8-bedb-5a41abd2d626,D1a,zhengning,960db0e6-b430-4239-9957-4d56d0668e77,D1a
164,164,343,548,How many lessons have been cancelled?,select count ( lesson_date ) from Lessons,"SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";",tianyi,6e5c6d3e-39cc-4174-abf8-21a5d01a9adb,"F4, BL3",zhengning,ed5ee731-e3d0-4dbe-8787-f7d104e26ac5,"BL1, F4"
165,165,345,557,Find the name of airports whose altitude is between -50 and 50.,select name from airports where elevation between 50 and 50,SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50,tianyi,517098e4-a31b-4a4d-bb24-e4f3bcb27244,D1,zhengning,29727ace-c348-4ebc-bb92-fd05d2baf331,D1
166,166,347,558,What are the names of all airports whose elevation is between -50 and 50?,select name from airports where elevation between 50 and 50,SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50,tianyi,33b99c56-c770-46d8-a0be-b10da6cce1a9,D1,zhengning,b7938f4d-18a8-4fb9-9ee7-a77477e6e5ac,D1
167,167,349,559,How many different cities do have some airport in the country of Greenland?,"select count ( city ) from airports where country = ""Greenland""",SELECT count(DISTINCT city) FROM airports WHERE country  =  'Greenland',tianyi,97428e7e-19fb-4463-b5ec-24f6764ba3e3,A1b,zhengning,cd870351-94e7-49fa-b832-1243aab73080,A1b
168,168,351,560,In how many cities are there airports in the country of Greenland?,"select count ( * ) from airports where country = ""Greenland""",SELECT count(DISTINCT city) FROM airports WHERE country  =  'Greenland',tianyi,56c51fc4-217e-4fe3-bc3a-6bec136e4d0d,A1b,zhengning,b220fb5b-6996-4ac6-b654-a2662e5206a6,"BL1, A1b"
169,169,353,561,How many cities are there that have more than 3 airports?,select count ( * ) from airports group by city having count ( * ) > 3,SELECT count(*) FROM (SELECT city FROM airports GROUP BY city HAVING count(*)  >  3),tianyi,a007c46d-bd2d-4b87-9f71-a6a58424ffbd,BL1,zhengning,c43e73bf-123b-478e-bde8-2170db7d6b12,"BL1, P3"
170,170,356,562,What is the count of cities with more than 3 airports?,select count ( * ) from airports group by city having count ( * ) > 3,SELECT count(*) FROM (SELECT city FROM airports GROUP BY city HAVING count(*)  >  3),tianyi,d309f080-bc0e-46d8-bd73-26cfb4f7341a,P3,zhengning,fd0232e7-5f70-4481-80bc-8b00713e9920,P3
171,171,358,567,Find the ids of all the order items whose product id is 11.,select order_id from Order_Items where product_id = 11,SELECT order_item_id FROM order_items WHERE product_id = 11,tianyi,88846747-b0e4-4f67-aebd-c26cda8dd791,BL1,zhengning,09b70fee-a0d8-4fcf-8557-de79690a6f8d,BL1
172,172,360,568,Find all the order items whose product id is 11. What are the order item ids?,select order_id from Order_Items where product_id = 11,SELECT order_item_id FROM order_items WHERE product_id = 11,tianyi,b5462857-6530-443f-9094-f500094be646,BL1,zhengning,8dab1c0d-9d11-4a56-af39-cc0a61051c55,BL1
173,173,362,569,Find the ids of orders which are shipped after 2000-01-01.,"select T2.order_id from Orders as T1 join Shipments as T2 on T1.order_id = T2.order_id where T1.date_order_placed > ""2000 - 01 - 01""","SELECT order_id FROM shipments WHERE shipment_date > ""2000-01-01""",tianyi,bc623971-3b8d-4ea1-a617-d8bb1046fc37,"BE5, D1, CE3",zhengning,16f9c6e0-3bb6-4a5b-bcdf-32f395ce06e6,CE3
174,174,364,571,List the names of all distinct products in alphabetical order.,select product_name from Products order by product_name,SELECT DISTINCT product_name FROM products ORDER BY product_name,tianyi,f2858bc3-d330-4f27-9fb1-0ab00daf6363,A1b,zhengning,8deed210-5c29-45be-9b9c-5c6eccaa22ed,A1b
175,175,366,572,Sort all the distinct products in alphabetical order.,select product_name from Products order by product_name,SELECT DISTINCT product_name FROM products ORDER BY product_name,tianyi,91906278-049e-4724-86be-4188e1a1ed5d,A1b,zhengning,8475d866-c0ca-49b9-9ab0-970637f109f8,A1b
176,176,368,577,What are all distinct countries where singers above age 20 are from?,select Country from singer where Age > 20,SELECT DISTINCT country FROM singer WHERE age  >  20,tianyi,a341e59b-cd4d-443f-a9cd-154b6d1acab1,A1b,zhengning,deb3bdab-732d-4f21-9434-4f49637c0eca,A1b
177,177,370,578,What are  the different countries with singers above age 20?,select Country from singer where Age > 20,SELECT DISTINCT country FROM singer WHERE age  >  20,tianyi,8e911283-ac7d-4819-81cb-01f8f5fc7f7c,A1b,zhengning,fc4f52aa-7f29-408f-a474-a4e080fd0f57,A1b
178,178,372,584,What is the average miles per gallon of all the cards with 4 cylinders?,select avg ( Horsepower ) from cars_data where Cylinders = 4,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4;,tianyi,020a7fd6-a933-481b-aa1f-22caa48dcba0,BL1,zhengning,e3e24c14-7f6d-4a21-adda-60de72a7a036,BL1
179,179,374,592,"In 1980, how many cars were made?",select count ( * ) from car_names where Make = 1980,SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;,tianyi,9958fd04-0e8a-4344-85a9-eab67952da6a,E1,zhengning,2fc9d026-c936-4bf8-bb4c-f77251295ae6,"CL1, CE2"
