record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,open_ended_feedback,error_classification,coder,duration,cur_id,batch_id,GT_sql
79c981d9-dc9e-4882-8b79-f21b80019990,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1331,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?",,"Value error: 'professors,' should be 'Professor'.",value error: tense error,Zheng N,92.004,10,1,"SELECT Fname FROM FACULTY WHERE Rank = ""Professor"" ORDER BY Fname"
d0a242c0-15b5-4189-bcbb-f3cd87992eaf,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,1331,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?",,"1, value error: same word different tense",value error: tense error,Zheng N,113.252,10,1,"SELECT Fname FROM FACULTY WHERE Rank = ""Professor"" ORDER BY Fname"
bae24592-2f23-4e83-9564-018da6d9bd71,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,1331,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?","WHERE faculty.rank = 'professors,'","1, value error: same word different tense",value error: tense error,Zheng N,17.542,10,1,"SELECT Fname FROM FACULTY WHERE Rank = ""Professor"" ORDER BY Fname"
a859d5ee-d97b-4e12-a064-c39815998323,eaf0bdaa-b348-4fc5-9299-7dd8fc33f0d8,tianyi,1331,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?","WHERE faculty.rank = 'professors,'","The column value in the Hypothetical query is not identical with the original one in the table. The value 'professors,' should be 'Professor', otherwise, the system cannot find the corresponding results.",value error: tense error,Zheng N,171.084,10,1,"SELECT Fname FROM FACULTY WHERE Rank = ""Professor"" ORDER BY Fname"
fc6dc6c8-de94-462f-9f21-2a550a1713cc,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1331,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?",,"The rank value for the query should be ""Professor"" instead of ""professors""",value error: tense error,Zheng N,43.5,10,1,"SELECT Fname FROM FACULTY WHERE Rank = ""Professor"" ORDER BY Fname"
b05f178c-2772-4aee-978f-762c68acdf85,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",,"The value ""2009"" in ""2009 postseason"" should be grounded to the year column in the postseason table instead of the ""losses"" column",Refer to incorrect column,Tianyi,99.258,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
e255f88f-cf39-4863-a505-3926b5ba2bb2,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",,"Attribute error: 'losses' should be replaced by ""year"".",Refer to incorrect column,Tianyi,70.278,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
d97c1983-ee88-4375-8765-13247135001f,eaf0bdaa-b348-4fc5-9299-7dd8fc33f0d8,tianyi,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,The Hypothetical query is referring to an incorrect column. The correct column should be 'postseason.year = 2009' instead of 'postseason.losses = 2009'.,refer to incorrect column; misunderstand the NLQ,Tianyi,419.142,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
2edf1f36-b105-4284-8a21-e96237c4caf4,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"1, column error in table 1",Refer to incorrect column,Tianyi,107.959,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
e255f88f-cf39-4863-a505-3926b5ba2bb2,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",,"Attribute error: 'losses' should be replaced by ""year"".",Refer to a wrong column;,Toby,70.278,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
d97c1983-ee88-4375-8765-13247135001f,eaf0bdaa-b348-4fc5-9299-7dd8fc33f0d8,tianyi,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,The Hypothetical query is referring to an incorrect column. The correct column should be 'postseason.year = 2009' instead of 'postseason.losses = 2009'.,Refer to a wrong column;,Toby,419.142,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
2edf1f36-b105-4284-8a21-e96237c4caf4,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"1, column error in table 1",Refer to a wrong column;,Toby,107.959,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
b05f178c-2772-4aee-978f-762c68acdf85,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",,"The value ""2009"" in ""2009 postseason"" should be grounded to the year column in the postseason table instead of the ""losses"" column",Refer to a wrong column;,Toby,99.258,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
e255f88f-cf39-4863-a505-3926b5ba2bb2,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",,"Attribute error: 'losses' should be replaced by ""year"".",Inappropriate use of attribute,Zheng Z,70.278,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
d97c1983-ee88-4375-8765-13247135001f,eaf0bdaa-b348-4fc5-9299-7dd8fc33f0d8,tianyi,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,The Hypothetical query is referring to an incorrect column. The correct column should be 'postseason.year = 2009' instead of 'postseason.losses = 2009'.,Inappropriate use of attribute,Zheng Z,419.142,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
2edf1f36-b105-4284-8a21-e96237c4caf4,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"1, column error in table 1",Inappropriate use of attribute,Zheng Z,107.959,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
b05f178c-2772-4aee-978f-762c68acdf85,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",,"The value ""2009"" in ""2009 postseason"" should be grounded to the year column in the postseason table instead of the ""losses"" column",Inappropriate use of attribute,Zheng Z,99.258,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
e255f88f-cf39-4863-a505-3926b5ba2bb2,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",,"Attribute error: 'losses' should be replaced by ""year"".",column error: select wrong columns,Zheng N,70.278,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
2edf1f36-b105-4284-8a21-e96237c4caf4,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"1, column error in table 1",column error: select wrong columns,Zheng N,107.959,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
b05f178c-2772-4aee-978f-762c68acdf85,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",,"The value ""2009"" in ""2009 postseason"" should be grounded to the year column in the postseason table instead of the ""losses"" column",column error: select wrong columns,Zheng N,99.258,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
d97c1983-ee88-4375-8765-13247135001f,eaf0bdaa-b348-4fc5-9299-7dd8fc33f0d8,tianyi,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,The Hypothetical query is referring to an incorrect column. The correct column should be 'postseason.year = 2009' instead of 'postseason.losses = 2009'.,column error: select wrong columns,Zheng N,419.142,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year = 2009;
3ac1174a-9d39-45b2-8193-c39ee657aa70,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,,the result returns the departments with 1 student minoring in it instead of those that have *no* student minoring in it.,Misunderstand the NLQ; return error,Tianyi,106.941,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
90f0447f-609c-44ac-b7dc-50349766ca04,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,"HAVING, COUNT( * ) = 1","1, didn't understand the meaning of the query;
 2, ignore the keyword: except;
 3, understanding error: ""no students"" doesn't equal to ""COUNT(*) = 1""",misunderstand the NLQ; miss syntax.,Tianyi,454,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
fbb68295-3347-47de-941e-64ad59c823bf,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,"COUNT( * ) = 1, HAVING, minor_in.dno",the result query returns the department names with 1 student minoring in it instead of the ones with no student,Misunderstand the NLQ; return error,Tianyi,29.55,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
90e980a3-4aae-44a9-84a0-379d75d66cc9,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,,"Misunderstanding the NLQ: what the hypothetical query expresses is ""the name of the departments that has exactly one student minoring in it"".",misunderstand the NLQ,Tianyi,328.814,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
802fd6b0-279c-4e6c-885e-638db66d4362,8654c831-e8af-4593-ae3a-c4b4076c9201,tianyi,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,"HAVING, COUNT( * ) = 1, GROUP BY, minor_in.dno","Inappropriate and incorrect use of syntax in Hypothetical query. The 'GROUP BY XXX HAVING COUNT( * ) = XX' is not a good choice for finding the correct result.; The system might misunderstand the meaning of the original Natural language query, since 'HAVING COUNT( * ) = 1' cannot produce the correct result. It should be replaced by 'EXCEPT SELECT DEPARTMENT.DName'.",Inappropriate use of syntax; misunderstand the NLQ,Tianyi,1161.456,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
90e980a3-4aae-44a9-84a0-379d75d66cc9,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department that has no students minoring in it?,,"Misunderstanding the NLQ: what the hypothetical query expresses is ""the name of the departments that has exactly one student minoring in it"".",Misunderstand the query,Toby,328.814,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
802fd6b0-279c-4e6c-885e-638db66d4362,8654c831-e8af-4593-ae3a-c4b4076c9201,tianyi,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department that has no students minoring in it?,"HAVING, COUNT( * ) = 1, GROUP BY, minor_in.dno","Inappropriate and incorrect use of syntax in Hypothetical query. The 'GROUP BY XXX HAVING COUNT( * ) = XX' is not a good choice for finding the correct result.; The system might misunderstand the meaning of the original Natural language query, since 'HAVING COUNT( * ) = 1' cannot produce the correct result. It should be replaced by 'EXCEPT SELECT DEPARTMENT.DName'.",Use a wrong query type; Misunderstand the query,Toby,1161.456,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
90f0447f-609c-44ac-b7dc-50349766ca04,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department that has no students minoring in it?,"HAVING, COUNT( * ) = 1","1, didn't understand the meaning of the query;
 2, ignore the keyword: except;
 3, understanding error: ""no students"" doesn't equal to ""COUNT(*) = 1""",Misunderstand the query,Toby,454,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
3ac1174a-9d39-45b2-8193-c39ee657aa70,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,,the result returns the departments with 1 student minoring in it instead of those that have *no* student minoring in it.,Misunderstand the query,Toby,106.941,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
90e980a3-4aae-44a9-84a0-379d75d66cc9,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department that has no students minoring in it?,,"Misunderstanding the NLQ: what the hypothetical query expresses is ""the name of the departments that has exactly one student minoring in it"".",Misunderstand the query,Zheng Z,328.814,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
802fd6b0-279c-4e6c-885e-638db66d4362,8654c831-e8af-4593-ae3a-c4b4076c9201,tianyi,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department that has no students minoring in it?,"HAVING, COUNT( * ) = 1, GROUP BY, minor_in.dno","Inappropriate and incorrect use of syntax in Hypothetical query. The 'GROUP BY XXX HAVING COUNT( * ) = XX' is not a good choice for finding the correct result.; The system might misunderstand the meaning of the original Natural language query, since 'HAVING COUNT( * ) = 1' cannot produce the correct result. It should be replaced by 'EXCEPT SELECT DEPARTMENT.DName'.",Inappropriate syntax use; Misunderstand the query,Zheng Z,1161.456,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
90f0447f-609c-44ac-b7dc-50349766ca04,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department that has no students minoring in it?,"HAVING, COUNT( * ) = 1","1, didn't understand the meaning of the query;
 2, ignore the keyword: except;
 3, understanding error: ""no students"" doesn't equal to ""COUNT(*) = 1""",Misuderstand the query; Miss a keyword,Zheng Z,454,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
3ac1174a-9d39-45b2-8193-c39ee657aa70,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,,the result returns the departments with 1 student minoring in it instead of those that have *no* student minoring in it.,Misunderstand the query,Zheng Z,106.941,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
fbb68295-3347-47de-941e-64ad59c823bf,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,"COUNT( * ) = 1, HAVING, minor_in.dno",the result query returns the department names with 1 student minoring in it instead of the ones with no student,keyword error: fail to understand the meaning of the keywords,Zheng N,29.55,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
802fd6b0-279c-4e6c-885e-638db66d4362,8654c831-e8af-4593-ae3a-c4b4076c9201,tianyi,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,"HAVING, COUNT( * ) = 1, GROUP BY, minor_in.dno","Inappropriate and incorrect use of syntax in Hypothetical query. The 'GROUP BY XXX HAVING COUNT( * ) = XX' is not a good choice for finding the correct result.; The system might misunderstand the meaning of the original Natural language query, since 'HAVING COUNT( * ) = 1' cannot produce the correct result. It should be replaced by 'EXCEPT SELECT DEPARTMENT.DName'.",grammar error; fail to understand the query,Zheng N,1161.456,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
90f0447f-609c-44ac-b7dc-50349766ca04,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,"HAVING, COUNT( * ) = 1","1, didn't understand the meaning of the query;
 2, ignore the keyword: except;
 3, understanding error: ""no students"" doesn't equal to ""COUNT(*) = 1""",fail to understand the query; keyword error: miss other keywords,Zheng N,454,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
3ac1174a-9d39-45b2-8193-c39ee657aa70,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,,the result returns the departments with 1 student minoring in it instead of those that have *no* student minoring in it.,keyword error: fail to understand the meaning of the keywords,Zheng N,106.941,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
90e980a3-4aae-44a9-84a0-379d75d66cc9,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department htat has no students minoring in it?,,"Misunderstanding the NLQ: what the hypothetical query expresses is ""the name of the departments that has exactly one student minoring in it"".",fail to understand the query,Zheng N,328.814,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO = T2.DNO
a9eab614-fe20-4163-b6df-bd6c9e87a985,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2153,SELECT projects.project_details FROM projects JOIN project_outcomes ON projects.project_id = project_outcomes.project_id,Which projects have no outcome? List the project details.,,"The result query did not understand the ""have no outcome"" part and lists all project details",Misunderstand the NLQ,Tianyi,48.964,13,1,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_outcomes )
bf9fb1a7-43d6-460b-b6c3-0822ba4e8943,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2153,SELECT projects.project_details FROM projects JOIN project_outcomes ON projects.project_id = project_outcomes.project_id,Which projects have no outcome? List the project details.,,"Misunderstand the NLQ: what the hypothetical query expresses is opposite - ""list the project details for the projects that have outcome"".",misunderstand the NLQ,Tianyi,120.108,13,1,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_outcomes )
1f556c09-bd5a-4a32-a01c-23ff5bb800d7,8654c831-e8af-4593-ae3a-c4b4076c9201,tianyi,2153,SELECT projects.project_details FROM projects JOIN project_outcomes ON projects.project_id = project_outcomes.project_id,Which projects have no outcome? List the project details.,"projects.project_id = project_outcomes.project_id, JOIN, project_outcomes, ON","The first type of error in Hypothetical query is missing negation. The Natural language query is looking for projects that have no outcome, however, the Hypothetical query is looking for projects that have outcomes.; The second type of error in Hypothetical query is inappropriate use of syntax. The 'JOIN ...ON...' does not support the use of negation and we should use 'WHERE ... NOT IN( SELECT ... FROM ...)' instead.",Miss negation; Inappropriate use of syntax; Misunderstand the NLQ.,Tianyi,602.054,13,1,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_outcomes )
2a3f3524-3500-4188-8878-b6c8af5a5b0b,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2153,SELECT projects.project_details FROM projects JOIN project_outcomes ON projects.project_id = project_outcomes.project_id,Which projects have no outcome? List the project details.,,"1, ignore the keyword: ""NOT"";",Miss negation,Tianyi,245.845,13,1,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_outcomes )
bf9fb1a7-43d6-460b-b6c3-0822ba4e8943,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2153,SELECT projects.project_details FROM projects JOIN project_outcomes ON projects.project_id = project_outcomes.project_id,Which projects have no outcome? List the project details.,,"Misunderstand the NLQ: what the hypothetical query expresses is opposite - ""list the project details for the projects that have outcome"".",Misunderstand the query,Toby,120.108,13,1,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_outcomes )
